Date,Opponent,Game,Result,ATS,Spread,OU,Total,Team,Season,HomeTeam,AwayTeam,HomeSpread,AwaySpread,HomeScore,AwayScore
30-Oct-22,vs San Francisco,REG,L,L,-1,O,42,LA Rams,2022,LA Rams,San Francisco,-1,1,14,31
13-Nov-22,vs Arizona,REG,L,L,-3.5,O,38,LA Rams,2022,LA Rams,Arizona,-3.5,3.5,17,27
4-Dec-22,vs Seattle,REG,L,W,6.5,O,41,LA Rams,2022,LA Rams,Seattle,6.5,-6.5,23,27
8-Dec-22,vs Las Vegas,REG,W,W,6,U,42,LA Rams,2022,LA Rams,Las Vegas,6,-6,17,16
25-Dec-22,vs Denver,REG,W,W,3,O,36,LA Rams,2022,LA Rams,Denver,3,-3,51,14
12-Aug-23,vs LA Chargers,PRE,L,L,-2.5,O,34,LA Rams,2023,LA Rams,LA Chargers,-2.5,2.5,17,34
19-Aug-23,vs Las Vegas,PRE,L,L,4.5,O,40,LA Rams,2023,LA Rams,Las Vegas,4.5,-4.5,17,34
17-Sep-23,vs San Francisco,REG,L,W,7.5,O,45,LA Rams,2023,LA Rams,San Francisco,7.5,-7.5,23,30
8-Oct-23,vs Philadelphia,REG,L,L,3.5,U,50,LA Rams,2023,LA Rams,Philadelphia,3.5,-3.5,14,23
15-Oct-23,vs Arizona,REG,W,W,-7,U,48,LA Rams,2023,LA Rams,Arizona,-7,7,26,9
22-Oct-23,vs Pittsburgh,REG,L,L,-3.5,U,44,LA Rams,2023,LA Rams,Pittsburgh,-3.5,3.5,17,24
19-Nov-23,vs Seattle,REG,W,L,-2,U,46,LA Rams,2023,LA Rams,Seattle,-2,2,17,16
3-Dec-23,vs Cleveland,REG,W,W,-3.5,O,39.5,LA Rams,2023,LA Rams,Cleveland,-3.5,3.5,36,19
17-Dec-23,vs Washington,REG,W,W,-6.5,U,48.5,LA Rams,2023,LA Rams,Washington,-6.5,6.5,28,20
21-Dec-23,vs New Orleans,REG,W,W,-4,O,45.5,LA Rams,2023,LA Rams,New Orleans,-4,4,30,22
21-Sep-20,vs New Orleans,REG,W,W,4,O,47.5,Las Vegas,2020,Las Vegas,New Orleans,4,-4,34,24
4-Oct-20,vs Buffalo,REG,L,L,3,O,52.5,Las Vegas,2020,Las Vegas,Buffalo,3,-3,23,30
25-Oct-20,vs Tampa Bay,REG,L,L,4,O,51.5,Las Vegas,2020,Las Vegas,Tampa Bay,4,-4,20,45
15-Nov-20,vs Denver,REG,W,W,-3,U,50.5,Las Vegas,2020,Las Vegas,Denver,-3,3,37,12
22-Nov-20,vs Kansas City,REG,L,W,7.5,O,56.5,Las Vegas,2020,Las Vegas,Kansas City,7.5,-7.5,31,35
13-Dec-20,vs Indianapolis,REG,L,L,2.5,O,52,Las Vegas,2020,Las Vegas,Indianapolis,2.5,-2.5,27,44
17-Dec-20,vs LA Chargers,REG,L,L,-3,O,52.5,Las Vegas,2020,Las Vegas,LA Chargers,-3,3,27,30
26-Dec-20,vs Miami,REG,L,W,2.5,O,50.5,Las Vegas,2020,Las Vegas,Miami,2.5,-2.5,25,26
14-Aug-21,vs Seattle,PRE,W,W,-2.5,U,36.5,Las Vegas,2021,Las Vegas,Seattle,-2.5,2.5,20,7
13-Sep-21,vs Baltimore,REG,W,W,3,O,50.5,Las Vegas,2021,Las Vegas,Baltimore,3,-3,33,27
26-Sep-21,vs Miami,REG,W,L,-3.5,O,45,Las Vegas,2021,Las Vegas,Miami,-3.5,3.5,31,28
10-Oct-21,vs Chicago,REG,L,L,-5.5,U,46,Las Vegas,2021,Las Vegas,Chicago,-5.5,5.5,9,20
24-Oct-21,vs Philadelphia,REG,W,W,-1,O,48,Las Vegas,2021,Las Vegas,Philadelphia,-1,1,33,22
14-Nov-21,vs Kansas City,REG,L,L,2.5,O,53.5,Las Vegas,2021,Las Vegas,Kansas City,2.5,-2.5,14,41
21-Nov-21,vs Cincinnati,REG,L,L,2,U,51,Las Vegas,2021,Las Vegas,Cincinnati,2,-2,13,32
5-Dec-21,vs Washington,REG,L,L,-1.5,U,47.5,Las Vegas,2021,Las Vegas,Washington,-1.5,1.5,15,17
26-Dec-21,vs Denver,REG,W,W,1,U,41.5,Las Vegas,2021,Las Vegas,Denver,1,-1,17,13
9-Jan-22,vs LA Chargers,REG,W,W,3,O,49.5,Las Vegas,2021,Las Vegas,LA Chargers,3,-3,35,32
4-Aug-22,vs Jacksonville,PRE,W,W,-2.5,O,30.5,Las Vegas,2022,Las Vegas,Jacksonville,-2.5,2.5,27,11
14-Aug-22,vs Minnesota,PRE,W,W,-5,O,38.5,Las Vegas,2022,Las Vegas,Minnesota,-5,5,26,20
26-Aug-22,vs New England,PRE,W,W,-2,U,36.5,Las Vegas,2022,Las Vegas,New England,-2,2,23,6
18-Sep-22,vs Arizona,REG,L,L,-5.5,P,52,Las Vegas,2022,Las Vegas,Arizona,-5.5,5.5,23,29
2-Oct-22,vs Denver,REG,W,W,-2.5,O,45.5,Las Vegas,2022,Las Vegas,Denver,-2.5,2.5,32,23
23-Oct-22,vs Houston,REG,W,W,-7,O,46,Las Vegas,2022,Las Vegas,Houston,-7,7,38,20
13-Nov-22,vs Indianapolis,REG,L,L,-4,O,41.5,Las Vegas,2022,Las Vegas,Indianapolis,-4,4,20,25
4-Dec-22,vs LA Chargers,REG,W,W,-2.5,U,49.5,Las Vegas,2022,Las Vegas,LA Chargers,-2.5,2.5,27,20
18-Dec-22,vs New England,REG,W,W,-2.5,O,45.5,Las Vegas,2022,Las Vegas,New England,-2.5,2.5,30,24
1-Jan-23,vs San Francisco,REG,L,W,10,O,41,Las Vegas,2022,Las Vegas,San Francisco,10,-10,34,37
7-Jan-23,vs Kansas City,REG,L,L,8.5,U,52,Las Vegas,2022,Las Vegas,Kansas City,8.5,-8.5,13,31
13-Aug-23,vs San Francisco,PRE,W,W,4,O,37,Las Vegas,2023,Las Vegas,San Francisco,4,-4,34,7
24-Sep-23,vs Pittsburgh,REG,L,L,-3,U,44,Las Vegas,2023,Las Vegas,Pittsburgh,-3,3,18,23
9-Oct-23,vs Green Bay,REG,W,W,-1.5,U,45,Las Vegas,2023,Las Vegas,Green Bay,-1.5,1.5,17,13
15-Oct-23,vs New England,REG,W,W,-3,U,41.5,Las Vegas,2023,Las Vegas,New England,-3,3,21,17
5-Nov-23,vs NY Giants,REG,W,W,-1.5,U,38.5,Las Vegas,2023,Las Vegas,NY Giants,-1.5,1.5,30,6
12-Nov-23,vs NY Jets,REG,W,W,1,U,35.5,Las Vegas,2023,Las Vegas,NY Jets,1,-1,16,12
26-Nov-23,vs Kansas City,REG,L,L,9,O,43,Las Vegas,2023,Las Vegas,Kansas City,9,-9,17,31
10-Dec-23,vs Minnesota,REG,L,P,3,U,40.5,Las Vegas,2023,Las Vegas,Minnesota,3,-3,0,3
14-Dec-23,vs LA Chargers,REG,W,W,-3,O,36,Las Vegas,2023,Las Vegas,LA Chargers,-3,3,63,21
7-Jan-24,vs Denver,REG,W,W,-3,O,37.5,Las Vegas,2023,Las Vegas,Denver,-3,3,27,14
20-Sep-20,vs Buffalo,REG,L,W,5.5,O,42.5,Miami,2020,Miami,Buffalo,5.5,-5.5,28,31
4-Oct-20,vs Seattle,REG,L,L,4.5,U,55,Miami,2020,Miami,Seattle,4.5,-4.5,23,31
18-Oct-20,vs NY Jets,REG,W,W,-8.5,U,46.5,Miami,2020,Miami,NY Jets,-8.5,8.5,24,0
1-Nov-20,vs LA Rams,REG,W,W,3.5,U,46.5,Miami,2020,Miami,LA Rams,3.5,-3.5,28,17
15-Nov-20,vs LA Chargers,REG,W,W,-1.5,O,48.5,Miami,2020,Miami,LA Chargers,-1.5,1.5,29,21
6-Dec-20,vs Cincinnati,REG,W,W,-10,U,43,Miami,2020,Miami,Cincinnati,-10,10,19,7
13-Dec-20,vs Kansas City,REG,L,W,7,O,51.5,Miami,2020,Miami,Kansas City,7,-7,27,33
20-Dec-20,vs New England,REG,W,W,1,U,40,Miami,2020,Miami,New England,1,-1,22,12
21-Aug-21,vs Atlanta,PRE,W,W,-6,O,35.5,Miami,2021,Miami,Atlanta,-6,6,37,17
19-Sep-21,vs Buffalo,REG,L,L,3.5,U,48,Miami,2021,Miami,Buffalo,3.5,-3.5,0,35
3-Oct-21,vs Indianapolis,REG,L,L,-2.5,O,42,Miami,2021,Miami,Indianapolis,-2.5,2.5,17,27
24-Oct-21,vs Atlanta,REG,L,L,1.5,O,47.5,Miami,2021,Miami,Atlanta,1.5,-1.5,28,30
7-Nov-21,vs Houston,REG,W,W,-4,U,45,Miami,2021,Miami,Houston,-4,4,17,9
11-Nov-21,vs Baltimore,REG,W,W,8.5,U,46.5,Miami,2021,Miami,Baltimore,8.5,-8.5,22,10
28-Nov-21,vs Carolina,REG,W,W,1.5,O,40.5,Miami,2021,Miami,Carolina,1.5,-1.5,33,10
5-Dec-21,vs NY Giants,REG,W,W,-7,U,40,Miami,2021,Miami,NY Giants,-7,7,20,9
19-Dec-21,vs NY Jets,REG,W,L,-10,O,42,Miami,2021,Miami,NY Jets,-10,10,31,24
9-Jan-22,vs New England,REG,W,W,6,O,41,Miami,2021,Miami,New England,6,-6,33,24
20-Aug-22,vs Las Vegas,PRE,L,L,-3.5,U,41,Miami,2022,Miami,Las Vegas,-3.5,3.5,13,15
27-Aug-22,vs Philadelphia,PRE,W,W,-4,O,37.5,Miami,2022,Miami,Philadelphia,-4,4,48,10
11-Sep-22,vs New England,REG,W,W,-3,U,46.5,Miami,2022,Miami,New England,-3,3,20,7
25-Sep-22,vs Buffalo,REG,W,W,4,U,54.5,Miami,2022,Miami,Buffalo,4,-4,21,19
16-Oct-22,vs Minnesota,REG,L,L,3,U,45,Miami,2022,Miami,Minnesota,3,-3,16,24
23-Oct-22,vs Pittsburgh,REG,W,L,-7,U,44.5,Miami,2022,Miami,Pittsburgh,-7,7,16,10
13-Nov-22,vs Cleveland,REG,W,W,-3.5,O,49.5,Miami,2022,Miami,Cleveland,-3.5,3.5,39,17
27-Nov-22,vs Houston,REG,W,W,-14,U,47.5,Miami,2022,Miami,Houston,-14,14,30,15
25-Dec-22,vs Green Bay,REG,L,L,-3.5,U,49.5,Miami,2022,Miami,Green Bay,-3.5,3.5,20,26
8-Jan-23,vs NY Jets,REG,W,W,-4,U,37,Miami,2022,Miami,NY Jets,-4,4,11,6
11-Aug-23,vs Atlanta,PRE,L,L,-2.5,U,37.5,Miami,2023,Miami,Atlanta,-2.5,2.5,3,19
24-Sep-23,vs Denver,REG,W,W,-6,O,47.5,Miami,2023,Miami,Denver,-6,6,70,20
8-Oct-23,vs NY Giants,REG,W,W,-12.5,U,48,Miami,2023,Miami,NY Giants,-12.5,12.5,31,16
15-Oct-23,vs Carolina,REG,W,W,-14,O,47.5,Miami,2023,Miami,Carolina,-14,14,42,21
29-Oct-23,vs New England,REG,W,W,-7.5,O,46.5,Miami,2023,Miami,New England,-7.5,7.5,31,17
19-Nov-23,vs Las Vegas,REG,W,L,-14,U,44.5,Miami,2023,Miami,Las Vegas,-14,14,20,13
11-Dec-23,vs Tennessee,REG,L,L,-13.5,O,44.5,Miami,2023,Miami,Tennessee,-13.5,13.5,27,28
17-Dec-23,vs NY Jets,REG,W,W,-7,U,36,Miami,2023,Miami,NY Jets,-7,7,30,0
24-Dec-23,vs Dallas,REG,W,W,-1.5,U,48.5,Miami,2023,Miami,Dallas,-1.5,1.5,22,20
7-Jan-24,vs Buffalo,REG,L,L,2.5,U,48,Miami,2023,Miami,Buffalo,2.5,-2.5,14,21
13-Sep-20,vs Green Bay,REG,L,L,-1.5,O,44.5,Minnesota,2020,Minnesota,Green Bay,-1.5,1.5,34,43
27-Sep-20,vs Tennessee,REG,L,W,3,O,49,Minnesota,2020,Minnesota,Tennessee,3,-3,30,31
18-Oct-20,vs Atlanta,REG,L,L,-3.5,O,53.5,Minnesota,2020,Minnesota,Atlanta,-3.5,3.5,23,40
8-Nov-20,vs Detroit,REG,W,W,-3,O,51.5,Minnesota,2020,Minnesota,Detroit,-3,3,34,20
22-Nov-20,vs Dallas,REG,L,L,-7,O,50,Minnesota,2020,Minnesota,Dallas,-7,7,28,31
29-Nov-20,vs Carolina,REG,W,L,-3,O,50,Minnesota,2020,Minnesota,Carolina,-3,3,28,27
6-Dec-20,vs Jacksonville,REG,W,L,-10,P,51,Minnesota,2020,Minnesota,Jacksonville,-10,10,27,24
20-Dec-20,vs Chicago,REG,L,L,-2.5,O,47,Minnesota,2020,Minnesota,Chicago,-2.5,2.5,27,33
14-Aug-21,vs Denver,PRE,L,L,2.5,O,34,Minnesota,2021,Minnesota,Denver,2.5,-2.5,6,33
21-Aug-21,vs Indianapolis,PRE,L,L,-2,U,37,Minnesota,2021,Minnesota,Indianapolis,-2,2,10,12
26-Sep-21,vs Seattle,REG,W,W,2,U,54,Minnesota,2021,Minnesota,Seattle,2,-2,30,17
3-Oct-21,vs Cleveland,REG,L,L,1,U,51.5,Minnesota,2021,Minnesota,Cleveland,1,-1,7,14
10-Oct-21,vs Detroit,REG,W,L,-10,U,49.5,Minnesota,2021,Minnesota,Detroit,-10,10,19,17
31-Oct-21,vs Dallas,REG,L,L,-4.5,U,49,Minnesota,2021,Minnesota,Dallas,-4.5,4.5,16,20
21-Nov-21,vs Green Bay,REG,W,W,1.5,O,47,Minnesota,2021,Minnesota,Green Bay,1.5,-1.5,34,31
9-Dec-21,vs Pittsburgh,REG,W,W,-3.5,O,45,Minnesota,2021,Minnesota,Pittsburgh,-3.5,3.5,36,28
26-Dec-21,vs LA Rams,REG,L,L,3,O,48.5,Minnesota,2021,Minnesota,LA Rams,3,-3,23,30
9-Jan-22,vs Chicago,REG,W,W,-3.5,O,45,Minnesota,2021,Minnesota,Chicago,-3.5,3.5,31,17
20-Aug-22,vs San Francisco,PRE,L,L,-3.5,U,38,Minnesota,2022,Minnesota,San Francisco,-3.5,3.5,7,17
11-Sep-22,vs Green Bay,REG,W,W,-2,U,46.5,Minnesota,2022,Minnesota,Green Bay,-2,2,23,7
25-Sep-22,vs Detroit,REG,W,L,-6.5,O,51.5,Minnesota,2022,Minnesota,Detroit,-6.5,6.5,28,24
9-Oct-22,vs Chicago,REG,W,L,-8.5,O,44,Minnesota,2022,Minnesota,Chicago,-8.5,8.5,29,22
30-Oct-22,vs Arizona,REG,W,W,-4,O,48.5,Minnesota,2022,Minnesota,Arizona,-4,4,34,26
20-Nov-22,vs Dallas,REG,L,L,2,U,48.5,Minnesota,2022,Minnesota,Dallas,2,-2,3,40
24-Nov-22,vs New England,REG,W,W,-2.5,O,42,Minnesota,2022,Minnesota,New England,-2.5,2.5,33,26
4-Dec-22,vs NY Jets,REG,W,W,-3,O,44,Minnesota,2022,Minnesota,NY Jets,-3,3,27,22
17-Dec-22,vs Indianapolis,REG,W,L,-3.5,O,47,Minnesota,2022,Minnesota,Indianapolis,-3.5,3.5,39,36
24-Dec-22,vs NY Giants,REG,W,L,-4.5,O,48,Minnesota,2022,Minnesota,NY Giants,-4.5,4.5,27,24
15-Jan-23,vs NY Giants,PST,L,L,-2.5,O,48,Minnesota,2022,Minnesota,NY Giants,-2.5,2.5,24,31
19-Aug-23,vs Tennessee,PRE,L,L,2.5,O,38.5,Minnesota,2023,Minnesota,Tennessee,2.5,-2.5,16,24
26-Aug-23,vs Arizona,PRE,L,W,2,U,38,Minnesota,2023,Minnesota,Arizona,2,-2,17,18
10-Sep-23,vs Tampa Bay,REG,L,L,-4,U,45,Minnesota,2023,Minnesota,Tampa Bay,-4,4,17,20
24-Sep-23,vs LA Chargers,REG,L,L,0,U,53.5,Minnesota,2023,Minnesota,LA Chargers,0,0,24,28
8-Oct-23,vs Kansas City,REG,L,L,3.5,U,52.5,Minnesota,2023,Minnesota,Kansas City,3.5,-3.5,20,27
23-Oct-23,vs San Francisco,REG,W,W,7,U,44,Minnesota,2023,Minnesota,San Francisco,7,-7,22,17
12-Nov-23,vs New Orleans,REG,W,W,3,O,40.5,Minnesota,2023,Minnesota,New Orleans,3,-3,27,19
27-Nov-23,vs Chicago,REG,L,L,-3,U,43.5,Minnesota,2023,Minnesota,Chicago,-3,3,10,12
24-Dec-23,vs Detroit,REG,L,L,2.5,O,48,Minnesota,2023,Minnesota,Detroit,2.5,-2.5,24,30
31-Dec-23,vs Green Bay,REG,L,L,0,O,42.5,Minnesota,2023,Minnesota,Green Bay,0,0,10,33
13-Sep-20,vs Miami,REG,W,W,-7,U,41.5,New England,2020,New England,Miami,-7,7,21,11
27-Sep-20,vs Las Vegas,REG,W,W,-7,O,47,New England,2020,New England,Las Vegas,-7,7,36,20
18-Oct-20,vs Denver,REG,L,L,-7,U,44,New England,2020,New England,Denver,-7,7,12,18
25-Oct-20,vs San Francisco,REG,L,L,-3,U,44.5,New England,2020,New England,San Francisco,-3,3,6,33
15-Nov-20,vs Baltimore,REG,W,W,7,U,44,New England,2020,New England,Baltimore,7,-7,23,17
29-Nov-20,vs Arizona,REG,W,W,1,U,50.5,New England,2020,New England,Arizona,1,-1,20,17
28-Dec-20,vs Buffalo,REG,L,L,7,P,47,New England,2020,New England,Buffalo,7,-7,9,38
3-Jan-21,vs NY Jets,REG,W,W,-3,O,41,New England,2020,New England,NY Jets,-3,3,28,14
12-Aug-21,vs Washington,PRE,W,W,-2,U,37,New England,2021,New England,Washington,-2,2,22,13
12-Sep-21,vs Miami,REG,L,L,-3.5,U,43,New England,2021,New England,Miami,-3.5,3.5,16,17
26-Sep-21,vs New Orleans,REG,L,L,-3,U,43.5,New England,2021,New England,New Orleans,-3,3,13,28
3-Oct-21,vs Tampa Bay,REG,L,W,6.5,U,49,New England,2021,New England,Tampa Bay,6.5,-6.5,17,19
17-Oct-21,vs Dallas,REG,L,L,3.5,O,50.5,New England,2021,New England,Dallas,3.5,-3.5,29,35
24-Oct-21,vs NY Jets,REG,W,W,-7,O,42.5,New England,2021,New England,NY Jets,-7,7,54,13
14-Nov-21,vs Cleveland,REG,W,W,-2.5,O,44.5,New England,2021,New England,Cleveland,-2.5,2.5,45,7
28-Nov-21,vs Tennessee,REG,W,W,-7,O,43,New England,2021,New England,Tennessee,-7,7,36,13
26-Dec-21,vs Buffalo,REG,L,L,-1,O,43.5,New England,2021,New England,Buffalo,-1,1,21,33
2-Jan-22,vs Jacksonville,REG,W,W,-17,O,41.5,New England,2021,New England,Jacksonville,-17,17,50,10
11-Aug-22,vs NY Giants,PRE,L,W,3,O,35,New England,2022,New England,NY Giants,3,-3,21,23
19-Aug-22,vs Carolina,PRE,W,W,-6.5,U,38,New England,2022,New England,Carolina,-6.5,6.5,20,10
25-Sep-22,vs Baltimore,REG,L,L,2.5,O,45,New England,2022,New England,Baltimore,2.5,-2.5,26,37
9-Oct-22,vs Detroit,REG,W,W,-3,U,47,New England,2022,New England,Detroit,-3,3,29,0
24-Oct-22,vs Chicago,REG,L,L,-8.5,O,40,New England,2022,New England,Chicago,-8.5,8.5,14,33
6-Nov-22,vs Indianapolis,REG,W,W,-5,U,40,New England,2022,New England,Indianapolis,-5,5,26,3
20-Nov-22,vs NY Jets,REG,W,W,-3.5,U,38,New England,2022,New England,NY Jets,-3.5,3.5,10,3
1-Dec-22,vs Buffalo,REG,L,L,4,U,44,New England,2022,New England,Buffalo,4,-4,10,24
24-Dec-22,vs Cincinnati,REG,L,L,3,U,41.5,New England,2022,New England,Cincinnati,3,-3,18,22
1-Jan-23,vs Miami,REG,W,L,-3,O,41.5,New England,2022,New England,Miami,-3,3,23,21
10-Aug-23,vs Houston,PRE,L,L,3,U,37,New England,2023,New England,Houston,3,-3,9,20
10-Sep-23,vs Philadelphia,REG,L,L,3.5,O,44,New England,2023,New England,Philadelphia,3.5,-3.5,20,25
17-Sep-23,vs Miami,REG,L,L,2,U,46,New England,2023,New England,Miami,2,-2,17,24
8-Oct-23,vs New Orleans,REG,L,L,-2,U,38.5,New England,2023,New England,New Orleans,-2,2,0,34
22-Oct-23,vs Buffalo,REG,W,W,7.5,O,41,New England,2023,New England,Buffalo,7.5,-7.5,29,25
5-Nov-23,vs Washington,REG,L,L,-3,U,40.5,New England,2023,New England,Washington,-3,3,17,20
12-Nov-23,vs Indianapolis,REG,L,L,1.5,U,42.5,New England,2023,New England,Indianapolis,1.5,-1.5,6,10
3-Dec-23,vs LA Chargers,REG,L,L,4.5,U,38.5,New England,2023,New England,LA Chargers,4.5,-4.5,0,6
17-Dec-23,vs Kansas City,REG,L,P,10,O,39.5,New England,2023,New England,Kansas City,10,-10,17,27
7-Jan-24,vs NY Jets,REG,L,L,-2.5,U,28.5,New England,2023,New England,NY Jets,-2.5,2.5,3,17
13-Sep-20,vs Tampa Bay,REG,W,W,-4,O,48,New Orleans,2020,New Orleans,Tampa Bay,-4,4,34,23
27-Sep-20,vs Green Bay,REG,L,L,-3,O,52,New Orleans,2020,New Orleans,Green Bay,-3,3,30,37
12-Oct-20,vs LA Chargers,REG,W,L,-7,O,49,New Orleans,2020,New Orleans,LA Chargers,-7,7,30,27
25-Oct-20,vs Carolina,REG,W,L,-7,O,49.5,New Orleans,2020,New Orleans,Carolina,-7,7,27,24
15-Nov-20,vs San Francisco,REG,W,W,-9.5,U,49.5,New Orleans,2020,New Orleans,San Francisco,-9.5,9.5,27,13
22-Nov-20,vs Atlanta,REG,W,W,-3.5,U,49.5,New Orleans,2020,New Orleans,Atlanta,-3.5,3.5,24,9
20-Dec-20,vs Kansas City,REG,L,P,3,O,53.5,New Orleans,2020,New Orleans,Kansas City,3,-3,29,32
25-Dec-20,vs Minnesota,REG,W,W,-6.5,O,49.5,New Orleans,2020,New Orleans,Minnesota,-6.5,6.5,52,33
10-Jan-21,vs Chicago,PST,W,W,-11,U,48,New Orleans,2020,New Orleans,Chicago,-11,11,21,9
17-Jan-21,vs Tampa Bay,PST,L,L,-2.5,U,53,New Orleans,2020,New Orleans,Tampa Bay,-2.5,2.5,20,30
23-Aug-21,vs Jacksonville,PRE,W,L,-4,O,40,New Orleans,2021,New Orleans,Jacksonville,-4,4,23,21
12-Sep-21,vs Green Bay,REG,W,W,3.5,U,49,New Orleans,2021,New Orleans,Green Bay,3.5,-3.5,38,3
3-Oct-21,vs NY Giants,REG,L,L,-7,O,42.5,New Orleans,2021,New Orleans,NY Giants,-7,7,21,27
31-Oct-21,vs Tampa Bay,REG,W,W,4,O,48.5,New Orleans,2021,New Orleans,Tampa Bay,4,-4,36,27
7-Nov-21,vs Atlanta,REG,L,L,-6.5,O,43,New Orleans,2021,New Orleans,Atlanta,-6.5,6.5,25,27
25-Nov-21,vs Buffalo,REG,L,L,7,U,45,New Orleans,2021,New Orleans,Buffalo,7,-7,6,31
2-Dec-21,vs Dallas,REG,L,L,6.5,U,45.5,New Orleans,2021,New Orleans,Dallas,6.5,-6.5,17,27
27-Dec-21,vs Miami,REG,L,L,3,U,37.5,New Orleans,2021,New Orleans,Miami,3,-3,3,20
2-Jan-22,vs Carolina,REG,W,W,-7,U,37,New Orleans,2021,New Orleans,Carolina,-7,7,18,10
26-Aug-22,vs LA Chargers,PRE,W,W,-4.5,P,37,New Orleans,2022,New Orleans,LA Chargers,-4.5,4.5,27,10
18-Sep-22,vs Tampa Bay,REG,L,L,2.5,U,43.5,New Orleans,2022,New Orleans,Tampa Bay,2.5,-2.5,10,20
2-Oct-22,vs Minnesota,REG,L,W,4,O,42,New Orleans,2022,New Orleans,Minnesota,4,-4,25,28
9-Oct-22,vs Seattle,REG,W,W,-5.5,O,45,New Orleans,2022,New Orleans,Seattle,-5.5,5.5,39,32
16-Oct-22,vs Cincinnati,REG,L,L,3,O,43,New Orleans,2022,New Orleans,Cincinnati,3,-3,26,30
30-Oct-22,vs Las Vegas,REG,W,W,1,U,48.5,New Orleans,2022,New Orleans,Las Vegas,1,-1,24,0
7-Nov-22,vs Baltimore,REG,L,L,1.5,U,46,New Orleans,2022,New Orleans,Baltimore,1.5,-1.5,13,27
20-Nov-22,vs LA Rams,REG,W,W,-2.5,O,39,New Orleans,2022,New Orleans,LA Rams,-2.5,2.5,27,20
18-Dec-22,vs Atlanta,REG,W,L,-5,U,43.5,New Orleans,2022,New Orleans,Atlanta,-5,5,21,18
8-Jan-23,vs Carolina,REG,L,L,-3.5,U,41.5,New Orleans,2022,New Orleans,Carolina,-3.5,3.5,7,10
13-Aug-23,vs Kansas City,PRE,W,W,-1.5,O,38.5,New Orleans,2023,New Orleans,Kansas City,-1.5,1.5,26,24
27-Aug-23,vs Houston,PRE,L,L,-1,U,37.5,New Orleans,2023,New Orleans,Houston,-1,1,13,17
10-Sep-23,vs Tennessee,REG,W,L,-3,U,41.5,New Orleans,2023,New Orleans,Tennessee,-3,3,16,15
1-Oct-23,vs Tampa Bay,REG,L,L,-4.5,U,41,New Orleans,2023,New Orleans,Tampa Bay,-4.5,4.5,9,26
19-Oct-23,vs Jacksonville,REG,L,L,-2.5,O,41,New Orleans,2023,New Orleans,Jacksonville,-2.5,2.5,24,31
5-Nov-23,vs Chicago,REG,W,L,-9,U,42,New Orleans,2023,New Orleans,Chicago,-9,9,24,17
3-Dec-23,vs Detroit,REG,L,L,4,O,48,New Orleans,2023,New Orleans,Detroit,4,-4,28,33
10-Dec-23,vs Carolina,REG,W,W,-5.5,U,39,New Orleans,2023,New Orleans,Carolina,-5.5,5.5,28,6
17-Dec-23,vs NY Giants,REG,W,W,-6,U,39.5,New Orleans,2023,New Orleans,NY Giants,-6,6,24,6
7-Jan-24,vs Atlanta,REG,W,W,-3,O,41.5,New Orleans,2023,New Orleans,Atlanta,-3,3,48,17
14-Sep-20,vs Pittsburgh,REG,L,L,6,U,44,NY Giants,2020,NY Giants,Pittsburgh,6,-6,16,26
27-Sep-20,vs San Francisco,REG,L,L,3,O,43.5,NY Giants,2020,NY Giants,San Francisco,3,-3,9,36
18-Oct-20,vs Washington,REG,W,L,-1.5,U,42,NY Giants,2020,NY Giants,Washington,-1.5,1.5,20,19
2-Nov-20,vs Tampa Bay,REG,L,W,13,O,47,NY Giants,2020,NY Giants,Tampa Bay,13,-13,23,25
15-Nov-20,vs Philadelphia,REG,W,W,4.5,U,46,NY Giants,2020,NY Giants,Philadelphia,4.5,-4.5,27,17
13-Dec-20,vs Arizona,REG,L,L,3,U,47.5,NY Giants,2020,NY Giants,Arizona,3,-3,7,26
20-Dec-20,vs Cleveland,REG,L,L,6.5,U,44.5,NY Giants,2020,NY Giants,Cleveland,6.5,-6.5,6,20
3-Jan-21,vs Dallas,REG,W,W,1.5,U,43.5,NY Giants,2020,NY Giants,Dallas,1.5,-1.5,23,19
14-Aug-21,vs NY Jets,PRE,L,L,2.5,U,33.5,NY Giants,2021,NY Giants,NY Jets,2.5,-2.5,7,12
29-Aug-21,vs New England,PRE,L,W,3.5,O,36,NY Giants,2021,NY Giants,New England,3.5,-3.5,20,22
12-Sep-21,vs Denver,REG,L,L,3,U,41.5,NY Giants,2021,NY Giants,Denver,3,-3,13,27
26-Sep-21,vs Atlanta,REG,L,L,-2.5,U,47.5,NY Giants,2021,NY Giants,Atlanta,-2.5,2.5,14,17
17-Oct-21,vs LA Rams,REG,L,L,7.5,P,49,NY Giants,2021,NY Giants,LA Rams,7.5,-7.5,11,38
24-Oct-21,vs Carolina,REG,W,W,3,U,43,NY Giants,2021,NY Giants,Carolina,3,-3,25,3
7-Nov-21,vs Las Vegas,REG,W,W,3,U,47,NY Giants,2021,NY Giants,Las Vegas,3,-3,23,16
28-Nov-21,vs Philadelphia,REG,W,W,4,U,45.5,NY Giants,2021,NY Giants,Philadelphia,4,-4,13,7
19-Dec-21,vs Dallas,REG,L,L,12,U,43.5,NY Giants,2021,NY Giants,Dallas,12,-12,6,21
9-Jan-22,vs Washington,REG,L,L,6,U,36,NY Giants,2021,NY Giants,Washington,6,-6,7,22
