Player,REB,AST,STL,BLK,TOV,PF,PTS,Salary
Jahlil Okafor,4.7,0.7,0.3,0.7,0.9,1.6,8.2,1567007
Jake Layman,3.1,0.7,0.4,0.4,0.6,1.6,7.6,1544951
Jake Layman,2.5,0.7,0.7,0.4,1,2,9.1,3581986
Jake Layman,1.5,0.6,0.6,0.4,0.6,1,5.1,3761085
Jakob Poeltl,5.3,1.2,0.4,0.9,0.6,1.6,5.5,2947320
Jakob Poeltl,5.7,1.8,0.6,1.4,0.8,1.9,5.6,3754886
Jakob Poeltl,7.9,1.9,0.7,1.8,1.2,2.5,8.6,8101852
Jakob Poeltl,9.3,2.8,0.7,1.7,1.6,3.1,13.5,8750000
Jakob Poeltl,9.1,2.7,0.9,1.2,1.7,2.7,12.5,9398148
Jalen Brunson,2.3,3.2,0.5,0.1,1.2,1.7,9.3,1230000
Jalen Brunson,2.4,3.3,0.4,0.1,1.2,1.3,8.2,1416852
Jalen Brunson,3.4,3.5,0.5,0,1.2,1.6,12.6,1663861
Jalen Brunson,3.9,4.8,0.8,0,1.6,1.9,16.3,1802057
Jalen Brunson,3.5,6.2,0.9,0.2,2.1,2.2,24,27733332
Jalen Duren,8.9,1.1,0.7,0.9,1.4,2.7,9.1,4124280
Jalen Green,3.4,2.6,0.7,0.3,2,1.5,17.3,8992200
Jalen Green,3.7,3.7,0.8,0.2,2.6,1.7,22.1,9441840
Jalen Johnson,4,1.2,0.5,0.5,0.6,1.6,5.6,2792640
Jalen McDaniels,3.6,1.1,0.6,0.4,1,2,7.4,1517981
Jalen McDaniels,3.1,1.1,0.5,0.4,0.7,1.7,6.2,1782621
Jalen McDaniels,4.3,1.6,1,0.4,1.2,2.6,9.4,1930681
Jalen Smith,6,0.5,0.3,0.8,0.8,1.9,9.2,4458000
Jalen Smith,5.8,1,0.3,0.9,1.1,2.3,9.4,4670160
Jalen Suggs,3.6,4.4,1.2,0.4,3,3,11.8,6592920
Jalen Suggs,3,2.9,1.3,0.5,1.8,2.3,9.9,6922320
Jalen Williams,4.5,3.3,1.4,0.5,1.6,2.5,14.1,4341480
Jamal Crawford,1.3,3.6,0.5,0.2,1.5,1.2,7.9,4698113
Jamal Murray,4.2,4.8,0.9,0.4,2.1,2,18.2,3499800
Jamal Murray,4,4.8,1.1,0.3,2.2,1.7,18.5,4444746
Jamal Murray,4,4.8,1.3,0.3,2.3,2,21.2,27285000
Jamal Murray,4,6.2,1,0.2,2.2,1.6,20,31650600
James Bouknight,2.1,1.2,0.4,0.1,0.9,1.4,5.6,4362240
James Ennis III,3.1,0.7,0.7,0.4,0.6,2.6,6.7,1621415
James Ennis III,3.6,0.9,0.5,0.3,0.8,2,6.6,1882867
James Ennis III,4,1.5,0.8,0.2,0.9,2,8.4,3300000
James Harden,6.6,7.5,2,0.7,5,3.1,36.1,30421854
James Harden,6.6,7.5,1.8,0.9,4.5,3.3,34.3,38199000
James Harden,7.9,10.8,1.2,0.8,4,2.3,24.6,41254920
James Harden,7.7,10.3,1.3,0.6,4.4,2.4,22,44310840
James Harden,6.1,10.7,1.2,0.5,3.4,1.9,21,33000000
James Johnson,3.2,2.5,0.6,0.5,1.3,2.1,7.8,14651700
James Johnson,3.7,2.3,0.8,1,1.5,2.5,8.4,15349400
James Johnson,3.5,1.9,0.8,0.8,1.1,2.4,7.2,16047100
James Johnson,3.5,2.1,0.5,0.5,0.8,2.6,5.5,2641691
James Wiseman,5.8,0.7,0.3,0.9,1.5,3.1,11.5,8730240
James Wiseman,5.9,0.7,0.2,0.6,1.1,2.4,10,9603360
JaMychal Green,6.3,0.8,0.7,0.5,1.3,3,9.4,7666667
JaMychal Green,6.2,0.8,0.5,0.4,0.9,2.8,6.8,4767000
JaMychal Green,4.8,0.9,0.4,0.4,0.9,2.5,8.1,7199760
JaMychal Green,4.2,0.9,0.6,0.4,0.9,2.4,6.4,8200000
JaMychal Green,3.6,0.9,0.4,0.4,0.9,1.8,6.4,7407493
Jared Dudley,2.6,1.4,0.6,0.3,0.7,2.2,4.9,9530000
Jaren Jackson Jr.,4.7,1.1,0.9,1.4,1.7,3.8,13.8,5915040
Jaren Jackson Jr.,4.6,1.4,0.7,1.6,1.7,4.1,17.4,6927480
Jaren Jackson Jr.,5.8,1.1,0.9,2.3,1.7,3.5,16.3,9180560
Jaren Jackson Jr.,6.8,1,1,3,1.7,3.6,18.6,28946605
Jarred Vanderbilt,5.8,1.2,1,0.7,0.8,1.9,5.4,1663861
Jarred Vanderbilt,8.4,1.3,1.3,0.6,1,2.4,6.9,4000000
Jarred Vanderbilt,7.5,2.4,1.1,0.3,1.2,2.4,7.9,4374000
Jarrett Allen,8.4,1.4,0.5,1.5,1.3,2.3,10.9,2034120
Jarrett Allen,9.6,1.6,0.6,1.3,1.1,2.3,11.1,2376840
Jarrett Allen,10,1.7,0.5,1.4,1.6,1.5,12.8,3909902
Jarrett Allen,10.8,1.6,0.8,1.3,1.7,1.7,16.1,20000000
Jarrett Allen,9.8,1.7,0.8,1.2,1.4,2.3,14.3,20000000
Jarrett Culver,3.4,1.7,0.9,0.6,1.3,2,9.2,5813640
JaVale McGee,7.5,0.7,0.6,2,1.4,2.8,12,2393887
JaVale McGee,5.7,0.5,0.5,1.4,0.8,2.3,6.6,4000000
JaVale McGee,5.2,0.8,0.4,1.2,1.3,2.6,7.3,4200000
JaVale McGee,6.7,0.6,0.3,1.1,1.3,2.4,9.2,5000000
Javonte Green,4.2,0.9,1,0.5,0.5,2,7.2,1669178
Jaxson Hayes,4,0.9,0.4,0.9,0.8,2.5,7.4,4862040
Jaxson Hayes,4.3,0.6,0.4,0.6,0.7,1.7,7.5,5105160
Jaxson Hayes,4.5,0.6,0.5,0.8,0.8,2.2,9.3,5348280
Jaxson Hayes,2.8,0.7,0.4,0.4,0.7,1.4,5,6803012
Jaylen Brown,4.2,1.4,0.9,0.4,1.3,2.5,13,5169960
Jaylen Brown,6.4,2.1,1.1,0.4,2.2,2.9,20.3,6534829
Jaylen Brown,6,3.4,1.2,0.6,2.7,2.9,24.7,23437500
Jaylen Brown,6.1,3.5,1.1,0.3,2.7,2.5,23.6,24830357
Jaylen Brown,6.9,3.5,1.1,0.4,2.9,2.6,26.6,28741071
Jaylen Nowell,2.3,1.5,0.5,0.3,0.7,1.7,9,1517981
Jaylen Nowell,2,2.1,0.4,0.2,0.6,1.2,8.5,1782621
Jaylen Nowell,2.6,2,0.6,0.1,1,1.6,10.8,1930681
Jaylin Williams,4.9,1.6,0.6,0.2,0.8,2.3,5.9,2000000
Jayson Tatum,6,2.1,1.1,0.7,1.5,2.1,15.7,6700800
Jayson Tatum,7,3,1.4,0.9,2.3,2.1,23.4,7830000
Jayson Tatum,7.4,4.3,1.2,0.5,2.7,1.9,26.4,9897120
Jayson Tatum,8,4.4,1,0.6,2.9,2.3,26.9,28103550
Jayson Tatum,8.8,4.6,1.1,0.7,2.9,2.2,30.1,30351780
Jeff Green,4,1.8,0.6,0.5,1.3,2.1,12.3,2393887
Jeff Green,2.8,1,0.5,0.4,0.9,1.9,9.4,3405180
Jeff Green,3.9,1.6,0.5,0.4,0.8,1.8,11,2564753
Jeff Green,3.1,1.3,0.4,0.4,0.9,2,10.3,4500000
Jeff Green,2.6,1.2,0.3,0.3,0.8,1.8,7.8,4500000
Jeff Teague,2.5,8.2,1,0.4,2.3,2.1,12.1,19000000
Jeff Teague,2.4,5.2,0.7,0.3,2,1.8,10.9,19000000
Jeff Teague,1.6,2.4,0.6,0.2,1.2,1,6.7,2131153
Jerami Grant,5.2,1,0.8,1.3,0.8,2.7,13.6,8653847
Jerami Grant,3.5,1.2,0.7,0.8,0.9,2.2,12,9346153
Jerami Grant,4.6,2.8,0.6,1.1,2,2.3,22.3,19050000
Jerami Grant,4.1,2.4,0.9,1,1.8,2.3,19.2,20002500
Jerami Grant,4.5,2.4,0.8,0.8,1.8,2.4,20.5,20955000
Jeremiah Robinson-Earl,5.6,1,0.6,0.3,0.8,1.5,7.5,2000000
Jeremiah Robinson-Earl,4.2,1,0.6,0.3,0.4,1.7,6.8,2000000
Jeremy Lamb,5.5,2.2,1.1,0.4,1,1.8,15.3,7488372
Jeremy Lamb,4.3,2.1,1.2,0.5,1.1,2.3,12.5,10500000
Jeremy Lamb,3.6,1.5,0.9,0.6,0.6,2,10.1,10500000
Jeremy Lamb,2.8,1.4,0.6,0.4,0.7,1.1,7.3,10500000
Jeremy Lin,2.4,3.1,0.6,0.2,1.7,1.9,9.6,13768063
Jeremy Sochan,5.3,2.5,0.8,0.4,1.7,2.5,11,5063520
Jerian Grant,1.6,2.6,0.7,0.1,0.9,1.3,4.2,2639314
Jericho Sims,4.7,0.5,0.3,0.5,0.5,1.8,3.4,1639842
Jerome Robinson,2,1.4,0.4,0.3,0.8,1.8,5.1,3567720
Jerryd Bayless,1.8,3.5,0.5,0.1,0.9,1.6,6.1,8575916
Jevon Carter,1.7,1.8,0.7,0.3,0.8,1.4,4.4,838464
Jevon Carter,2,1.4,0.8,0.3,0.6,1.5,4.9,1416852
Jevon Carter,1.5,1.2,0.5,0.2,0.3,0.9,4.1,3925000
Jevon Carter,1.7,1.5,0.4,0.2,0.5,1,4.2,4107149
Jevon Carter,2.5,2.4,0.8,0.4,1,2,8,6025000
Jimmy Butler,5.3,4,1.9,0.6,1.5,1.7,18.7,20445779
Jimmy Butler,6.7,6,1.8,0.6,2.2,1.4,19.9,32742000
Jimmy Butler,6.9,7.1,2.1,0.3,2.1,1.4,21.5,34379100
Jimmy Butler,5.9,5.5,1.6,0.5,2.1,1.5,21.4,36016200
Jimmy Butler,5.9,5.3,1.8,0.3,1.6,1.3,22.9,37653300
Joakim Noah,5.7,2.1,0.5,0.7,1.2,2.3,7.1,20261173
Jock Landale,2.6,0.8,0.2,0.3,0.6,1,4.9,925258
Jock Landale,4.1,1,0.2,0.4,0.9,1.8,6.6,1563518
Joe Harris,3.8,2.4,0.5,0.2,1.6,2.4,13.7,8333333
Joe Harris,4.3,2.1,0.6,0.2,1.5,2.3,14.5,7666667
Joe Harris,3.6,1.9,0.7,0.2,0.9,2,14.1,16071429
Joe Harris,2.2,1.4,0.5,0.2,0.6,1.9,7.6,18642857
Joe Ingles,4,5.7,1.2,0.2,2.4,2.2,12.1,13045455
Joe Ingles,3.9,5.2,0.9,0.2,2,2.1,9.8,11207387
Joe Ingles,3.6,4.7,0.7,0.2,1.7,1.8,12.1,10863637
Joe Ingles,2.9,3.5,0.5,0.1,1,1.8,7.2,12436364
Joe Ingles,2.8,3.3,0.7,0.1,1.2,1.6,6.9,6479000
Joel Embiid,13.6,3.7,0.7,1.9,3.5,3.3,27.5,25467250
Joel Embiid,11.6,3,0.9,1.3,3.1,3.4,23,27504630
Joel Embiid,10.6,2.8,1,1.4,3.1,2.4,28.5,29542010
Joel Embiid,11.7,4.2,1.1,1.5,3.1,2.7,30.6,31579390
Joel Embiid,10.2,4.2,1,1.7,3.4,3.1,33.1,33616770
John Collins,9.8,2,0.4,0.6,2,3.3,19.5,2299080
John Collins,10.1,1.5,0.8,1.6,1.8,3.4,21.6,2686560
John Collins,7.4,1.2,0.5,1,1.3,3.1,17.6,4137302
John Collins,7.8,1.8,0.6,1,1.1,3,16.2,23000000
John Collins,6.5,1.2,0.6,1,1.1,3.1,13.1,23500000
John Henson,4.1,1.4,0.6,1.1,0.9,2,5.5,9732396
John Konchar,3,1.1,0.7,0.2,0.4,0.9,4.3,2100000
John Konchar,4.6,1.5,0.6,0.3,0.4,1.3,4.8,2200000
John Konchar,4.3,1.4,1.1,0.3,0.5,1.6,5.1,2300000
John Wall,3.6,8.7,1.5,0.9,3.8,2.2,20.7,19169800
John Wall,3.2,6.9,1.1,0.8,3.5,1.2,20.6,41254920
John Wall,2.7,5.2,0.8,0.4,2.4,1.7,11.4,47345760
Jonah Bolden,3.8,0.9,0.4,0.9,0.8,2.3,4.7,1690000
Jonas Jerebko,3.9,1.3,0.4,0.2,0.6,1.9,6.3,2165481
Jonas Valančiūnas,8.6,1.4,0.4,1.1,1.8,3,15.6,16539326
Jonas Valančiūnas,11.3,1.9,0.4,1.1,1.8,2.6,14.9,16000000
Jonas Valančiūnas,12.5,1.8,0.6,0.9,1.6,2.9,17.1,15000000
Jonas Valančiūnas,11.4,2.6,0.6,0.8,2.4,3.3,17.8,14000000
Jonas Valančiūnas,10.2,1.8,0.3,0.7,2,3.1,14.1,14700000
Jonathan Isaac,5.5,1.1,0.8,1.3,1,1.9,9.6,4969080
Jonathan Isaac,6.8,1.4,1.6,2.3,1.4,2.4,11.9,5806440
Jonathan Kuminga,3.3,0.9,0.4,0.3,1.1,2.1,9.3,5466360
Jonathan Kuminga,3.4,1.9,0.6,0.5,1.4,2.3,9.9,5739840
Jonathon Simmons,2.3,2.3,0.5,0.3,1.2,1.6,6.5,6000000
Jordan Bell,2.7,1.1,0.3,0.8,0.6,1.2,3.3,1378242
Jordan Clarkson,3.3,2.4,0.7,0.2,1.7,1.4,16.8,12500000
Jordan Clarkson,2.6,1.9,0.6,0.2,1.4,1.5,15.2,13437500
Jordan Clarkson,4,2.5,0.9,0.1,1.7,1.6,18.4,11500000
Jordan Clarkson,3.5,2.5,0.8,0.2,1.6,1.9,16,12420000
Jordan Clarkson,4,4.4,0.5,0.2,3,2,20.8,13340000
Jordan McLaughlin,1.5,2.9,0.9,0.2,0.6,0.9,3.8,2000000
Jordan McLaughlin,1.4,3.4,0.7,0.1,0.8,0.7,3.7,2160000
Jordan McRae,3.4,2.5,0.6,0.4,1.2,2,11.5,1645357
Jordan Nwora,3.6,1,0.4,0.3,0.9,1.3,7.9,1517981
Jordan Nwora,3.7,1.4,0.4,0.2,1.1,1.2,8.7,2800000
Jordan Poole,2.1,2.4,0.6,0.2,1.3,1.6,8.8,1964760
Jordan Poole,1.8,1.9,0.5,0.2,1,1.7,12,2063280
Jordan Poole,3.4,4,0.8,0.3,2.5,2.7,18.5,2161440
Jordan Poole,2.7,4.5,0.8,0.3,3.1,2.6,20.4,3901399
Jose Alvarado,1.9,2.8,1.3,0.1,0.7,1.4,6.1,1500000
Jose Alvarado,2.3,3,1.1,0.2,1.3,2,9,1563518
José Calderón,1.2,2.3,0.3,0.1,0.7,1.3,2.3,2393887
Josh Christopher,2.5,2,0.9,0.2,1.5,1.3,7.9,2259240
Josh Christopher,1.1,1.1,0.5,0.2,0.9,0.9,5.8,2372160
Josh Giddey,7.8,6.4,0.9,0.4,3.2,1.6,12.5,5988000
Josh Giddey,7.9,6.2,0.8,0.4,2.8,1.9,16.6,6287400
Josh Green,2.4,1.2,0.7,0.2,0.7,1.7,4.8,2957520
Josh Green,3,1.7,0.7,0.1,1.2,2.6,9.1,3098400
Josh Hart,3.7,1.4,1,0.6,0.9,2.2,7.8,1655160
Josh Hart,6.5,1.7,1,0.4,1.2,2.5,10.1,1934160
Josh Hart,8,2.3,0.8,0.3,1,2.4,9.2,3491159
Josh Hart,7.2,4.1,1.1,0.2,2.1,2.8,14.9,12000000
Josh Hart,7.8,3.8,1.2,0.3,1.5,2.6,9.8,12960000
Josh Jackson,4.4,2.3,0.9,0.7,2.2,2.6,11.5,6041520
Josh Jackson,4.1,2.3,0.9,0.8,2.3,2.9,13.4,4767000
Josh Jackson,2.8,1.1,0.5,0.4,0.9,1.7,6.4,5005350
Josh Okogie,2.9,1.2,1.2,0.4,0.9,2.2,7.7,2160720
Josh Okogie,4.3,1.6,1.1,0.4,1.4,2.2,8.6,2530680
Josh Okogie,2.6,1.1,0.9,0.5,0.7,2.1,5.4,2651040
Josh Okogie,1.4,0.5,0.5,0.2,0.5,1.1,2.7,4087904
Josh Okogie,3.5,1.5,0.8,0.5,0.9,1.6,7.3,1836090
Josh Richardson,3.6,4.1,1.1,0.5,1.5,2.7,16.6,9367200
Josh Richardson,3.2,2.9,0.9,0.7,1.9,2.5,13.7,10116576
Josh Richardson,3.3,2.6,1,0.4,1.3,2.2,12.1,10865952
Josh Richardson,2.8,1.8,0.9,0.4,1,1.8,10.2,11615328
Josh Richardson,2.7,2.7,1.1,0.3,1.3,1.8,10.1,12196094
Joshua Primo,2.3,1.6,0.4,0.5,1.1,1.6,5.8,3946800
Jrue Holiday,5,7.7,1.6,0.8,3.1,2.2,21.2,25976111
Jrue Holiday,4.8,6.7,1.6,0.8,3,2.4,19.1,26131111
Jrue Holiday,4.5,6.1,1.6,0.6,2.2,1.7,17.7,25876111
Jrue Holiday,4.5,6.8,1.6,0.4,2.7,2,18.3,30133333
Jrue Holiday,5.1,7.4,1.2,0.4,2.9,1.7,19.3,33665040
JT Thor,2.2,0.5,0.3,0.3,0.6,1,3.8,1563518
Juan Toscano-Anderson,2.4,1.7,0.7,0.2,0.9,1.6,4.1,1701593
Juan Toscano-Anderson,2.4,1.3,0.3,0.2,0.7,1.5,3,1836090
Juancho Hernangómez,2.9,0.6,0.4,0.1,0.4,1,2.9,1836090
Juancho Hernangómez,3.8,0.8,0.4,0.3,0.5,1.3,5.8,2166360
Juancho Hernangómez,4.1,0.8,0.4,0.2,0.7,1.3,6,3321030
Juancho Hernangómez,3.9,0.7,0.4,0.1,0.5,1,7.2,5718000
Julius Randle,8.7,3.1,0.7,0.6,2.8,3.4,21.4,8641000
Julius Randle,9.7,3.1,0.8,0.3,3,2.8,19.5,18000000
Julius Randle,10.2,6,0.9,0.3,3.4,3.2,24.1,18900000
Julius Randle,9.9,5.1,0.7,0.5,3.4,2.8,20.1,19800000
Julius Randle,10,4.1,0.6,0.3,2.8,3,25.1,23760000
Justin Holiday,3.9,1.8,1.5,0.4,1.3,2,10.5,4384616
Justin Holiday,3.3,1.3,1.2,0.6,0.6,1.9,8.3,4767000
Justin Holiday,3.6,1.7,1,0.6,0.8,1.9,10.5,5720400
Justin Holiday,2.6,1.7,0.8,0.4,0.9,2.1,10.1,6006420
Justin Holiday,1.2,0.9,0.4,0.4,0.5,1.5,4.5,6862261
Justin Jackson,2.6,1.2,0.4,0.2,0.4,1.2,7.2,2807880
Justin Jackson,2.4,0.8,0.2,0.2,0.2,1.1,5.5,3280920
Justin Jackson,2.3,1.5,0.4,0.1,0.9,0.9,7.2,5029650
Justise Winslow,5.4,4.3,1.1,0.3,2.2,2.7,12.6,3448926
Justise Winslow,4.5,1.9,0.6,0.5,1.4,1.8,6.8,13000000
Justise Winslow,4.2,1.8,0.7,0.5,1,1.4,5.7,3902439
Justise Winslow,5,3.4,1,0.4,1.5,3.1,6.8,4097561
Jusuf Nurkić,10.4,3.2,1,1.4,2.3,3.5,15.6,11111111
Jusuf Nurkić,9,3.4,1,1.1,2,2.8,11.5,12888889
Jusuf Nurkić,11.1,2.8,1.1,0.6,2.6,3.4,15,12000000
Jusuf Nurkić,9.1,2.9,0.8,0.8,2.3,3.6,13.3,15625000
Kai Jones,2.7,0.3,0.4,0.7,0.7,1.4,3.4,2909040
Karl-Anthony Towns,12.4,3.4,0.9,1.6,3.1,3.8,24.4,7839435
Karl-Anthony Towns,10.8,4.4,0.9,1.2,3.1,3.3,26.5,27285000
Karl-Anthony Towns,10.6,4.5,0.8,1.1,3.2,3.7,24.8,29467800
Karl-Anthony Towns,9.8,3.6,1,1.1,3.1,3.6,24.6,31650600
Karl-Anthony Towns,8.1,4.8,0.7,0.6,3,3.8,20.8,33833400
Kawhi Leonard,7.3,3.3,1.8,0.4,2,1.5,26.6,23114067
Kawhi Leonard,7.1,4.9,1.8,0.6,2.6,2,27.1,32742000
Kawhi Leonard,6.5,5.2,1.6,0.4,2,1.6,24.8,34379100
Kawhi Leonard,6.5,3.9,1.4,0.5,1.7,1.6,23.8,42492492
Keegan Murray,4.6,1.2,0.8,0.5,0.8,2,12.2,8008440
Keita Bates-Diop,2.8,0.6,0.6,0.5,0.5,1,5,838464
Keita Bates-Diop,2.9,0.7,0.4,0.5,0.4,1,6.5,1416852
Keita Bates-Diop,3.9,0.7,0.5,0.2,0.8,1,5.7,1729217
Keita Bates-Diop,3.7,1.5,0.7,0.3,0.8,0.9,9.7,1878720
Keldon Johnson,6,1.8,0.6,0.3,1.1,2.1,12.8,2048040
Keldon Johnson,6.1,2.1,0.8,0.2,1.2,2,17,2145720
Keldon Johnson,5,2.9,0.7,0.2,2.1,2,22,3873025
Kelly Olynyk,4.7,1.8,0.7,0.5,1.4,2.3,10,12137527
Kelly Olynyk,4.6,1.7,0.7,0.3,1.1,2.6,8.2,11667885
Kelly Olynyk,7,2.9,1.1,0.6,1.8,3,13.5,12819649
Kelly Olynyk,4.4,2.8,0.8,0.5,1.5,2.5,9.1,12195122
Kelly Olynyk,6.2,3.7,0.9,0.5,2.5,3.4,12.5,12804878
Kelly Oubre Jr.,4.7,1.2,1.2,0.9,1.5,2.6,15.2,3208630
Kelly Oubre Jr.,6.4,1.5,1.3,0.7,1.5,3.4,18.7,15625000
Kelly Oubre Jr.,6,1.3,1,0.8,1.3,2.2,15.4,14375000
Kelly Oubre Jr.,4,1.1,1,0.4,0.9,2.5,15,12000000
Kelly Oubre Jr.,5.2,1.1,1.4,0.4,1.3,2.9,20.3,12600000
Kemba Walker,4.4,5.9,1.2,0.4,2.6,1.6,25.6,12000000
Kemba Walker,3.9,4.8,0.9,0.5,2.1,1.6,20.4,32742000
Kemba Walker,4,4.9,1.1,0.3,2,1.4,19.3,34379100
Kemba Walker,3,3.5,0.7,0.2,1.3,1,11.6,34967442
Kendrick Nunn,2.7,3.3,0.8,0.2,1.7,2.3,15.3,1416852
Kendrick Nunn,3.2,2.6,0.9,0.3,1.4,1.9,14.6,1663861
Kendrick Nunn,1.6,1.3,0.4,0.1,0.9,0.9,7.1,5250000
Kenneth Faried,6.8,0.5,0.5,0.6,0.9,2.2,10.4,14681317
Kenrich Williams,4.8,1.8,1,0.4,0.8,2.1,6.1,838464
Kenrich Williams,4.8,1.5,0.7,0.5,0.6,2.3,3.5,1416852
Kenrich Williams,4.1,2.3,0.8,0.3,1.2,2.2,8,2000000
Kenrich Williams,4.5,2.2,0.9,0.2,0.9,1.7,7.4,2000000
Kenrich Williams,4.9,2,0.8,0.3,0.6,2.1,8,2000000
Kent Bazemore,3.9,2.3,1.3,0.6,1.8,2.5,11.6,18089887
Kent Bazemore,4.3,1.4,1.1,0.6,1.3,2.9,8.8,19269662
Kent Bazemore,3.4,1.6,1,0.5,1.2,2.4,7.2,1620564
Kent Bazemore,1.8,0.9,0.6,0.2,0.5,1.8,3.4,2401537
Kentavious Caldwell-Pope,2.9,1.3,0.9,0.2,0.8,1.7,11.4,12000000
Kentavious Caldwell-Pope,2.1,1.6,0.8,0.2,0.9,1.9,9.3,8089282
Kentavious Caldwell-Pope,2.7,1.9,0.9,0.4,1,1.7,9.7,12073020
Kentavious Caldwell-Pope,3.4,1.9,1.1,0.3,1.3,1.8,13.2,13038862
Kentavious Caldwell-Pope,2.7,2.4,1.5,0.5,1.1,1.9,10.8,14004703
KJ Martin,5.4,1.1,0.7,0.9,0.8,2,9.3,898310
KJ Martin,3.8,1.3,0.4,0.5,0.8,1.4,8.8,1517981
KJ Martin,5.5,1.5,0.5,0.4,1.1,1.8,12.7,1782621
Keon Johnson,2.2,2.1,0.8,0.3,1.2,1.9,7.2,2553240
Kevin Durant,6.4,5.9,0.7,1.1,2.9,2,26,30000000
Kevin Durant,7.1,5.6,0.7,1.3,3.4,2,26.9,39058950
Kevin Durant,7.4,6.4,0.9,0.9,3.5,2.1,29.9,40918900
Kevin Durant,6.7,5,0.7,1.4,3.3,2.1,29.1,44119845
Kevin Huerter,3.3,2.9,0.9,0.3,1.5,2.1,9.7,2250960
Kevin Huerter,4.1,3.8,0.9,0.5,1.6,2.5,12.2,2636280
Kevin Huerter,3.3,3.5,1.2,0.3,1.1,2.4,11.9,2761920
Kevin Huerter,3.4,2.7,0.7,0.4,1.2,2.5,12.1,4253357
Kevin Huerter,3.3,2.9,1.1,0.3,1.3,2.4,15.2,14508929
Kevin Knox,4.5,1.1,0.6,0.3,1.5,2.3,12.8,3739920
Kevin Knox,2.8,0.9,0.4,0.4,0.7,1.6,6.4,4380120
Kevin Knox,2.8,0.5,0.4,0.2,0.8,1.5,6.6,3000000
Kevin Love,10.9,2.2,0.3,0.2,1.9,2.5,17,24119025
Kevin Love,9.8,3.2,0.6,0.3,2.5,1.6,17.6,28942830
Kevin Love,7.4,2.5,0.6,0.1,1.5,1,12.2,31258256
Kevin Love,7.2,2.2,0.4,0.2,1.3,1.4,13.6,31258256
Kevin Love,6.4,1.9,0.3,0.2,1.1,1.6,8.2,30556968
Kevin Porter Jr.,3.2,2.2,0.9,0.3,1.9,2.7,10,1290960
Kevin Porter Jr.,3.8,6.3,0.7,0.3,3.5,2.3,16.6,1717981
Kevin Porter Jr.,4.4,6.2,1.1,0.4,3.1,2.6,15.6,1782621
Kevin Porter Jr.,5.3,5.7,1.4,0.3,3.2,2.6,19.2,3217631
Kevon Looney,5.2,1.5,0.6,0.7,0.6,2.6,6.3,1567007
Kevon Looney,5.3,2,0.3,0.4,0.6,2.2,4.1,4821429
Kevon Looney,7.3,2,0.6,0.6,0.8,2.6,6,5178572
Kevon Looney,9.3,2.5,0.6,0.6,0.5,2.7,7,8000000
Khem Birch,3.8,0.8,0.4,0.6,0.4,1.4,4.8,1378242
Khem Birch,4.6,1,0.4,0.5,0.6,1.9,4.4,3000000
Khem Birch,5.8,1.3,0.7,0.7,0.7,1.7,7.2,2996727
Khem Birch,4.3,1,0.5,0.5,0.5,1.9,4.5,6350000
Khris Middleton,6,4.3,1,0.1,2.3,2.2,18.3,13000000
Khris Middleton,6.2,4.3,0.9,0.1,2.2,2.3,20.9,30603448
Khris Middleton,6,5.4,1.1,0.1,2.6,2.4,20.4,33051724
Khris Middleton,5.4,5.4,1.2,0.3,2.9,2.4,20.1,35500000
Khris Middleton,4.2,4.9,0.7,0.2,2.2,2.1,15.1,37948276
Killian Hayes,2.7,5.3,1,0.4,3.2,2.2,6.8,5307120
Killian Hayes,3.2,4.2,1.2,0.5,1.7,2.8,6.9,5572680
Killian Hayes,2.9,6.2,1.4,0.4,2.3,2.9,10.3,5837760
Kira Lewis Jr.,1.3,2.3,0.7,0.2,0.6,1.6,6.4,3640200
Klay Thompson,3.8,2.4,1.1,0.6,1.5,2,21.5,18988725
Klay Thompson,3.9,2.8,0.5,0.5,1.3,1.7,20.4,37980720
Klay Thompson,4.1,2.4,0.7,0.4,1.8,1.9,21.9,40600080
Kosta Koufos,4.2,0.9,0.4,0.4,0.6,1.6,3.7,8739500
Kris Dunn,4.1,6,1.5,0.5,2.3,3.6,11.3,4221000
Kris Dunn,3.6,3.4,2,0.3,1.3,3.1,7.3,5348007
Kristaps Porziņģis,9.5,1.8,0.7,2,1.6,3.2,20.4,27285000
Kristaps Porziņģis,8.9,1.6,0.5,1.3,1.2,2.7,20.1,29467800
Kristaps Porziņģis,8.1,2.3,0.7,1.6,1.6,2.7,20.2,31650600
Kristaps Porziņģis,8.4,2.7,0.9,1.5,2.1,3,23.2,33833400
Kyle Anderson,5.8,3,1.3,0.9,1.3,2.6,8,8641000
Kyle Anderson,4.3,2.4,0.8,0.6,1,1.7,5.8,9073050
Kyle Anderson,5.7,3.6,1.2,0.8,1.2,1.7,12.4,9505100
Kyle Anderson,5.3,2.7,1.1,0.7,1,1.6,7.6,9937150
Kyle Anderson,5.3,4.9,1.1,0.9,1.5,2.1,9.4,8780488
Kyle Korver,2.3,1.2,0.4,0.2,0.8,1.5,8.6,7560000
Kyle Korver,2.1,1.2,0.4,0.2,0.8,1.3,6.7,6004753
Kyle Kuzma,5.5,2.5,0.6,0.4,1.9,2.4,18.7,1689840
Kyle Kuzma,4.5,1.3,0.5,0.4,1.5,2.1,12.8,1974600
Kyle Kuzma,6.1,1.9,0.5,0.6,1.7,1.8,12.9,3562178
