Player,Season,Cap,cap_pct,Rk,Team,Cap.Hit,Salary,Signed.Using,Guaranteed,player_season,tag.y,Pos,Age,G,MP,PER,TS,X3PAr,FTr,ORB,DRB,TRB,AST,STL,BLK,TOV,USG,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP
Alexey Shved,2015,63065000,0.052,208,HOU,3282056,,Cap Space,3282056,shvedal01_2015,shvedal01,SG,26,42,767,19.5,0.541,0.415,0.448,3.3,11.7,7.3,25.7,2,0.6,10.7,26.3,1.7,0.5,2.2,0.135,3.7,-0.8,2.9,0.9
Alfonzo McKinnie,2018,99093000,0.0082,470,TOR,815615,1378242,Minimum Salary,815615,mckinal01_2018,mckinal01,SF,25,14,53,10.1,0.643,0.6,0.2,2.2,12.4,7.4,2.7,0.9,1.5,15.5,16,0,0.1,0.1,0.084,-2.6,-0.4,-3,0
Alfonzo McKinnie,2019,101869000,0.0132,437,GSW,1349383,1588231,Minimum Salary,1349383,mckinal01_2019,mckinal01,SF,26,72,1003,11.2,0.569,0.429,0.175,9,16.9,13.1,4,0.9,1.3,9.2,13.9,1.2,0.9,2.1,0.1,-2.2,-1.3,-3.5,-0.4
Alfonzo McKinnie,2020,109140000,0.0065,468,CLE,708871,,,800428,mckinal01_2020,mckinal01,SF,27,40,593,8.7,0.493,0.38,0.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,0.014,-4.4,-0.9,-5.3,-0.5
Alfonzo McKinnie,2020,109140000,8.00E-04,493,CLE,91557,,Minimum Salary,800428,mckinal01_2020,mckinal01,SF,27,40,593,8.7,0.493,0.38,0.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,0.014,-4.4,-0.9,-5.3,-0.5
Alfonzo McKinnie,2021,109140000,0.0162,375,LAL,1762796,1910860,,,mckinal01_2021,mckinal01,SF,28,39,258,15.5,0.604,0.419,0.194,9.6,13.9,11.8,3.6,1.3,0,4.7,17.8,0.5,0.3,0.8,0.156,0.4,-1.2,-0.8,0.1
Alize Johnson,2019,101869000,0.0082,465,IND,838464,1416852,Minimum Salary,838464,johnsal02_2019,johnsal02,PF,22,14,64,6.3,0.333,0.125,0.5,7.1,25.5,16.5,2,0.8,4.2,0,13.3,-0.1,0.1,0,0.027,-5.7,-2,-7.7,-0.1
Alize Johnson,2020,109140000,0.013,426,IND,1416852,,Minimum Salary,1416852,johnsal02_2020,johnsal02,PF,23,17,118,13.3,0.509,0.276,0.345,15,29.4,22.3,7.7,1.2,1.5,17.3,15,0.1,0.2,0.3,0.111,-1.8,0.3,-1.5,0
Allen Crabbe,2014,58679000,0.0141,449,POR,825000,825000,Cap Space,1687000,crabbal01_2014,crabbal01,SG,21,15,100,7.7,0.475,0.424,0.121,1.1,8.5,4.8,8.7,1,0.7,7.9,16.5,0,0.1,0.1,0.037,-4.6,-1.4,-6.1,-0.1
Allen Crabbe,2015,63065000,0.0137,424,POR,862000,947276,Cap Space,862000,crabbal01_2015,crabbal01,SG,22,51,683,8.7,0.525,0.556,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0.5,0.8,1.3,0.088,-2.4,1.5,-0.8,0.2
Allen Crabbe,2016,70000000,0.0135,411,POR,947276,,Cap Space,947276,crabbal01_2016,crabbal01,SG,23,81,2105,12.2,0.572,0.42,0.167,1.4,9.7,5.6,7.2,1.5,0.6,8.1,16.4,3.1,1.2,4.3,0.098,-0.9,-0.1,-1,0.5
Allen Crabbe,2017,94143000,0.1965,31,POR,18500000,18500000,Cap Space,56332500,crabbal01_2017,crabbal01,SG,24,79,2254,11.6,0.602,0.467,0.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,3.1,1,4.2,0.089,-0.7,-0.6,-1.3,0.4
Allen Crabbe,2018,99093000,0.1951,44,BRK,19332500,18500000,Cap Space,37832500,crabbal01_2018,crabbal01,SG,25,75,2197,12.3,0.558,0.643,0.163,1.3,14.4,7.8,8.4,1,1.2,8.1,19,1.8,1.4,3.2,0.07,0,-0.7,-0.7,0.7
Allen Crabbe,2019,101869000,0.1816,57,BRK,18500000,18500000,Cap Space,18500000,crabbal01_2019,crabbal01,SG,26,43,1133,7.7,0.519,0.694,0.15,1.5,12.2,6.9,5.8,1,0.9,10.4,16.4,-0.2,1,0.8,0.035,-2.4,-0.4,-2.8,-0.2
Allen Crabbe,2020,109140000,0.1695,62,ATL,18500000,,Cap Space,18500000,crabbal01_2020,crabbal01,SG-SF,27,37,653,6,0.47,0.672,0.079,1.8,11,6.3,6.8,1.1,0.5,8.5,12.7,-0.2,0.2,-0.1,-0.007,-3.8,-1.5,-5.3,-0.5
Allonzo Trier,2019,101869000,0.0332,252,NYK,3382000,3551100,Bi-Annual Exception,3382000,trieral01_2019,trieral01,SG,23,64,1459,12.2,0.564,0.255,0.431,2.2,12.2,7.1,12.9,0.9,0.8,15.8,21.5,0.4,0.5,0.9,0.03,-1.6,-1.5,-3.1,-0.4
Allonzo Trier,2020,109140000,0.0325,243,NYK,3551100,,Bi-Annual Exception,3551100,trieral01_2020,trieral01,SG,24,24,291,14.5,0.62,0.5,0.406,2.1,8.7,5.3,14.8,0.5,1.3,15,21.4,0.5,0.1,0.5,0.087,0.9,-1.4,-0.5,0.1
Alonzo Gee,2013,58044000,0.0603,196,CLE,3500000,3500000,Early Bird Rights,6750000,geeal01_2013,geeal01,SF,25,82,2541,10.5,0.505,0.294,0.276,3.3,11.7,7.3,8.2,2.2,0.9,13.7,16.9,0.5,1.5,1.9,0.036,-2.2,-0.3,-2.6,-0.4
Alonzo Gee,2014,58679000,0.0554,195,CLE,3250000,3250000,Early Bird Rights,3250000,geeal01_2014,geeal01,SF,26,65,1020,8.6,0.491,0.246,0.258,3.8,12.8,8.2,6.9,2,1.2,14.3,13.4,-0.1,1,0.9,0.041,-3.7,0.6,-3.1,-0.3
Alonzo Gee,2015,63065000,0.0169,411,DEN,1063384,,Minimum Salary,,geeal01_2015,geeal01,SF,27,54,662,13,0.548,0.188,0.414,5.9,9.5,7.7,5.8,2.7,0.8,13,16.7,0.6,0.6,1.2,0.086,-1.3,0.7,-0.6,0.2
Alonzo Gee,2016,70000000,0.0196,340,NOP,1375000,1375000,,1375000,geeal01_2016,geeal01,SF,28,73,1632,8.4,0.572,0.235,0.259,3.9,13,8.3,6.2,1.9,0.7,16.2,9.2,1,0.9,1.9,0.056,-3.2,0.6,-2.6,-0.2
Alonzo Gee,2017,94143000,0.0149,358,NOP,1400000,,,1400000,geeal01_2017,geeal01,SF,29,13,89,3.1,0.306,0.214,0.643,5,13.5,9.3,8.2,2.7,0.9,18.2,10.5,-0.1,0.1,-0.1,-0.032,-7.5,0.7,-6.7,-0.1
Alonzo Gee,2017,94143000,0.0044,487,DEN,417848,,,417848,geeal01_2017,geeal01,SF,29,13,89,3.1,0.306,0.214,0.643,5,13.5,9.3,8.2,2.7,0.9,18.2,10.5,-0.1,0.1,-0.1,-0.032,-7.5,0.7,-6.7,-0.1
Alonzo Gee,2017,94143000,6.00E-04,530,DEN,57672,,,57672,geeal01_2017,geeal01,SF,29,13,89,3.1,0.306,0.214,0.643,5,13.5,9.3,8.2,2.7,0.9,18.2,10.5,-0.1,0.1,-0.1,-0.032,-7.5,0.7,-6.7,-0.1
Amar'e Stoudemire,2014,58679000,0.3695,3,NYK,21679893,21679893,Bird Rights,45090881,stoudam01_2014,stoudam01,C,31,65,1466,18.8,0.596,0,0.364,8.7,17.2,12.8,4.2,0.8,2.2,12.3,23.4,2.9,0.9,3.8,0.124,0.3,-1.8,-1.6,0.2
Amar'e Stoudemire,2015,63065000,0.3712,2,NYK,23410988,,Bird Rights,23410988,stoudam01_2015,stoudam01,PF,32,59,1245,20.3,0.595,0.008,0.38,9.9,20.5,15.1,6.8,1.2,2.5,12,23.8,2.6,1,3.6,0.138,1,-0.9,0.1,0.7
Amar'e Stoudemire,2016,70000000,0.0214,324,MIA,1499187,,Minimum Salary,1499187,stoudam01_2016,stoudam01,C,33,52,762,17.3,0.599,0,0.303,10,22.6,16.5,5.6,1.2,4.1,15.8,17.8,1.1,1.3,2.4,0.15,-1.3,0.6,-0.6,0.3
Amile Jefferson,2020,109140000,0.0132,408,ORL,1445697,1701593,Minimum Salary,1445697,jeffeam01_2020,jeffeam01,PF,26,18,74,8.9,0.372,0,1,14.1,19.5,16.7,7.2,0.7,3.7,13,13.5,0,0.1,0,0.023,-4.8,-1,-5.8,-0.1
Amir Johnson,2013,58044000,0.1042,112,TOR,6050000,6050000,Bird Rights,17650000,johnsam01_2013,johnsam01,PF,25,81,2325,17.3,0.591,0.021,0.309,11.4,20,15.6,8.7,1.9,3.8,14.5,16.1,4.4,2.9,7.3,0.151,0,1,1,1.8
Amir Johnson,2014,58679000,0.1108,102,TOR,6500000,6500000,Bird Rights,11500000,johnsam01_2014,johnsam01,PF,26,77,2214,15.4,0.592,0.108,0.234,9,17.6,13.3,8.7,1.3,3.2,15.4,16.4,3.2,3.1,6.3,0.136,-0.4,1.1,0.7,1.5
Amir Johnson,2015,63065000,0.111,101,TOR,7000000,,Bird Rights,5000000,johnsam01_2015,johnsam01,PF,27,75,1979,15.4,0.603,0.089,0.249,9.3,17.3,13.3,9.4,1.1,2.4,16,15.7,3.5,1.6,5.1,0.124,0,-0.1,-0.1,0.9
Amir Johnson,2016,70000000,0.1714,61,BOS,12000000,12000000,Cap Space,12000000,johnsam01_2016,johnsam01,PF,28,79,1800,16,0.602,0.101,0.284,10.3,19.6,14.9,11.4,1.4,3.6,16.4,13.6,3,2.9,5.9,0.158,-0.4,1.6,1.2,1.4
Amir Johnson,2017,94143000,0.1275,88,BOS,12000000,,Cap Space,12000000,johnsam01_2017,johnsam01,PF,29,80,1608,15,0.628,0.178,0.27,8.3,17,12.7,13,1.6,3.2,15.7,13.6,2.9,2.1,5,0.149,-0.7,1.3,0.6,1.1
Amir Johnson,2018,99093000,0.111,111,PHI,11000000,,Cap space,11000000,johnsam01_2018,johnsam01,C,30,74,1171,14.9,0.575,0.123,0.327,11.8,18.3,15.2,13.9,1.8,3.1,15.6,12.8,2.1,2,4.1,0.169,-1.2,2.2,1,0.9
Amir Johnson,2019,101869000,0.0235,300,PHI,2393887,,Minimum Salary,2393887,johnsam01_2019,johnsam01,C,31,51,529,13.1,0.574,0.255,0.261,9.7,19.5,14.7,16,1.4,1.9,20.5,17.4,0.4,0.7,1.1,0.098,-2.9,0.6,-2.3,0
Anderson Varejão,2021,109140000,0.0175,360,POR,1913345,,,1913345,varejan01_2021,varejan01,C,38,5,36,12.9,0.326,0.063,0.563,21.3,41.4,31.1,12.2,0,5,4.8,25.4,-0.1,0,0,-0.029,-4,-2.2,-6.2,0
Andray Blatche,2013,58044000,0.0147,435,BRK,854389,1146337,Minimum Salary,854389,blatcan01_2013,blatcan01,C,26,82,1555,21.9,0.547,0.033,0.32,12.2,19.6,15.8,10.5,3,2.7,13.8,26.5,2.4,2.5,4.9,0.153,1.3,0.9,2.2,1.6
Andray Blatche,2014,58679000,0.0234,315,BRK,1375604,1375604,Non Bird Rights,1375604,blatcan01_2014,blatcan01,PF,27,73,1618,18.8,0.532,0.08,0.328,8.9,19.9,14.4,12.8,2.4,2,12.5,25.6,1.6,2.1,3.7,0.109,0.1,-0.1,0,0.8
Andre Dawkins,2015,63065000,0.008,467,MIA,507336,,Minimum Salary,,dawkian01_2015,dawkian01,SG,23,4,22,-5,0.25,1,0,0,10.7,5.5,6.6,0,0,14.3,15,-0.1,0,-0.1,-0.172,-9,-3.8,-12.8,-0.1
Andre Drummond,2013,58044000,0.0406,257,DET,2356320,2356320,1st Round Pick,4818720,drumman01_2013,drumman01,C,19,60,1243,21.6,0.578,0.006,0.465,15.4,27.2,21.2,4.1,2.5,6.1,12.2,17.2,2.2,2.3,4.5,0.172,1,1.5,2.5,1.4
Andre Drummond,2014,58679000,0.042,244,DET,2462400,2462400,1st Round Pick,5030760,drumman01_2014,drumman01,C,20,81,2619,22.6,0.599,0.003,0.427,17.5,27.7,22.3,2.2,2,4,10.7,16.7,6.4,3.5,9.9,0.182,2,-0.6,1.4,2.3
Andre Drummond,2015,63065000,0.0407,248,DET,2568360,3272091,1st Round Pick,2568360,drumman01_2015,drumman01,C,21,82,2502,21.4,0.504,0.002,0.38,18.3,30.1,24,3.9,1.5,4.8,9.7,22,3.4,4.3,7.7,0.147,0.6,-0.7,-0.1,1.2
Andre Drummond,2016,70000000,0.0467,217,DET,3272091,,1st Round Pick,3272091,drumman01_2016,drumman01,C,22,81,2666,21.2,0.499,0.006,0.553,15.6,34.2,24.5,4.4,2.3,3.2,10.5,24.1,2,5.5,7.4,0.133,0.8,0.3,1.1,2
Andre Drummond,2017,94143000,0.2349,17,DET,22116750,23775506,Cap Space,98419538,drumman01_2017,drumman01,C,23,81,2409,20.9,0.518,0.008,0.39,15.1,36.2,25.2,6,2.6,3.1,12.5,22.4,1.4,5.3,6.7,0.133,0.1,0.8,1,1.8
Andre Drummond,2018,99093000,0.2399,22,DET,23775506,25434263,Cap Space,76302788,drumman01_2018,drumman01,C,24,78,2625,22.9,0.555,0.012,0.448,16.4,36.4,26.2,14.3,2.2,4.3,15.9,21.2,4.6,5.7,10.3,0.189,1.5,1.7,3.2,3.4
Andre Drummond,2019,101869000,0.2497,25,DET,25434263,27093019,Cap Space,52527282,drumman01_2019,drumman01,C,25,79,2647,23.4,0.555,0.036,0.392,16.8,34.7,25.4,7.2,2.5,4.4,12.4,22.9,4.1,5.9,10,0.181,1.3,0.8,2.1,2.7
Andre Drummond,2020,109140000,0.2482,36,DET,27093019,28751775,Cap Space,27093019,drumman01_2020,drumman01,C,26,57,1879,22,0.553,0.045,0.375,14.9,37.5,26,13.6,2.8,4.2,18.2,25.9,0.6,3.6,4.2,0.108,-0.1,1.1,0.9,1.4
Andre Drummond,2021,109140000,0.2634,32,CLE,28751775,,Cap Space,28751775,drumman01_2021,drumman01,C,27,46,1242,19.4,0.519,0.014,0.358,14.8,35.2,24.9,13.2,2.5,3.5,15.8,27.6,-0.6,2.5,2,0.077,-1.4,0.6,-0.9,0.3
Andre Iguodala,2013,58044000,0.2579,21,DEN,14968250,14968250,Bird Rights,31123000,iguodan01_2013,iguodan01,SG,29,80,2779,15.2,0.52,0.327,0.307,3.4,13.5,8.5,22.4,2.5,1.5,17.1,18.8,2.4,3.2,5.6,0.097,1.2,1.4,2.6,3.3
Andre Iguodala,2014,58679000,0.2193,38,GSW,12868632,12868632,Bird Rights,48000000,iguodan01_2014,iguodan01,SF,30,63,2040,13.7,0.57,0.382,0.288,2.9,12.6,7.8,18.2,2.3,0.7,16.2,13.3,2.7,3.1,5.8,0.135,-0.1,2.4,2.3,2.2
Andre Iguodala,2015,63065000,0.1949,41,GSW,12289544,11710456,Bird Rights,35131368,iguodan01_2015,iguodan01,SF,31,77,2069,12.3,0.553,0.427,0.23,2.4,10.8,6.7,14.6,2.1,0.9,13.9,13.3,2.3,2.8,5.1,0.117,-0.4,1.4,0.9,1.5
Andre Iguodala,2016,70000000,0.1673,64,GSW,11710456,11131368,Bird Rights,22841824,iguodan01_2016,iguodan01,SF,32,65,1732,12.2,0.565,0.418,0.226,3.4,12.4,8.2,16.3,2,0.8,16.3,12.1,2.3,2.1,4.4,0.122,-0.2,1.3,1.1,1.4
Andre Iguodala,2017,94143000,0.1182,95,GSW,11131368,,Bird Rights,11131368,iguodan01_2017,iguodan01,SF,33,76,1998,14.3,0.624,0.427,0.246,3,13.1,8.3,16.7,1.8,1.5,11.2,11.2,4.1,2.9,6.9,0.167,0.8,1.7,2.5,2.3
Andre Iguodala,2018,99093000,0.1495,75,GSW,14814815,16000000,Bird Rights,48000000,iguodan01_2018,iguodan01,SF,34,64,1622,11.2,0.536,0.366,0.272,3.7,12.6,8.5,16.2,1.6,1.9,15.8,11.5,1.6,1.6,3.2,0.094,-1.1,0.8,-0.3,0.7
Andre Iguodala,2019,101869000,0.1571,71,GSW,16000000,17185185,Bird Rights,33185185,iguodan01_2019,iguodan01,SF,35,68,1578,13.1,0.587,0.477,0.222,3.4,13.2,8.5,16.8,1.8,2.7,13.6,10.4,2.4,1.8,4.2,0.129,0.1,1.7,1.8,1.5
Andre Iguodala,2020,109140000,0.1575,69,MEM,17185185,,Bird Rights,17185185,iguodan01_2020,iguodan01,SF,36,21,418,10.5,0.507,0.534,0.17,4.7,15.7,10.4,16.9,1.6,5,21.6,12.7,0,0.6,0.6,0.065,-1.9,1.4,-0.5,0.2
Andre Iguodala,2021,109140000,0.1374,80,MIA,15000000,15000000,Bird Rights,15000000,iguodan01_2021,iguodan01,SF,37,63,1339,9.2,0.519,0.734,0.153,3.3,15.4,9.4,14.3,2.1,2.7,20.2,11.2,-0.1,1.8,1.7,0.062,-2.5,1.8,-0.7,0.4
Andre Miller,2013,58044000,0.0861,135,DEN,5000000,5000000,Bird Rights,12000000,millean02_2013,millean02,PG,36,82,2151,15.7,0.548,0.101,0.307,3.2,9.1,6.2,32.2,1.7,0.4,19.3,17.9,3.9,1.5,5.4,0.12,1.1,-0.2,0.9,1.6
Andre Miller,2014,58679000,0.0852,137,DEN,5000000,5000000,Bird Rights,7000000,millean02_2014,millean02,SG,37,58,982,13.9,0.534,0.091,0.333,3.1,11.7,7.4,29.2,1.7,0.7,18.7,14.5,1.4,0.8,2.2,0.108,-0.3,1.1,0.8,0.7
Andre Miller,2015,63065000,0.0733,161,WAS,4625000,,Bird Rights,2000000,millean02_2015,millean02,PG,38,81,1253,13.3,0.548,0.117,0.266,3.4,10.2,6.9,34.5,1.3,0.4,24.3,15.3,1.4,0.8,2.2,0.084,-1.1,-1,-2.1,0
Andre Miller,2016,70000000,0.0214,323,MIN,1499187,,Minimum Salary,1499187,millean02_2016,millean02,PG,39,39,461,13.4,0.6,0.075,0.302,3.1,9.5,6.4,28.3,1.8,0,23.6,15.4,0.6,0.4,1,0.1,-1.4,-0.5,-1.9,0
Andre Roberson,2014,58679000,0.0189,342,OKC,1110840,1110840,1st Round Pick,2271720,roberan03_2014,roberan03,SG,22,40,399,9,0.518,0.191,0.147,10.7,15.6,13.3,5.2,2.4,2,20.8,10.1,0.2,0.6,0.8,0.099,-3.8,1.4,-2.4,0
Andre Roberson,2015,63065000,0.0184,353,OKC,1160880,1210800,1st Round Pick,2371680,roberan03_2015,roberan03,SG,23,67,1286,9.1,0.513,0.423,0.239,5.1,16,10.6,7.4,2.1,1.8,17.2,9,0.5,1.6,2.1,0.079,-2.4,1.7,-0.7,0.4
Andre Roberson,2016,70000000,0.0173,359,OKC,1210800,2183072,1st Round Pick,3393872,roberan03_2016,roberan03,SG,24,70,1553,10.2,0.566,0.376,0.197,5.9,11.4,8.8,4,1.7,2,10.5,9.1,1.8,1.6,3.4,0.105,-0.7,1.3,0.5,1
Andre Roberson,2017,94143000,0.0232,301,OKC,2183072,,1st Round Pick,2183072,roberan03_2017,roberan03,SF,25,79,2376,9.6,0.51,0.397,0.24,4.6,14.2,9.4,4.6,1.9,2.7,9.1,10.1,1.1,3.1,4.2,0.085,-2.5,1.4,-1,0.6
Andre Roberson,2018,99093000,0.0934,132,OKC,9259259,10000000,Bird Rights,30000000,roberan03_2018,roberan03,SG,26,39,1037,10.9,0.543,0.222,0.235,7.8,12.2,9.9,6,2.2,3.1,14.4,8.6,0.8,1.3,2.2,0.1,-1.9,1.8,-0.1,0.5
Andre Roberson,2020,109140000,0.0984,118,OKC,10740741,,Bird Rights,10740741,roberan03_2020,roberan03,SF,28,7,87,5.4,0.335,0.483,0.069,9.2,24.7,17.1,6.3,0.6,3,6.3,16.1,-0.1,0.1,0,-0.017,-5.2,-0.1,-5.3,-0.1
Andrea Bargnani,2013,58044000,0.1723,55,TOR,10000000,10000000,Bird Rights,32250000,bargnan01_2013,bargnan01,PF,27,35,1003,11.2,0.482,0.289,0.181,3,12.3,7.6,6.6,1.1,1.8,10.5,23.8,-0.5,0.6,0.1,0.007,-1.1,-1.6,-2.7,-0.2
Andrea Bargnani,2014,58679000,0.2022,47,NYK,11862500,11862500,Bird Rights,23362500,bargnan01_2014,bargnan01,C,28,42,1257,14.5,0.51,0.215,0.203,6.3,14.7,10.4,6.1,0.6,3.7,9.6,22.4,0.8,0.7,1.5,0.058,-0.7,-1.6,-2.3,-0.1
Andrea Bargnani,2015,63065000,0.1824,51,NYK,11500000,,Bird Rights,11500000,bargnan01_2015,bargnan01,C,29,29,785,16.6,0.527,0.114,0.296,4.6,14.4,9.3,11.3,0.1,2.9,9.3,26.4,0.8,0.2,0.9,0.058,1.1,-2.2,-1.1,0.2
Andrea Bargnani,2016,70000000,0.0195,341,BRK,1362900,1551660,Minimum Salary,1362900,bargnan01_2016,bargnan01,C,30,46,634,11.8,0.5,0.057,0.204,4.9,12.4,8.6,4.8,0.3,1.1,7.9,23.2,0.1,0,0.2,0.013,-2.6,-2.6,-5.1,-0.5
Andrei Kirilenko,2013,58044000,0.1685,58,MIN,9779349,9779349,Cap Space,9779349,kirilan01_2013,kirilan01,SF,31,64,2034,17.6,0.59,0.214,0.446,5.6,15.1,10.2,14.4,2.4,2.4,15.1,17.4,3.4,2.6,6,0.142,1.8,1.8,3.5,2.9
Andrei Kirilenko,2014,58679000,0.0542,203,BRK,3183000,3183000,Mini MLE,3183000,kirilan01_2014,kirilan01,PF,32,45,857,12.4,0.532,0.031,0.744,7.7,12.7,10.2,13.1,2.5,1.9,20.3,14.6,0.4,0.9,1.3,0.07,-1.1,0.8,-0.4,0.4
Andrei Kirilenko,2015,63065000,0.0527,204,PHI,3326235,,Mini MLE,3326235,kirilan01_2015,kirilan01,SF,33,7,36,2.8,0.222,0,0.8,6.2,18.6,12.5,3.6,1.4,0,12.9,9.8,-0.1,0,0,-0.058,-4.4,-1.3,-5.7,0
Andrew Bogut,2013,58044000,0.224,37,GSW,13000000,13000000,Bird Rights,27000000,bogutan01_2013,bogutan01,C,28,32,786,13.8,0.463,0.005,0.207,9.8,24.1,17.2,12.5,1.3,5.5,14.8,13.4,0.4,1.4,1.7,0.106,-1.4,2.8,1.4,0.7
Andrew Bogut,2014,58679000,0.2386,31,GSW,14000000,14000000,Bird Rights,14000000,bogutan01_2014,bogutan01,C,29,67,1769,17,0.61,0,0.171,11.4,29.7,20.7,9.3,1.3,5.2,19.4,12.4,2.4,4,6.5,0.176,-0.2,3.2,3,2.2
Andrew Bogut,2015,63065000,0.2057,36,GSW,12972973,12000000,Bird Rights,36000000,bogutan01_2015,bogutan01,C,30,67,1583,15.8,0.565,0,0.118,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,1.9,3.4,5.2,0.159,-0.9,3.3,2.4,1.8
Andrew Bogut,2016,70000000,0.1714,59,GSW,12000000,11027027,Bird Rights,23027027,bogutan01_2016,bogutan01,C,31,70,1451,15.9,0.623,0.004,0.179,9.5,26,18.3,14.8,1.1,5.8,21.6,11.4,2.6,2.9,5.4,0.18,-0.9,3.2,2.4,1.6
Andrew Bogut,2017,94143000,0.1171,97,DAL,11027027,,Bird Rights,11027027,bogutan01_2017,bogutan01,C,32,27,583,9.3,0.46,0.012,0.136,10.6,33.9,21.7,12.3,1.2,3.9,33.4,10.4,-0.3,1,0.7,0.055,-5.2,2.6,-2.6,-0.1
Andrew Bogut,2018,99093000,0.0235,301,LAL,2328652,,,,bogutan01_2018,bogutan01,C,33,24,216,10.9,0.696,0,0.08,12.9,25.4,19.2,9.1,0.9,4.9,42.3,8.8,0.1,0.3,0.4,0.094,-4.7,1.9,-2.8,-0.1
Andrew Bynum,2014,58679000,0.1023,117,CHI,6000000,6000000,,6000000,bynuman01_2014,bynuman01,C,26,26,516,15.2,0.456,0,0.218,11.4,20.3,15.8,9.7,0.6,4.7,12.1,24.3,-0.2,0.6,0.4,0.038,-1.4,-0.5,-1.9,0
Andrew Harrison,2017,94143000,0.01,423,MEM,945000,987525,Cap Space,1045000,harrian01_2017,harrian01,PG,22,72,1474,8.7,0.477,0.433,0.539,1.7,9,5.3,20,1.9,1.4,16,16.4,0,1.5,1.6,0.051,-4,0.6,-3.4,-0.5
Andrew Harrison,2018,99093000,0.0132,426,MEM,1312611,1544951,Cap Space,1312611,harrian01_2018,harrian01,PG,23,56,1326,12.7,0.534,0.331,0.371,2,9.7,5.7,21.3,1.4,1.8,14,19.6,1,0.7,1.7,0.062,-1,-0.5,-1.5,0.2
Andrew Nicholson,2013,58044000,0.0244,321,ORL,1418160,1418160,1st Round Pick,2900160,nichoan01_2013,nichoan01,PF,23,75,1249,15.1,0.557,0,0.193,6.2,17.1,11.7,6.1,1,2,13,22.1,0.9,0.8,1.7,0.065,-1.8,-0.9,-2.7,-0.2
Andrew Nicholson,2014,58679000,0.0253,305,ORL,1482000,1482000,1st Round Pick,3027840,nichoan01_2014,nichoan01,PF,24,76,1174,9.9,0.489,0.212,0.136,5.1,19.5,12.3,3.5,0.8,1.5,10.3,19.3,-0.4,1,0.6,0.025,-3.9,-1.2,-5.1,-0.9
Andrew Nicholson,2015,63065000,0.0245,309,ORL,1545840,2380594,1st Round Pick,3926434,nichoan01_2015,nichoan01,PF,25,40,492,10.3,0.483,0.216,0.132,3.8,15.2,9.4,7.3,0.6,2,10.7,20.8,-0.2,0.3,0.1,0.007,-3.4,-1.6,-4.9,-0.4
Andrew Nicholson,2016,70000000,0.034,262,ORL,2380594,,1st Round Pick,2380594,nichoan01_2016,nichoan01,PF,26,56,823,14.8,0.567,0.368,0.21,4.5,22.8,13.5,4.8,0.6,2.2,10.8,20.4,0.8,0.8,1.6,0.092,0,-1.1,-1.1,0.2
Andrew Nicholson,2017,94143000,0.0647,162,WAS,6088993,6362998,Cap Space,19088993,nichoan01_2017,nichoan01,PF,27,38,342,5.9,0.427,0.243,0.126,4.9,14.6,9.8,4.1,2.3,1.5,12.7,17,-0.5,0.4,-0.1,-0.019,-6.1,0.1,-6,-0.3
Andrew Wiggins,2015,63065000,0.0874,131,MIN,5510640,5758680,1st Round Pick,11269320,wiggian01_2015,wiggian01,SF,19,82,2969,13.9,0.517,0.111,0.41,5,9.5,7.2,9.8,1.5,1.3,11.7,22.6,2.1,0,2.1,0.034,-0.4,-2,-2.4,-0.3
Andrew Wiggins,2016,70000000,0.0823,129,MIN,5758680,6006600,1st Round Pick,11765280,wiggian01_2016,wiggian01,SF,20,81,2845,16.5,0.543,0.147,0.437,4.3,7.5,5.9,10.1,1.4,1.3,10.6,27.2,3.4,0.7,4.1,0.069,0.9,-2.2,-1.3,0.5
Andrew Wiggins,2017,94143000,0.0638,164,MIN,6006600,7574322,1st Round Pick,13580922,wiggian01_2017,wiggian01,SF,21,82,3048,16.5,0.534,0.184,0.345,3.8,8.8,6.3,10.6,1.4,0.8,9.4,29,3.3,0.9,4.2,0.066,0.7,-2.4,-1.7,0.2
Andrew Wiggins,2018,99093000,0.0764,150,MIN,7574322,25250000,1st Round Pick,154024322,wiggian01_2018,wiggian01,SF,22,82,2979,13,0.505,0.26,0.242,3.1,10.8,6.9,8.2,1.5,1.5,8.8,23.4,0.5,1.6,2.1,0.034,-0.8,-1.7,-2.4,-0.3
Andrew Wiggins,2019,101869000,0.25,21,MIN,25467250,27270000,1st Round Pick,146667250,wiggian01_2019,wiggian01,SF,23,73,2543,12.4,0.493,0.288,0.245,3.5,11.4,7.4,10.9,1.3,1.6,9.3,24.4,-0.6,1.3,0.6,0.012,-1.2,-1.8,-3,-0.6
Andrew Wiggins,2020,109140000,0.2499,30,MIN,27270000,29290000,1st Round Pick,121200000,wiggian01_2020,wiggian01,SF,24,54,1858,16.4,0.536,0.342,0.274,3.6,12.3,7.8,18.1,1.1,2.4,10.7,27.4,0.8,1.1,1.9,0.05,1.1,-1.4,-0.3,0.8
