Player,Season,Cap,cap_pct,Rk,Team,Cap.Hit,Salary,Signed.Using,Guaranteed,player_season,tag.y,Pos,Age,G,MP,PER,TS,X3PAr,FTr,ORB,DRB,TRB,AST,STL,BLK,TOV,USG,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP
Bismack Biyombo,2021,109140000,0.0214,317,CHO,2331593,,Minimum Salary,2331593,biyombi01_2021,biyombi01,C,28,66,1349,11.7,0.574,0.004,0.434,10.8,17.1,13.9,8.3,0.6,5.4,19.8,11.5,0.9,1.4,2.3,0.081,-3.2,-0.1,-3.3,-0.5
Blake Griffin,2013,58044000,0.1245,96,LAC,7226892,7226892,1st Round Pick,85822205,griffbl01_2013,griffbl01,PF,23,80,2598,22.4,0.572,0.026,0.397,8.7,21.5,15.2,19.9,2,1.6,12.8,25.4,6.8,3.9,10.6,0.196,3.2,0.8,4.1,4
Blake Griffin,2014,58679000,0.2802,17,LAC,16441500,16441500,Bird Rights,94538625,griffbl01_2014,griffbl01,PF,24,80,2863,23.9,0.583,0.032,0.496,7.7,21.2,14.7,19.2,1.6,1.4,11.9,29,8.1,4.1,12.2,0.205,3.8,0.7,4.5,4.7
Blake Griffin,2015,63065000,0.2803,14,LAC,17674612,18907725,Bird Rights,78097125,griffbl01_2015,griffbl01,PF,25,67,2356,22.8,0.551,0.022,0.373,6.1,17.9,12.1,26.2,1.4,1.2,10.2,28.4,6.6,2.4,9,0.183,3.8,0.2,4,3.6
Blake Griffin,2016,70000000,0.2701,17,LAC,18907725,20140838,Bird Rights,60422513,griffbl01_2016,griffbl01,PF,26,35,1170,22.1,0.544,0.03,0.322,4.8,22.3,13.7,27.2,1.2,1.1,10.8,29.8,2.2,1.6,3.8,0.156,3.4,1.1,4.5,1.9
Blake Griffin,2017,94143000,0.2139,28,LAC,20140838,21373950,Bird Rights,41514788,griffbl01_2017,griffbl01,PF,27,61,2076,22.6,0.569,0.116,0.434,6.2,20.2,13.4,24.5,1.4,0.9,10.9,28,5.4,2.4,7.7,0.179,4.2,0.5,4.7,3.5
Blake Griffin,2018,99093000,0.2978,5,LAC,29512900,31873932,Bird Rights,132217792,griffbl01_2018,griffbl01,PF,28,58,1970,19.6,0.544,0.323,0.331,4.1,19.8,12,28.1,1,0.8,12.6,28.9,3.2,1.8,4.9,0.12,3.6,-0.2,3.4,2.7
Blake Griffin,2019,101869000,0.315,5,DET,32088932,34234964,Bird Rights,102919892,griffbl01_2019,griffbl01,PF,29,75,2622,21,0.581,0.389,0.41,4,20.1,11.8,27.1,1,0.9,13.8,30.2,5.1,2.9,8,0.147,4.9,0.2,5.1,4.7
Blake Griffin,2020,109140000,0.3137,9,DET,34234964,36595996,Bird Rights,70830960,griffbl01_2020,griffbl01,PF,30,18,512,11.9,0.476,0.444,0.392,3.7,15,9.3,18,0.7,1.1,12,28.4,-0.4,0.3,-0.1,-0.012,-1.7,-2.6,-4.3,-0.3
Blake Griffin,2021,109140000,0.3353,8,DET,36595996,38957028,Bird Rights,36595996,griffbl01_2021,griffbl01,PF,31,46,1186,12.9,0.546,0.499,0.285,3.4,17.4,10.5,17,1.3,1.1,11.8,19.3,0.9,1.1,2,0.081,-0.6,-0.4,-1,0.3
Boban Marjanović,2020,109140000,0.0321,247,DAL,3500000,3500000,Bi-Annual Exception,7000000,marjabo01_2020,marjabo01,C,31,44,422,25.7,0.612,0.081,0.27,16.6,32.1,24.5,8.3,0.9,2,11.3,26.9,1.2,0.6,1.8,0.2,2.8,-1.6,1.2,0.3
Boban Marjanović,2021,109140000,0.0321,260,DAL,3500000,,Bi-Annual Exception,3500000,marjabo01_2021,marjabo01,C,32,33,271,22.6,0.562,0.066,0.311,19.3,32.7,26,5.9,0.4,2.1,8,24.6,0.7,0.3,1,0.183,1.6,-2.7,-1.1,0.1
Bobby Brown,2017,94143000,0.0072,443,HOU,680534,,,,brownbo02_2017,brownbo02,PG,32,25,123,10.8,0.509,0.583,0.033,0,5.3,2.7,17.6,0.4,0,7.6,22.7,0.1,0,0.1,0.04,-0.1,-3.5,-3.6,0
Bobby Brown,2017,94143000,0.0027,493,HOU,253759,,,253759,brownbo02_2017,brownbo02,PG,32,25,123,10.8,0.509,0.583,0.033,0,5.3,2.7,17.6,0.4,0,7.6,22.7,0.1,0,0.1,0.04,-0.1,-3.5,-3.6,0
Bobby Brown,2018,99093000,0.0154,374,HOU,1524305,,,,brownbo02_2018,brownbo02,PG,33,20,115,5.5,0.425,0.69,0.034,0,6.8,3.4,15,1.7,0,13.3,26.1,-0.3,0.1,-0.2,-0.08,-4.9,-2.3,-7.2,-0.2
Bobby Portis,2016,70000000,0.0199,339,CHI,1391160,1453680,1st Round pick,2844840,portibo01_2016,portibo01,PF,20,62,1102,13.8,0.469,0.119,0.151,12,20,16.1,7.5,1.1,1.5,10.4,20.7,0.3,1.3,1.5,0.066,-1.5,-1.8,-3.3,-0.4
Bobby Portis,2017,94143000,0.0154,349,CHI,1453680,1516320,1st Round pick,2970000,portibo01_2017,portibo01,PF,21,64,1000,14.9,0.545,0.256,0.157,8,24,16,5.7,0.8,0.9,8.4,19.1,1.1,1.2,2.4,0.114,-0.6,-0.9,-1.5,0.1
Bobby Portis,2018,99093000,0.0153,375,CHI,1516320,2494346,1st Round pick,4010666,portibo01_2018,portibo01,PF,22,73,1643,19.7,0.548,0.275,0.192,10,23,16.2,13.2,1.5,1.3,10.5,26,2,1.5,3.5,0.101,2.2,-1.3,0.8,1.2
Bobby Portis,2019,101869000,0.0245,293,CHI,2494346,,1st Round pick,2494346,portibo01_2019,portibo01,PF,23,50,1299,16.1,0.529,0.304,0.154,9,24.9,16.8,8.8,1.3,1.3,9.9,24.6,0.5,1.1,1.6,0.06,-0.2,-2.3,-2.4,-0.1
Bobby Portis,2020,109140000,0.1374,85,NYK,15000000,15750000,,15000000,portibo01_2020,portibo01,PF,24,66,1393,14.6,0.53,0.317,0.158,6,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1,1.9,0.064,0,-1.1,-1.1,0.3
Bobby Portis,2021,109140000,0.0332,251,MIL,3623000,3804150,Bi-Annual Exception,3623000,portibo01_2021,portibo01,C,25,66,1372,19.9,0.598,0.263,0.122,9.9,25.3,17.9,7.4,1.8,1.7,8.2,20.9,2.8,2,4.8,0.167,2,-0.6,1.4,1.2
Bogdan Bogdanović,2020,109140000,0.0782,144,SAC,8529386,,Cap space,8529386,bogdabo01_2020,bogdabo01,SG,27,61,1766,15.1,0.565,0.576,0.151,1.6,11.8,6.6,18,1.8,0.8,11.1,22.6,1.8,1.3,3.1,0.084,1.2,-0.5,0.6,1.2
Bogdan Bogdanović,2021,109140000,0.1649,63,ATL,18000000,18000000,Cap Space,54000000,bogdabo01_2021,bogdabo01,SG,28,44,1305,17.6,0.616,0.589,0.078,1.7,11.5,6.7,17.6,1.8,0.9,8.5,21.3,2.8,1.1,3.9,0.142,3.4,0.4,3.8,1.9
Bojan Bogdanović,2020,109140000,0.1558,70,UTA,17000000,17850000,,73100000,bogdabo02_2020,bogdabo02,SF,30,63,2083,15.6,0.603,0.489,0.296,2.1,11.2,6.8,10,0.8,0.3,13.1,25.5,2.6,1.6,4.2,0.096,1.6,-1.5,0.1,1.1
Bojan Bogdanović,2021,109140000,0.1636,65,UTA,17850000,18700000,Cap Space,56100000,bogdabo02_2021,bogdabo02,SF,31,72,2216,14,0.588,0.498,0.286,2,11.1,6.7,9.1,1,0.1,10.9,22.8,2.7,2.5,5.2,0.113,0.1,-0.9,-0.8,0.7
Bol Bol,2021,109140000,0.0189,342,DEN,2058240,2161152,MLE,4219392,bolbo01_2021,bolbo01,PF,21,32,160,9.4,0.534,0.414,0.259,0,16.9,8.5,6,0.9,6.1,16.8,21.2,-0.2,0.2,0,-0.004,-3.6,-0.7,-4.4,-0.1
Boris Diaw,2013,58044000,0.0775,151,SAS,4500000,4500000,MLE,4500000,diawbo01_2013,diawbo01,PF,30,75,1709,11.9,0.603,0.235,0.196,4.7,12,8.6,15,1.6,1.1,18.9,12,2.2,2.3,4.4,0.124,-0.7,1.5,0.8,1.2
Boris Diaw,2014,58679000,0.0801,143,SAS,4702500,4702500,MLE,4702500,diawbo01_2014,diawbo01,PF,31,79,1974,14.1,0.578,0.193,0.159,4.4,13.8,9.3,16.3,1.1,1.2,16.3,17,2.3,2.6,4.9,0.12,0.4,0.9,1.3,1.6
Boris Diaw,2015,63065000,0.1189,92,SAS,7500000,7000000,Bird Rights,17500000,diawbo01_2015,diawbo01,PF,32,81,1984,12.7,0.526,0.267,0.147,4.5,15.2,10,17.9,0.9,0.9,15.8,18.3,1.3,2.3,3.6,0.088,-0.6,0.2,-0.4,0.8
Boris Diaw,2016,70000000,0.1,110,SAS,7000000,6500000,Bird Rights,10000000,diawbo01_2016,diawbo01,PF,33,76,1386,14,0.582,0.18,0.198,4.9,13.9,9.6,18.4,1,1.2,18.9,17,1.6,2.2,3.8,0.132,-0.1,0.9,0.8,1
Boris Diaw,2017,94143000,0.0744,147,UTA,7000000,7500000,Bird Rights,7000000,diawbo01_2017,diawbo01,PF,34,73,1283,9,0.494,0.248,0.107,4.3,9.8,7.1,20.3,0.7,0.6,20.3,15.6,-0.1,1.2,1.1,0.041,-2.3,-0.2,-2.5,-0.1
Brad Wanamaker,2019,101869000,0.0082,468,BOS,838464,,Minimum Salary,838464,wanambr01_2019,wanambr01,PG,29,36,343,14.3,0.597,0.371,0.267,0.9,11.8,6.4,22.5,1.7,0.5,13.9,17.1,0.6,0.4,1,0.134,-1.3,0.7,-0.7,0.1
Brad Wanamaker,2020,109140000,0.0132,411,BOS,1445697,,Minimum Salary,1445697,wanambr01_2020,wanambr01,PG,30,71,1369,12.8,0.577,0.282,0.376,1.7,9.4,5.6,17.8,2.2,0.9,15.3,15.5,1.8,1.8,3.5,0.124,-1.9,1.3,-0.6,0.5
Brad Wanamaker,2021,109140000,0.0206,328,GSW,2250000,,Mini MLE,2250000,wanambr01_2021,wanambr01,PG,31,61,1053,9.5,0.489,0.284,0.338,1.8,8.8,5.3,22.5,1.9,1,17.1,16.9,-0.2,1,0.9,0.039,-4.6,-0.2,-4.8,-0.7
Bradley Beal,2013,58044000,0.0712,161,WAS,4133280,4133280,1st Round Pick,8452560,bealbr01_2013,bealbr01,SG,19,56,1745,13.6,0.515,0.344,0.231,2.7,10.8,6.7,13.7,1.5,1.3,10.6,22.2,1,2,3,0.082,0,0.2,0.2,1
Bradley Beal,2014,58679000,0.0736,156,WAS,4319280,4319280,1st Round Pick,8824560,bealbr01_2014,bealbr01,SG,20,73,2530,14.3,0.507,0.299,0.164,2.4,10.2,6.3,16,1.4,0.6,9.4,24.3,1.6,2.4,4,0.076,0.3,-0.7,-0.4,1
Bradley Beal,2015,63065000,0.0714,162,WAS,4505280,5694674,1st Round Pick,10199954,bealbr01_2015,bealbr01,SG,21,63,2107,14,0.521,0.304,0.195,3.1,9.6,6.4,15,1.8,0.7,11.7,22.5,1.3,2.4,3.7,0.085,-0.1,0.2,0.1,1.1
Bradley Beal,2016,70000000,0.0814,132,WAS,5694674,,1st Round Pick,5694674,bealbr01_2016,bealbr01,SG,22,55,1708,15.5,0.547,0.339,0.22,2.6,9.8,6.2,15.6,1.5,0.5,11.3,25.3,1.4,1.3,2.7,0.076,1.2,-0.9,0.3,1
Bradley Beal,2017,94143000,0.2349,15,WAS,22116750,23775506,Cap Space,127171313,bealbr01_2017,bealbr01,SG,23,77,2684,20.1,0.604,0.418,0.259,2.2,7.8,5,16.2,1.5,0.7,9.6,26.5,6.9,1.6,8.5,0.152,4.2,-1,3.3,3.5
Bradley Beal,2018,99093000,0.2399,20,WAS,23775506,25434263,Cap Space,105054563,bealbr01_2018,bealbr01,SG,24,82,2977,18.4,0.564,0.357,0.249,2.3,11.5,6.9,21,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.111,2.9,-0.7,2.2,3.1
Bradley Beal,2019,101869000,0.2497,23,WAS,25434263,27093019,Cap Space,81279057,bealbr01_2019,bealbr01,SG,25,82,3028,20.8,0.581,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11,28.4,5.9,1.7,7.6,0.12,3.8,-0.8,2.9,3.7
Bradley Beal,2020,109140000,0.2482,34,WAS,27093019,28751775,Cap Space,90346924,bealbr01_2020,bealbr01,SG,26,57,2053,23.2,0.579,0.369,0.351,2.7,10.5,6.4,29.5,1.6,1,11.4,34.4,4.5,0.6,5.1,0.118,5.3,-2.4,2.9,2.5
Bradley Beal,2021,109140000,0.2634,31,WAS,28751775,34502130,Cap Space,63253905,bealbr01_2021,bealbr01,SG,27,60,2147,22.7,0.593,0.27,0.332,3.6,10.4,7,21.3,1.5,0.9,10.6,34.1,4.2,1.7,5.9,0.132,4.9,-1.7,3.2,2.8
Brandan Wright,2013,58044000,0.0171,371,DAL,992680,992680,Minimum Salary,992680,wrighbr03_2013,wrighbr03,C,25,64,1149,21,0.606,0.007,0.238,8.4,16.7,12.6,5.6,1.2,5.2,7.1,19,2.8,1.3,4.1,0.172,2.1,0.4,2.5,1.3
Brandan Wright,2014,58679000,0.0852,138,DAL,5000000,5000000,Early Bird Rights,10000000,wrighbr03_2014,wrighbr03,C,26,58,1077,23.5,0.695,0,0.32,11,15.1,13.1,4.7,1.5,4.2,8.5,17.4,4.1,1,5.1,0.227,3.4,0,3.4,1.5
Brandan Wright,2015,63065000,0.0793,150,BOS,5000000,,Early Bird Rights,5000000,wrighbr03_2015,wrighbr03,PF,27,75,1449,20.4,0.66,0.008,0.309,9.6,14.7,12.1,4.4,1.7,5.1,7.6,13.6,4.3,1.8,6.1,0.202,2.1,1.6,3.7,2.1
Brandan Wright,2016,70000000,0.0786,143,MEM,5500000,5700000,MLE,17200000,wrighbr03_2016,wrighbr03,PF,28,12,212,18.3,0.663,0,0.462,7.2,16.3,11.6,4.7,1.2,6.6,13.8,15.4,0.4,0.2,0.7,0.147,0,0.7,0.7,0.1
Brandan Wright,2017,94143000,0.0605,176,MEM,5700000,6000000,MLE,11700000,wrighbr03_2017,wrighbr03,PF,29,28,447,18.5,0.628,0.007,0.259,7.7,12.4,10,6,1.3,4.3,6.2,16.3,1.1,0.5,1.6,0.177,1,0.7,1.7,0.4
Brandan Wright,2018,99093000,0.0601,183,MEM,5955760,,MLE,5955760,wrighbr03_2018,wrighbr03,PF,30,28,381,19,0.596,0,0.324,9.8,19.3,14.4,5.6,1.7,6.4,6.4,14.7,0.8,0.5,1.3,0.163,1.1,1,2.1,0.4
Branden Dawson,2016,70000000,0.0075,462,LAC,525093,874636,Minimum Salary,525093,dawsobr01_2016,dawsobr01,PF,22,6,29,7.1,0.46,0,0.2,7.6,7.4,7.5,0,0,2.7,0,8.5,0,0,0,0.069,-3.6,-2,-5.7,0
Brandon Bass,2013,58044000,0.1034,114,BOS,6000000,6000000,Bird Rights,19350000,bassbr01_2013,bassbr01,PF,27,81,2239,12.3,0.535,0.003,0.255,7,15.2,11.2,6,1,2.3,10.9,15.5,2,2.7,4.7,0.101,-1.9,0,-1.9,0.1
Brandon Bass,2014,58679000,0.1099,106,BOS,6450000,6450000,Bird Rights,13350000,bassbr01_2014,bassbr01,PF,28,82,2266,15,0.549,0.008,0.33,7.8,15.9,11.8,6.4,0.8,2.4,10.9,18.2,3.2,1.9,5.1,0.107,-0.6,-0.6,-1.1,0.5
Brandon Bass,2015,63065000,0.1094,104,BOS,6900000,,Bird Rights,6900000,bassbr01_2015,bassbr01,PF,29,82,1929,16.3,0.557,0.047,0.313,7.8,14.9,11.3,8.6,1.1,1.3,9.6,19.5,3.4,1.9,5.3,0.132,0.5,-0.5,0,1
Brandon Bass,2016,70000000,0.0429,234,LAL,3000000,3000000,Cap Space,6000000,bassbr01_2016,bassbr01,PF,30,66,1342,17.4,0.619,0.006,0.467,8.1,15,11.4,9.2,1.2,3.2,9.9,13.9,3.4,0.7,4.1,0.146,0.6,0,0.6,0.9
Brandon Bass,2017,94143000,0.0165,336,LAC,1551659,,Minimum Salary,1551659,bassbr01_2017,bassbr01,PF,31,52,577,19.7,0.65,0.016,0.473,8.6,16.2,12.5,5.7,1.2,1.6,11.4,19.7,1.6,0.6,2.2,0.186,1.2,-0.8,0.4,0.4
Brandon Clarke,2020,109140000,0.0227,309,MEM,2478840,2602920,1st Round Pick,5081760,clarkbr01_2020,clarkbr01,PF,23,58,1300,20.9,0.663,0.134,0.234,7.6,20.1,14,9.5,1.1,3.2,9.4,18.7,3.4,1.6,5,0.183,2.4,0.7,3.1,1.7
Brandon Clarke,2021,109140000,0.0238,294,MEM,2602920,2726880,1st Round Pick,5329800,clarkbr01_2021,clarkbr01,PF,24,59,1415,17.3,0.56,0.156,0.228,7.2,17.5,12.3,9.5,2,3.2,5.7,17.2,2.2,2,4.2,0.142,0.3,1,1.3,1.2
Brandon Davies,2014,58679000,0.0084,495,PHI,490180,490180,Cap Space,490180,daviebr01_2014,daviebr01,PF,22,51,575,7.5,0.476,0.078,0.414,6.9,13.9,10.2,7.1,2,1.1,18.8,13.7,-0.3,0.4,0.1,0.008,-5.7,-0.6,-6.3,-0.6
Brandon Davies,2015,63065000,0.0129,444,BRK,816482,947276,Cap Space,,daviebr01_2015,daviebr01,PF,23,27,423,10.5,0.463,0.248,0.27,9.4,12.1,10.7,12.4,2.1,1.3,15.9,18.9,-0.2,0.4,0.2,0.028,-3.9,-0.6,-4.5,-0.3
Brandon Goodwin,2021,109140000,0.0156,383,ATL,1701593,,,,goodwbr01_2021,goodwbr01,PG,25,47,620,9.2,0.471,0.462,0.193,1.4,10.6,6.1,21.6,1.3,0,13,19.5,-0.2,0.4,0.2,0.013,-2.7,-0.8,-3.5,-0.2
Brandon Ingram,2017,94143000,0.0561,188,LAL,5281680,5519400,1st Round pick,10801080,ingrabr01_2017,ingrabr01,SF,19,79,2279,8.5,0.474,0.273,0.312,2.8,12.7,7.6,10.5,1.1,1.3,12.9,16.8,-1,0.7,-0.3,-0.007,-3,-1.4,-4.4,-1.4
Brandon Ingram,2018,99093000,0.0557,189,LAL,5519400,5757120,1st Round pick,11276520,ingrabr01_2018,ingrabr01,SF,20,59,1975,13.8,0.536,0.138,0.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,1,1.8,2.8,0.068,-0.9,-0.3,-1.2,0.4
Brandon Ingram,2019,101869000,0.0565,194,LAL,5757120,7265485,1st Round pick,13022605,ingrabr01_2019,ingrabr01,SF,21,52,1760,13.4,0.555,0.129,0.396,2.5,13,7.8,12.9,0.7,1.4,13.1,23.2,0.6,1.4,2,0.055,-1.3,-0.7,-2,0
Brandon Ingram,2020,109140000,0.0666,164,NOP,7265485,,1st Round pick,7265485,ingrabr01_2020,ingrabr01,PF,22,62,2104,18.8,0.587,0.35,0.336,2.6,16.6,9.6,19.3,1.3,1.5,13.1,28.1,3.3,1.8,5.1,0.115,2.5,-0.4,2.1,2.2
Brandon Ingram,2021,109140000,0.25,41,NOP,27285000,29467800,Bird,158253000,ingrabr01_2021,ingrabr01,SF,23,61,2093,19.2,0.584,0.341,0.291,1.8,13.7,7.8,22.4,1,1.6,11,28,3.9,1.3,5.3,0.12,3.6,-1.4,2.2,2.2
Brandon Jennings,2013,58044000,0.0548,209,MIL,3179493,3179493,1st Round Pick,3179493,jennibr01_2013,jennibr01,PG,23,80,2897,16.1,0.51,0.37,0.225,2.1,7.2,4.6,29.1,2.2,0.3,12.9,23.7,3.6,2.2,5.8,0.096,1.7,-0.6,1.1,2.2
Brandon Jennings,2014,58679000,0.1305,88,DET,7655503,7655503,Bird Rights,24000000,jennibr01_2014,jennibr01,PG,24,80,2728,15.6,0.486,0.403,0.283,2.2,7.8,4.9,34.4,1.9,0.2,14.4,23.4,3,0.9,3.9,0.068,1.9,-1.9,0.1,1.4
Brandon Jennings,2015,63065000,0.1269,85,DET,8000000,8344497,Bird Rights,16344497,jennibr01_2015,jennibr01,PG,25,41,1173,19.7,0.522,0.389,0.263,1.9,8,4.8,39.9,1.9,0.3,12.9,26.3,2.6,0.7,3.3,0.136,4,-0.6,3.3,1.6
Brandon Jennings,2016,70000000,0.1192,91,DET,8344497,,Bird Rights,8344497,jennibr01_2016,jennibr01,PG,26,48,868,13.7,0.491,0.51,0.257,2,10.4,6.1,29.2,1.7,0.7,14.4,20,0.8,0.7,1.5,0.082,0.2,-0.7,-0.4,0.3
Brandon Jennings,2017,94143000,0.0531,194,NYK,5000000,,Cap Space,5000000,jennibr01_2017,jennibr01,PG,27,81,1802,12.1,0.479,0.471,0.284,1.8,10.1,5.9,30.4,1.9,0.2,17.5,17.6,0.7,1,1.7,0.046,-1.2,-1.2,-2.4,-0.2
Brandon Knight,2013,58044000,0.0461,241,DET,2678640,2678640,1st Round Pick,5472600,knighbr03_2013,knighbr03,PG,21,75,2365,12,0.511,0.372,0.256,2.6,9.6,6,21.3,1.3,0.3,17.3,22.8,0.3,0.8,1.1,0.022,-0.9,-1.9,-2.8,-0.5
Brandon Knight,2014,58679000,0.0476,224,MIL,2793960,2793960,1st Round Pick,6347877,knighbr03_2014,knighbr03,PG,22,72,2400,16.5,0.523,0.31,0.296,2.1,10.3,6.1,26.6,1.5,0.6,13.2,26.8,2.4,0.4,2.8,0.055,1.7,-2.2,-0.5,0.9
Brandon Knight,2015,63065000,0.0564,195,MIL,3553917,,1st Round Pick,3553917,knighbr03_2015,knighbr03,PG-SG,23,63,2035,17.1,0.543,0.361,0.251,1.6,12,6.8,27.4,2.3,0.4,16.1,25.9,2,2.5,4.5,0.106,1.9,-0.3,1.6,1.9
Brandon Knight,2016,70000000,0.1714,57,PHO,12000000,13000000,,70000000,knighbr03_2016,knighbr03,SG,24,52,1870,14.7,0.522,0.392,0.204,2,9.9,5.9,24.4,1.6,0.9,15.4,26.2,0.7,0.9,1.7,0.043,0.9,-1.5,-0.6,0.6
Brandon Knight,2017,94143000,0.1339,73,PHO,12606250,13618750,,56500000,knighbr03_2017,knighbr03,SG,25,54,1140,12.4,0.502,0.265,0.293,2.3,9.1,5.6,17.8,1.1,0.4,12.9,25,0.1,0.2,0.3,0.015,-0.8,-2.1,-2.8,-0.2
Brandon Knight,2019,101869000,0.1436,84,HOU,14631250,15643750,,30275000,knighbr03_2019,knighbr03,PG,27,39,736,8.9,0.484,0.496,0.131,1.4,7.7,4.4,14.4,1.4,0.2,9.8,18.1,-0.1,0,0,-0.002,-3.5,-2,-5.4,-0.6
Brandon Knight,2020,109140000,0.1433,77,CLE,15643750,,,15643750,knighbr03_2020,knighbr03,SG-PG,28,25,462,8.5,0.503,0.784,0.204,1,9.1,5,21.6,1.1,0.6,17.3,20.6,-0.2,0.1,-0.1,-0.01,-1.8,-2.6,-4.4,-0.3
Brandon Paul,2018,99093000,0.0082,471,SAS,815615,1378242,Minimum Salary,815615,paulbr01_2018,paulbr01,SG,26,64,576,7.4,0.504,0.425,0.339,1.1,12,6.5,9,2.2,1,16.6,13.6,-0.3,0.8,0.5,0.045,-5.1,1.6,-3.5,-0.2
Brandon Roy,2013,58044000,0.0879,132,MIN,5100000,5100000,Cap Space,10429500,roybr01_2013,roybr01,SG,28,5,122,8.3,0.368,0.257,0.286,2.7,10.6,6.6,28.8,1.3,0,15.1,17,-0.1,0.1,0,-0.017,-3.5,-0.8,-4.2,-0.1
Brandon Rush,2013,58044000,0.0689,173,GSW,4000000,4000000,Bird Rights,4000000,rushbr01_2013,rushbr01,SF,27,2,25,11.9,0.678,0.222,0.333,0,4.3,2.2,14.5,0,0,22.5,23.9,0,0,0,0.051,-2.7,1.7,-1,0
Brandon Rush,2014,58679000,0.0682,164,UTA,4000000,4000000,Bird Rights,4000000,rushbr01_2014,rushbr01,SG,28,38,418,4.1,0.428,0.522,0.056,1.3,11.1,6.1,8.5,0.6,1.7,17.8,12.3,-0.5,0,-0.4,-0.05,-4.2,-1.3,-5.6,-0.4
Brandon Rush,2015,63065000,0.0182,355,GSW,1145685,1270964,Minimum Salary,1145685,rushbr01_2015,rushbr01,SG,29,33,271,0.8,0.255,0.5,0.204,1.6,14.3,8.2,5.4,0.9,3.3,15.8,11.2,-0.7,0.4,-0.3,-0.056,-7.1,-0.3,-7.3,-0.4
Brandon Rush,2016,70000000,0.0182,353,GSW,1270964,,Minimum Salary,1270964,rushbr01_2016,rushbr01,SG,30,72,1055,10.1,0.56,0.604,0.108,2.3,15.4,9.2,7,0.9,1.6,10.8,12.5,0.8,1.2,2,0.09,-0.6,-0.2,-0.8,0.3
Brandon Rush,2017,94143000,0.0372,240,MIN,3500000,,Cap Space,3500000,rushbr01_2017,rushbr01,SG,31,47,1030,6.6,0.505,0.61,0.096,1.8,9.5,5.6,5.8,1.1,1.9,12.6,9.6,0.1,0.3,0.4,0.019,-2,-0.5,-2.5,-0.1
Brendan Haywood,2013,58044000,0.0327,288,CHA,1900000,1900000,Cap Space,5700000,haywobr01_2013,haywobr01,C,33,61,1162,8.7,0.441,0.005,0.306,12,16.7,14.3,3.9,0.7,3.4,16.9,11.5,-0.2,0.4,0.1,0.006,-4.2,-1.8,-6,-1.2
Brendan Haywood,2015,63065000,0.0351,263,CLE,2213688,10522500,Cap Space,2213688,haywobr01_2015,haywobr01,C,35,22,119,9.1,0.49,0,0.433,5.9,21.9,14,2.5,0.9,6.6,21.9,17.3,-0.2,0.2,0,0.008,-7,0.7,-6.3,-0.1
Brian Roberts,2013,58044000,0.0082,495,NOH,473604,473604,Minimum Salary,473604,roberbr01_2013,roberbr01,PG,27,78,1324,14.6,0.509,0.299,0.151,1.5,7.3,4.4,28.2,1.5,0.2,11.5,21.6,2,0.2,2.2,0.078,0.8,-1.4,-0.6,0.5
Brian Roberts,2014,58679000,0.0134,458,NOP,788872,788872,Minimum Salary,50000,roberbr01_2014,roberbr01,PG,28,72,1667,13.4,0.529,0.306,0.229,1.2,8.4,4.7,22.1,1.3,0.4,12.9,20,2,0.2,2.2,0.063,-0.1,-1.6,-1.7,0.1
Brian Roberts,2015,63065000,0.0433,244,CHO,2732000,2854940,Room Exception,5586940,roberbr01_2015,roberbr01,PG,29,72,1330,11.7,0.495,0.427,0.164,1,8.2,4.5,20.3,1.3,0.4,10.5,18.6,0.6,1.2,1.8,0.064,-1.5,-0.2,-1.7,0.1
Brian Roberts,2016,70000000,0.0408,243,CHO,2854940,,Room Exception,2854940,roberbr01_2016,roberbr01,PG,30,51,470,13.8,0.552,0.255,0.285,1.4,8.2,4.8,18.6,1.1,0.3,11,19.8,0.7,0.3,1,0.105,-0.9,-0.7,-1.6,0
Brian Roberts,2017,94143000,0.0112,396,CHO,1050961,,Minimum Salary,1050961,roberbr01_2017,roberbr01,PG,31,41,416,9.8,0.51,0.361,0.32,1.3,9,5.2,18.7,1.1,0.2,15.7,17.9,0,0.3,0.2,0.028,-2.8,-1.3,-4.2,-0.2
Briante Weber,2017,94143000,0.0035,489,MIA,328000,,,328000,weberbr01_2017,weberbr01,PG,24,20,205,11,0.462,0.167,0.267,4.3,9.6,7,15,2.9,0.4,10.7,16.3,0,0.2,0.3,0.059,-4.5,0.8,-3.7,-0.1
Briante Weber,2018,99093000,5.00E-04,525,LAL,50000,,,50000,weberbr01_2018,weberbr01,PG,25,18,237,10.1,0.527,0.256,0.233,3.8,13.1,8.4,13.1,3.8,1.9,24,11.7,0,0.4,0.4,0.072,-4.1,2.8,-1.3,0
Briante Weber,2018,99093000,5.00E-04,528,HOU,50000,,,50000,weberbr01_2018,weberbr01,PG,25,18,237,10.1,0.527,0.256,0.233,3.8,13.1,8.4,13.1,3.8,1.9,24,11.7,0,0.4,0.4,0.072,-4.1,2.8,-1.3,0
