date,TeamA,TeamB,bestodds,bestodds,pct bets A,pct bet B,Number of bets,TeamA,TeamB,A_bestodds,B_bestodds,pct bets A,pct bet B,c_Total,c_TotalResult,c_AwaySP,c_HomeSP,c_AwayScore,c_HomeScore
8/28/2024,TEX,CHW,o9.5-104,u9-110,0.69,0.31,7128,TEX,CHW,-109,205,0.86,0.14,9,Under,J. Leiter,M. Foster,4,3
8/28/2024,LAA,DET,o9-104,u9-105,0.92,0.08,11657,LAA,DET,140,-159,0.13,0.87,9,Under,G. Canning,M. Englert,2,3
8/28/2024,MIA,COL,o11+100,u11-112,0.8,0.2,18720,MIA,COL,120,-129,0.28,0.72,11,Under,M. Meyer,K. Freeland,2,8
8/28/2024,NYM,AZ,o9+100,u8.5+104,0.95,0.05,20634,NYM,AZ,123,-120,0.29,0.71,9,Over,L. Severino,E. Rodriguez,5,8
8/28/2024,BAL,LAD,o8.5-104,u8.5-107,0.91,0.09,27333,BAL,LAD,100,-110,0.35,0.65,8.5,Over,C. Burnes,W. Buehler,4,6
8/29/2024,LAA,DET,o9-106,u9-104,0.77,0.23,12328,LAA,DET,152,-175,0.13,0.87,9,Under,J. Kochanowicz,K. Montero,3,0
8/29/2024,TEX,CHW,o8.5-112,u8.5+100,0.79,0.21,13252,TEX,CHW,-275,500,0.88,0.12,8.5,Under,N. Eovaldi,N. Nastrini,2,1
8/29/2024,SF,MIL,o8.5+100,u8-102,0.87,0.13,15277,SF,MIL,112,-122,0.19,0.81,8,Under,H. Birdsong,A. Civale,0,6
8/29/2024,SD,STL,o7.5-105,u7.5+100,0.9,0.1,19412,SD,STL,-102,-110,0.61,0.39,7.5,Under,M. King,S. Gray,1,4
8/29/2024,MIA,COL,o11.5+105,u11-103,0.55,0.45,12354,MIA,COL,120,-130,0.31,0.69,11.5,Over,V. Bellozo,B. Blalock,12,8
8/29/2024,NYM,AZ,o8.5+100,u8+100,0.87,0.13,17332,NYM,AZ,105,-120,0.32,0.68,8,Under,D. Peterson,R. Nelson,3,2
8/29/2024,OAK,CIN,o10.5-108,u10.5+100,0.76,0.24,12939,OAK,CIN,122,-134,0.27,0.73,10.5,Over,J. Ginn,J. Aguiar,9,10
8/29/2024,ATL,PHI,o8.5+100,u8-102,0.74,0.26,18902,ATL,PHI,148,-125,0.19,0.81,8,Over,C. Morton,C. Sanchez,4,5
8/29/2024,TOR,BOS,o8.5-103,u8-105,0.86,0.14,21825,TOR,BOS,120,-130,0.18,0.82,8,Under,B. Francis,K. Crawford,2,0
8/29/2024,KC,HOU,o8+100,u7.5+102,0.9,0.1,24117,KC,HOU,140,-158,0.2,0.8,7.5,Over,B. Singer,H. Brown,3,6
8/29/2024,BAL,LAD,o9-105,u8.5+110,0.83,0.17,24668,BAL,LAD,123,-140,0.13,0.87,8.5,Over,C. Povich,Bo. Miller,3,6
8/30/2024,MIL,CIN,o9-115,u9+100,0.66,0.34,18447,MIL,CIN,-115,360,0.74,0.26,8.5,Over,C. Rea,N. Martinez,5,4
8/30/2024,BOS,DET,o8.5-110,u8.5+100,0.86,0.14,14358,BOS,DET,-118,104,0.66,0.34,8.5,Over,T. Houck,C. Mize,7,5
8/30/2024,MIL,CIN,o10+105,u9.5+100,0.61,0.39,6295,MIL,CIN,102,-115,0.44,0.56,8.5,Over,C. Rea,N. Martinez,5,4
8/30/2024,ATL,PHI,o7.5+100,u7.5-115,0.74,0.26,18256,ATL,PHI,120,-134,0.21,0.79,7.5,Over,R. Lopez,R. Suarez,7,2
8/30/2024,CHC,WAS,o8+100,u8-105,0.86,0.14,16075,CHC,WAS,-154,138,0.8,0.2,8,Over,S. Imanaga,J. Irvin,7,6
8/30/2024,SD,TB,o7.5-105,u7.5-109,0.9,0.1,18089,SD,TB,110,-118,0.29,0.71,7.5,Over,M. Perez,T. Bradley,13,5
8/30/2024,STL,NYY,o8.5-110,u8.5+100,0.88,0.12,17130,STL,NYY,160,-184,0.08,0.92,8.5,Over,E. Fedde,M. Stroman,3,6
8/30/2024,PIT,CLE,o9+100,u8.5+102,0.91,0.09,18503,PIT,CLE,130,-148,0.15,0.85,8.5,Over,B. Falter,B. Lively,8,10
8/30/2024,OAK,TEX,o8.5-108,u8.5-108,0.92,0.08,14353,OAK,TEX,125,225,0.16,0.84,8.5,Over,J. Sears,Jon. Gray,9,2
8/30/2024,TOR,MIN,o8+100,u7.5+105,0.93,0.07,13919,TOR,MIN,160,-182,0.15,0.85,8,Under,K. Gausman,P. Lopez,0,2
8/30/2024,NYM,CHW,o9.5-105,u9+100,0.84,0.16,12394,NYM,CHW,-152,190,0.94,0.06,9.5,Under,Ty. Megill,J. Cannon,5,1
8/30/2024,KC,HOU,o7.5-105,u7.5-105,0.94,0.06,18503,KC,HOU,160,-180,0.15,0.85,7.5,Under,S. Lugo,F. Valdez,2,3
8/30/2024,BAL,COL,o11-115,u11+100,0.7,0.3,20250,BAL,COL,-139,130,0.82,0.18,11,Under,A. Suarez,A. Gomber,5,3
8/30/2024,SEA,LAA,o8.5-105,u8.5-105,0.55,0.45,11299,SEA,LAA,-186,162,0.89,0.11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8/30/2024,LAD,AZ,o8.5-107,u8.5-110,0.91,0.09,16610,LAD,AZ,-130,120,0.74,0.26,8.5,Over,C. Kershaw,Z. Gallen,10,9
8/30/2024,MIA,SF,o7-118,u7+105,0.87,0.13,16388,MIA,SF,240,-275,0.06,0.94,7.5,Under,A. Oller,B. Snell,1,3
8/31/2024,STL,NYY,o9.5-102,u9-103,0.81,0.19,13833,STL,NYY,145,950,0.06,0.94,9.5,Over,K. Gibson,W. Warren,6,5
8/31/2024,CHC,WAS,o10.5-114,u9+100,0.89,0.11,12611,CHC,WAS,-110,280,0.7,0.3,9,Under,J. Assad,D. Herz,5,3
8/31/2024,SD,TB,o8-106,u8-105,0.95,0.05,10062,SD,TB,112,-110,0.32,0.68,8,Over,R. Vasquez,S. Baz,4,11
8/31/2024,PIT,CLE,o8.5-105,u8.5-105,0.94,0.06,9476,PIT,CLE,170,-190,0.13,0.87,8.5,Under,L. Ortiz2,M. Boyd,3,0
8/31/2024,BOS,DET,o7.5-109,u7.5-105,0.93,0.07,14762,BOS,DET,128,-140,0.19,0.81,7.5,Under,N. Pivetta,T. Skubal,1,2
8/31/2024,OAK,TEX,o8.5-108,u8.5-109,0.93,0.07,12500,OAK,TEX,143,-165,0.18,0.82,8.5,Under,J. Estes,C. Bradford,2,3
8/31/2024,NYM,CHW,o9-110,u9-104,0.82,0.18,10546,NYM,CHW,-190,175,0.92,0.08,9,Under,J. Quintana,D. Martin,5,3
8/31/2024,KC,HOU,o7.5+105,u7+102,0.88,0.12,12793,KC,HOU,110,-125,0.2,0.8,7.5,Under,C. Ragans,Y. Kikuchi,2,5
8/31/2024,TOR,MIN,o9-108,u9-106,0.64,0.36,8017,TOR,MIN,124,-139,0.16,0.84,9,Over,J. Berrios,Z. Matthews,15,0
8/31/2024,ATL,PHI,o7.5-115,u7.5+100,0.86,0.14,16009,ATL,PHI,148,-165,0.14,0.86,7.5,Under,M. Fried,Z. Wheeler,0,3
8/31/2024,MIL,CIN,o9+110,u8.5+100,0.92,0.08,10980,MIL,CIN,-130,115,0.77,0.23,8.5,Over,F. Montas,F. Cruz,5,4
8/31/2024,BAL,COL,o11-110,u11-108,0.67,0.33,13692,BAL,COL,-139,140,0.92,0.08,11,Over,D. Kremer,R. Feltner,5,7
8/31/2024,LAD,AZ,o9.5+102,u9+102,0.76,0.24,14217,LAD,AZ,-130,118,0.74,0.26,9.5,Over,G. Stone,M. Kelly,8,6
8/31/2024,MIA,SF,o7.5-112,u7.5+100,0.86,0.14,10152,MIA,SF,123,-140,0.12,0.88,7.5,Under,E. Cabrera,M. Black,4,3
8/31/2024,SEA,LAA,o8+100,u7.5-104,0.94,0.06,12768,SEA,LAA,-164,145,0.86,0.14,7.5,Over,B. Woo,T. Anderson,4,5
9/1/2024,MIL,CIN,o9.5+100,u9.5-105,0.76,0.24,11662,MIL,CIN,300,116,0.75,0.25,9.5,Under,T. Myers,B. Williamson,3,4
9/1/2024,STL,NYY,o9.5-105,u9.5+100,0.83,0.17,19881,STL,NYY,210,-240,0.05,0.95,9.5,Over,M. Mikolas,N. Cortes Jr.,14,7
9/1/2024,CHC,WAS,o9-104,u9-105,0.94,0.06,12530,CHC,WAS,-126,115,0.72,0.28,9,Over,J. Wicks,M. Parker,14,1
9/1/2024,SD,TB,o7+102,u6.5+105,0.91,0.09,16337,SD,TB,-120,410,0.71,0.29,7,Push,D. Cease,R. Pepiot,4,3
9/1/2024,BOS,DET,o9.5+102,u9.5-115,0.79,0.21,8441,BOS,DET,-108,-105,0.66,0.34,9.5,Under,C. Criswell,B. Brieske,1,4
9/1/2024,PIT,CLE,o6.5-105,u7.5-105,0.89,0.11,11182,PIT,CLE,135,-155,0.14,0.86,7.5,Under,M. Keller,A. Cobb,1,6
9/1/2024,NYM,CHW,o8-104,u7.5+100,0.86,0.14,15943,NYM,CHW,-176,158,0.91,0.09,7.5,Under,S. Manaea,G. Crochet,2,0
9/1/2024,KC,HOU,o8.5+100,u8.5-110,0.92,0.08,13485,KC,HOU,140,-155,0.14,0.86,8.5,Over,A. Marsh,R. Blanco,2,7
9/1/2024,TOR,MIN,o8-102,u7.5-105,0.82,0.18,13192,TOR,MIN,750,-267,0.1,0.9,7.5,Under,Ye. Rodriguez,B. Ober,3,4
9/1/2024,OAK,TEX,o9+110,u8.5+102,0.92,0.08,9673,OAK,TEX,116,-125,0.21,0.79,9,Over,M. Spence,W. Pennington,4,6
9/1/2024,BAL,COL,o11+100,u10.5+102,0.76,0.24,14989,BAL,COL,-188,163,0.89,0.11,10.5,Under,Z. Eflin,T. Blach,6,1
9/1/2024,MIA,SF,o7.5+105,u7-102,0.69,0.31,12884,MIA,SF,235,-275,0.08,0.92,7,Over,D. McCaughan,L. Webb,7,5
9/1/2024,SEA,LAA,o9+100,u9+100,0.89,0.11,13394,SEA,LAA,-176,162,0.83,0.17,9,Under,Br. Miller,C. Dana,2,3
9/1/2024,LAD,AZ,o15.5+102,u9-105,0.92,0.08,16898,LAD,AZ,-105,-108,0.41,0.59,9,Over,J. Wrobleski,B. Pfaadt,3,14
9/1/2024,ATL,PHI,o8-115,u8+100,0.73,0.27,32029,ATL,PHI,112,-129,0.2,0.8,8,Under,S. Schwellenbach,A. Nola,2,3
9/2/2024,STL,MIL,o7.5-104,u7.5-110,0.89,0.11,22850,STL,MIL,145,-162,0.12,0.88,7.5,Over,A. Pallante,F. Peralta,3,9
9/2/2024,CHW,BAL,o8+100,u8-112,0.88,0.12,21022,CHW,BAL,360,-420,0.06,0.94,8,Over,C. Flexen,C. Burnes,3,13
9/2/2024,CLE,KC,o8+100,u8-109,0.96,0.04,22184,CLE,KC,-102,-110,0.31,0.69,7.5,Under,G. Williams,M. Wacha,4,2
9/2/2024,HOU,CIN,o9.5+100,u9.5-115,0.78,0.22,22305,HOU,CIN,-160,140,0.8,0.2,9.5,Under,J. Verlander,J. Aguiar,3,5
9/2/2024,LAD,AZ,o9+102,u8.5+100,0.88,0.12,28156,LAD,AZ,-130,116,0.72,0.28,9,Over,J. Flaherty,E. Rodriguez,11,6
9/2/2024,DET,SD,o8-105,u8-108,0.97,0.03,15166,DET,SD,175,-195,0.11,0.89,8,Under,T. Holton,J. Musgrove,0,3
9/2/2024,MIN,TB,o8-102,u7.5+100,0.98,0.02,14328,MIN,TB,-110,-102,0.55,0.45,8,Over,S. Woods-Richardson,Z. Littell,5,4
9/2/2024,SEA,OAK,o7.5+104,u7+102,0.92,0.08,22194,SEA,OAK,-140,120,0.78,0.22,7,Over,L. Gilbert,O. Bido,4,5
9/2/2024,BOS,NYM,o8.5+100,u8-105,0.89,0.11,26778,BOS,NYM,100,-115,0.28,0.72,8,Under,B. Bello,L. Severino,1,4
9/2/2024,PIT,CHC,o7.5+100,u7.5-110,0.98,0.02,23850,PIT,CHC,130,-145,0.13,0.87,7.5,Over,J. Jones,J. Taillon,5,3
9/2/2024,NYY,TEX,o9+102,u8.5+100,0.97,0.03,30872,NYY,TEX,-185,170,0.86,0.14,9,Over,G. Cole,J. Leiter,8,4
9/3/2024,CHW,BAL,o9+100,u8.5+105,0.89,0.11,24466,CHW,BAL,270,-320,0.05,0.95,8.5,Over,N. Nastrini,C. Povich,0,9
9/3/2024,WAS,MIA,o8.5-103,u8+100,0.79,0.21,20886,WAS,MIA,-102,-115,0.4,0.6,8.5,Under,P. Corbin,M. Meyer,6,2
9/3/2024,MIN,TB,o7-110,u7+102,0.88,0.12,17513,MIN,TB,-104,-108,0.34,0.66,7,Under,D. Festa,J. Springs,1,2
9/3/2024,PHI,TOR,o9+105,u8.5+100,0.86,0.14,26192,PHI,TOR,104,-110,0.36,0.64,8.5,Over,T. Phillips,C. Bassitt,10,9
9/3/2024,BOS,NYM,o7.5-114,u7.5+100,0.83,0.17,26485,BOS,NYM,120,-130,0.17,0.83,7.5,Over,K. Crawford,D. Peterson,2,7
9/3/2024,COL,ATL,o7.5+100,u7.5-110,0.92,0.08,23683,COL,ATL,335,-350,0.04,0.96,7.5,Under,K. Freeland,C. Sale,0,3
9/3/2024,CLE,KC,o8-109,u8-105,0.9,0.1,21568,CLE,KC,-130,120,0.61,0.39,8,Push,T. Bibee,B. Singer,7,1
9/3/2024,STL,MIL,o8+100,u8-110,0.92,0.08,20265,STL,MIL,135,-150,0.11,0.89,8,Over,S. Matz,A. Civale,7,4
9/3/2024,PIT,CHC,o7.5-105,u7.5-105,0.9,0.1,28712,PIT,CHC,-120,105,0.68,0.32,7.5,Under,P. Skenes,K. Hendricks,5,0
9/3/2024,NYY,TEX,o8.5-105,u8.5-104,0.97,0.03,25430,NYY,TEX,265,140,0.82,0.18,8.5,Over,C. Rodon,A. Heaney,4,7
9/3/2024,LAD,LAA,o9.5+100,u9+100,0.83,0.17,26000,LAD,LAA,-180,163,0.91,0.09,9,Under,W. Buehler,R. Detmers,6,2
9/3/2024,SEA,OAK,o8.5-108,u8+100,0.7,0.3,19185,SEA,OAK,-154,136,0.79,0.21,8.5,Under,L. Castillo,J. Ginn,2,3
9/3/2024,AZ,SF,o8-105,u7.5+100,0.97,0.03,22325,AZ,SF,-115,750,0.75,0.25,7.5,Over,R. Nelson,K. Harrison,8,7
9/4/2024,PHI,TOR,o7.5+100,u7.5+100,0.97,0.03,23617,PHI,TOR,-122,190,0.78,0.22,7.5,Under,C. Sanchez,B. Francis,4,2
9/4/2024,CHW,BAL,o8.5+100,u8+100,0.95,0.05,24052,CHW,BAL,310,-370,0.02,0.98,8.5,Over,J. Cannon,A. Suarez,8,1
9/4/2024,HOU,CIN,o9+105,u9-115,0.95,0.05,24097,HOU,CIN,-138,135,0.73,0.27,9,Over,S. Arrighetti,N. Martinez,5,12
9/4/2024,WAS,MIA,o8.5-102,u8.5-110,0.87,0.13,13883,WAS,MIA,-140,126,0.78,0.22,8.5,Under,M. Gore,V. Bellozo,3,4
9/4/2024,MIN,TB,o8+100,u7.5+100,0.88,0.12,13126,MIN,TB,-120,108,0.56,0.44,8,Over,R. Henriquez,C. Sulser,4,9
9/4/2024,BOS,NYM,o8+105,u7.5-103,0.91,0.09,21345,BOS,NYM,100,-115,0.26,0.74,7.5,Over,T. Houck,Ty. Megill,3,8
9/4/2024,COL,ATL,o9+100,u8.5+105,0.89,0.11,18705,COL,ATL,235,-270,0.05,0.95,8.5,Under,B. Blalock,C. Morton,2,5
9/4/2024,STL,MIL,o7.5+102,u7.5-110,0.92,0.08,22936,STL,MIL,105,-118,0.24,0.76,7.5,Under,S. Gray,C. Rea,3,2
9/4/2024,PIT,CHC,o8.5+100,u8+100,0.89,0.11,22653,PIT,CHC,180,-205,0.19,0.81,8,Over,D. German,S. Imanaga,0,12
9/4/2024,CLE,KC,o9+100,u8.5+104,0.93,0.07,21229,CLE,KC,115,-127,0.34,0.66,9,Under,B. Lively,S. Lugo,1,4
9/4/2024,NYY,TEX,o8.5-108,u8.5-104,0.97,0.03,24198,NYY,TEX,-112,-104,0.58,0.42,8.5,Over,M. Stroman,N. Eovaldi,6,10
9/4/2024,LAD,LAA,o10-110,u10+100,0.69,0.31,24405,LAD,LAA,-200,172,0.93,0.07,10,Over,Bo. Miller,G. Canning,1,10
9/4/2024,SEA,OAK,o7.5+100,u7.5-118,0.76,0.24,18432,SEA,OAK,-135,125,0.73,0.27,7.5,Over,G. Kirby,J. Sears,16,3
9/4/2024,DET,SD,o8-105,u7.5+102,0.9,0.1,20028,DET,SD,175,-190,0.07,0.93,8,Over,K. Montero,Y. Darvish,5,6
9/4/2024,AZ,SF,o8-105,u7.5+100,0.96,0.04,25526,AZ,SF,-135,420,0.79,0.21,7.5,Over,Z. Gallen,H. Birdsong,6,4
9/5/2024,HOU,CIN,o5-107,u9+100,0.85,0.15,15681,HOU,CIN,-141,140,0.69,0.31,9,Under,H. Brown,R. Lowder,0,1
9/5/2024,MIN,TB,o7-108,u7+100,0.89,0.11,16978,MIN,TB,-146,133,0.74,0.26,7,Push,P. Lopez,T. Bradley,4,3
9/5/2024,SEA,OAK,o8-105,u7.5+100,0.9,0.1,13515,SEA,OAK,-140,950,0.77,0.23,8,Over,B. Woo,J. Estes,6,4
9/5/2024,AZ,SF,o7.5+102,u7+102,0.94,0.06,17847,AZ,SF,136,-110,0.28,0.72,7,Under,M. Kelly,B. Snell,2,3
9/5/2024,PHI,MIA,o8.5+100,u8+100,0.9,0.1,16484,PHI,MIA,-225,205,0.9,0.1,8.5,Under,R. Suarez,A. Oller,5,2
9/5/2024,WAS,PIT,o8-110,u8-105,0.93,0.07,13338,WAS,PIT,110,-120,0.29,0.71,8,Over,J. Irvin,B. Falter,4,9
9/5/2024,COL,ATL,o8.5-105,u8-102,0.93,0.07,17195,COL,ATL,235,-275,0.05,0.95,8,Under,A. Gomber,R. Lopez,3,1
9/5/2024,LAA,TEX,o8.5-105,u8+105,0.92,0.08,19033,LAA,TEX,166,-190,0.13,0.87,8.5,Under,J. Kochanowicz,C. Bradford,1,3
9/5/2024,DET,SD,o8.5+102,u8+100,0.89,0.11,15762,DET,SD,140,-158,0.16,0.84,8.5,Under,C. Mize,M. Perez,4,3
9/6/2024,NYY,CHC,o8-108,u8+100,0.84,0.16,19573,NYY,CHC,-115,110,0.67,0.33,8,Under,L. Gil,J. Wicks,3,0
9/6/2024,COL,MIL,o7.5-109,u7.5+100,0.99,0.01,13237,COL,MIL,205,-225,0.07,0.93,7.5,Under,R. Feltner,F. Montas,3,2
9/6/2024,TB,BAL,o8.5-105,u8.5-110,0.88,0.12,13156,TB,BAL,145,-159,0.15,0.85,8.5,Under,S. Baz,D. Kremer,0,2
9/6/2024,PHI,MIA,o7.5+100,u7+104,0.98,0.02,15166,PHI,MIA,-275,240,0.88,0.12,7.5,Over,Z. Wheeler,A. Kitchen,16,2
9/6/2024,CHW,BOS,o8.5-105,u8.5-110,0.94,0.06,14540,CHW,BOS,240,-275,0.07,0.93,8.5,Under,D. Martin,N. Pivetta,1,3
9/6/2024,CIN,NYM,o8-102,u7.5+105,0.98,0.02,11571,CIN,NYM,150,-170,0.12,0.88,8,Over,F. Cruz,S. Manaea,4,6
9/6/2024,TOR,ATL,o7.5-105,u7.5-106,0.98,0.02,9986,TOR,ATL,145,-170,0.15,0.85,7.5,Under,K. Gausman,M. Fried,1,3
9/6/2024,LAA,TEX,o9-104,u9-112,0.92,0.08,7169,LAA,TEX,138,-155,0.15,0.85,9,Under,S. Aldegheri,G. Garabito,5,1
9/6/2024,AZ,HOU,o7.5-105,u7.5-105,0.98,0.02,15812,AZ,HOU,140,-162,0.16,0.84,7.5,Over,B. Pfaadt,F. Valdez,0,8
9/6/2024,MIN,KC,o7.5+100,u7.5-105,0.98,0.02,13883,MIN,KC,1300,-135,0.22,0.78,7.5,Under,Z. Matthews,C. Ragans,0,5
9/6/2024,SEA,STL,o7.5+105,u7+100,0.92,0.08,13419,SEA,STL,-112,295,0.43,0.57,7,Push,Br. Miller,E. Fedde,6,1
9/6/2024,DET,OAK,o7.5+255,u7-114,0.9,0.1,13848,DET,OAK,175,140,0.78,0.22,7,Over,T. Skubal,M. Spence,6,7
9/6/2024,SF,SD,o8-105,u8-105,0.98,0.02,11081,SF,SD,185,-205,0.08,0.92,8,Under,M. Black,M. King,1,5
9/6/2024,CLE,LAD,o9+100,u8.5+100,0.96,0.04,12419,CLE,LAD,130,-145,0.14,0.86,8.5,Under,M. Boyd,L. Knack,3,1
9/7/2024,WAS,PIT,o8.5-105,u8.5-112,0.95,0.05,12268,WAS,PIT,110,1050,0.27,0.73,8.5,Under,D. Herz,L. Ortiz2,5,3
9/7/2024,NYY,CHC,o7.5-112,u7+100,0.83,0.17,8804,NYY,CHC,-140,510,0.82,0.18,7.5,Under,C. Schmidt,J. Assad,2,0
9/7/2024,TB,BAL,o7.5+102,u7+105,0.83,0.17,8921,TB,BAL,158,-174,0.11,0.89,7,Over,R. Pepiot,Z. Eflin,7,1
9/7/2024,DET,OAK,o8-102,u8-109,0.85,0.15,6073,DET,OAK,100,-105,0.48,0.52,8,Under,B. Hanifee,B. Basso,2,1
9/7/2024,AZ,HOU,o8-108,u8+100,0.85,0.15,8981,AZ,HOU,140,138,0.12,0.88,8,Over,E. Rodriguez,Y. Kikuchi,5,11
9/7/2024,PHI,MIA,o8.5+100,u8+100,0.86,0.14,9229,PHI,MIA,295,220,0.92,0.08,8.5,Over,A. Nola,D. McCaughan,5,9
9/7/2024,CIN,NYM,o8.5-102,u8-105,0.85,0.15,6719,CIN,NYM,135,-150,0.13,0.87,8,Under,J. Junis,J. Quintana,0,4
9/7/2024,WAS,PIT,o9.5-105,u7.5-105,0.96,0.04,3554,WAS,PIT,425,-140,0.17,0.83,8.5,Under,D. Herz,L. Ortiz2,5,3
9/7/2024,LAA,TEX,o8.5-115,u8.5+100,0.8,0.2,9102,LAA,TEX,125,-140,0.17,0.83,9,Over,T. Anderson,J. Leiter,4,6
9/7/2024,COL,MIL,o8.5+100,u8-102,0.73,0.27,8542,COL,MIL,260,-278,0.07,0.93,8,Under,T. Blach,T. Myers,2,5
9/7/2024,SEA,STL,o7.5+105,u7+100,0.93,0.07,8189,SEA,STL,-125,115,0.64,0.36,7,Under,L. Gilbert,K. Gibson,0,2
9/7/2024,CHW,BOS,o9-105,u8.5-104,0.87,0.13,8552,CHW,BOS,180,-195,0.09,0.91,8.5,Over,G. Crochet,C. Criswell,5,7
9/7/2024,MIN,KC,o8-110,u8-105,0.94,0.06,7785,MIN,KC,-132,120,0.6,0.4,8,Under,B. Ober,A. Marsh,2,4
9/7/2024,TOR,ATL,o8-104,u7.5-104,0.89,0.11,7345,TOR,ATL,140,-160,0.09,0.91,7.5,Over,J. Berrios,S. Schwellenbach,9,5
9/7/2024,SF,SD,o7+100,u6.5+102,0.94,0.06,8714,SF,SD,130,-124,0.14,0.86,7,Over,L. Webb,D. Cease,6,3
9/7/2024,CLE,LAD,o9+100,u8.5+104,0.9,0.1,9870,CLE,LAD,140,-148,0.12,0.88,9,Push,G. Williams,R. Brasier,2,7
9/8/2024,TB,BAL,o8-104,u7.5-105,0.93,0.07,5255,TB,BAL,184,650,0.1,0.9,7.5,Under,Z. Littell,C. Burnes,2,0
9/8/2024,TOR,ATL,o7.5+100,u7.5-112,0.96,0.04,5397,TOR,ATL,235,-275,0.08,0.92,7.5,Under,Ye. Rodriguez,C. Sale,3,4
9/8/2024,WAS,PIT,o8.5+100,u8-103,0.93,0.07,3937,WAS,PIT,140,-152,0.2,0.8,8.5,Over,P. Corbin,J. Jones,3,7
9/8/2024,CHW,BOS,o10.5-105,u10+100,0.88,0.12,6255,CHW,BOS,230,-275,0.06,0.94,10.5,Under,C. Flexen,R. Fitts,7,2
9/8/2024,PHI,MIA,o8.5-105,u8.5+100,0.95,0.05,5195,PHI,MIA,-130,115,0.76,0.24,8.5,Over,S. Johnson,E. Cabrera,1,10
9/8/2024,CIN,NYM,o8-110,u8-102,0.95,0.05,4200,CIN,NYM,185,-200,0.08,0.92,8.5,Under,J. Aguiar,L. Severino,3,1
9/8/2024,COL,MIL,o7.5-110,u7.5-104,0.9,0.1,5280,COL,MIL,255,-295,0.05,0.95,7.5,Under,K. Freeland,F. Peralta,4,1
9/8/2024,MIN,KC,o8.5-105,u8+100,0.75,0.25,4670,MIN,KC,110,-120,0.22,0.78,8,Under,S. Woods-Richardson,M. Wacha,0,2
9/8/2024,SEA,STL,o7.5-102,u7.5-107,0.88,0.12,4336,SEA,STL,-130,118,0.64,0.36,7.5,Over,L. Castillo,M. Mikolas,10,4
9/8/2024,NYY,CHC,o9+100,u8.5+105,0.81,0.19,6699,NYY,CHC,-156,136,0.85,0.15,9,Under,G. Cole,J. Taillon,1,2
9/8/2024,LAA,TEX,o8.5-105,u8.5-110,0.87,0.13,3801,LAA,TEX,154,-172,0.11,0.89,8,Over,C. Dana,A. Heaney,4,7
9/8/2024,DET,OAK,o8.5+102,u8-105,0.71,0.29,2706,DET,OAK,100,-112,0.41,0.59,8,Over,B. Brieske,J. Ginn,9,1
9/8/2024,CLE,LAD,o8.5-115,u8.5+100,0.85,0.15,6437,CLE,LAD,140,-162,0.12,0.88,8.5,Under,T. Bibee,J. Flaherty,0,4
9/8/2024,SF,SD,o8.5-102,u8.5-107,0.89,0.11,4311,SF,SD,166,-195,0.12,0.88,8,Over,S. Bivens,J. Musgrove,7,6
9/8/2024,AZ,HOU,o8.5+100,u8.5-110,0.91,0.09,11152,AZ,HOU,120,-132,0.17,0.83,8.5,Over,R. Nelson,J. Verlander,12,6
9/9/2024,TB,PHI,o8+100,u8-114,0.96,0.04,15060,TB,PHI,170,-195,0.11,0.89,8,Under,C. Sulser,C. Sanchez,1,2
9/9/2024,CIN,ATL,o8.5-105,u8.5-110,0.93,0.07,16569,CIN,ATL,138,-155,0.17,0.83,8.5,Under,N. Martinez,C. Morton,1,0
9/9/2024,MIA,PIT,o8+100,u7.5+105,0.97,0.03,15045,MIA,PIT,230,-275,0.09,0.91,8,Under,V. Bellozo,P. Skenes,2,3
9/9/2024,KC,NYY,o8.5-115,u8.5+100,0.9,0.1,18846,KC,NYY,162,-182,0.13,0.87,9,Over,B. Singer,C. Rodon,4,10
9/9/2024,NYM,TOR,o9+105,u8.5+100,0.94,0.06,13924,NYM,TOR,-130,120,0.7,0.3,8.5,Under,Ty. Megill,R. Burr,3,2
9/9/2024,BAL,BOS,o9.5-105,u9.5-115,0.85,0.15,15676,BAL,BOS,106,-120,0.31,0.69,9.5,Over,C. Povich,B. Bello,3,12
9/9/2024,LAA,MIN,o8+100,u7.5+105,0.97,0.03,14706,LAA,MIN,155,-165,0.14,0.86,8,Push,R. Detmers,D. Festa,6,2
9/9/2024,CLE,CHW,o9.5+110,u9-105,0.93,0.07,13555,CLE,CHW,-195,185,0.87,0.13,9,Under,J. Cantillo,J. Shuster,5,3
9/9/2024,CHC,LAD,o10-105,u9.5-104,0.79,0.21,21714,CHC,LAD,170,-188,0.09,0.91,10,Over,K. Hendricks,W. Buehler,10,4
9/10/2024,TB,PHI,o7.5+102,u7.5-118,0.93,0.07,24127,TB,PHI,155,-178,0.1,0.9,7.5,Over,T. Bradley,R. Suarez,4,9
9/10/2024,COL,DET,o8.5-105,u8.5-110,0.94,0.06,12091,COL,DET,170,-190,0.1,0.9,8.5,Over,B. Blalock,K. Montero,0,11
9/10/2024,MIA,PIT,o8.5-113,u8.5+100,0.93,0.07,9279,MIA,PIT,145,-160,0.16,0.84,9,Over,A. Oller,C. Mlodzinski,4,6
9/10/2024,ATL,WAS,o7.5-105,u7.5-105,0.91,0.09,23375,ATL,WAS,-140,126,0.74,0.26,7.5,Over,R. Lopez,M. Gore,12,0
