Team,Season,League,#.x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,#.y,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,MOV,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,ln1divwmin1
Florida A&M,2012,Mid-Eastern Athletic Conference,7,33,40.3,24.8,61.2,0.41,5.5,17.2,0.32,10.7,17.3,0.62,15.8,20.3,13,20.7,33.7,10.4,8.2,4.4,65.9,10,0.48,0.45,134.4,35.2,62,47.9,42,18.6,11.4,10.9,1.1,38.8,91.7,101.9,-10.2,2370.7,71.3,2,21,2,0,0,0,1,4,94,-7.3,7,1.42,0.7,0.5,0.17,10,23,0.3,0.83
Hampton,2012,Mid-Eastern Athletic Conference,9,33,40.3,22.6,56.2,0.4,5.5,19.4,0.29,13.9,21.7,0.64,14.2,18.4,11,23,34,10.7,6.8,4.8,64.7,7,0.49,0.45,133,31.5,66.4,48.8,47.1,17.7,9.8,12.9,1.2,41.4,92.6,95.6,-3.1,2305.3,69.3,3,16,2,0,0,0,4,3,82,-2.2,9,1.47,0.8,0.5,0.25,12,21,0.36,0.55
Howard,2012,Mid-Eastern Athletic Conference,12,31,40.2,19.9,52,0.38,4.5,14.2,0.32,16.3,24,0.68,17.1,22.3,11,21.7,32.6,9.1,6.1,3,60.7,11,0.49,0.43,138.1,33.1,68.1,50.2,45.6,21.5,8.8,8.7,1.2,29.7,87.5,101.1,-13.6,2150.5,69.1,13,3,0,0,0,0,1,0,88,-9.5,1,1.46,0.5,0.4,0.31,10,21,0.32,0.74
Maryland-Eastern Shore,2012,Mid-Eastern Athletic Conference,13,30,40.3,21.4,56.5,0.38,5.1,18.5,0.28,11.4,17.9,0.64,17.4,20,12.4,22,34.4,10.5,5.9,2.9,59.5,12,0.46,0.42,129.5,34.6,68,50.4,49.2,21.3,8.5,8.2,1.1,31,85.4,100.9,-15.5,2091.1,69.1,9,10,1,0,0,0,1,0,95,-10.8,2,1.49,0.6,0.3,0.2,7,23,0.23,1.19
Morgan State,2012,Mid-Eastern Athletic Conference,5,29,40.3,23.3,54.2,0.43,5,16.2,0.31,15.1,22.3,0.68,15.6,18.9,10.8,21.4,32.2,11.8,6.6,4.5,66.7,9,0.52,0.48,141.5,33.7,64.4,49.3,50.4,19.6,9.5,11.8,1.2,42,96,100.1,-4.1,2014.4,68.9,10,9,0,0,0,0,2,0,91,-2.9,3,1.5,0.8,0.4,0.28,9,20,0.31,0.8
Norfolk State,2012,Mid-Eastern Athletic Conference,4,36,40.4,24.2,54.9,0.44,5.5,17.6,0.31,15.1,23.1,0.66,14.9,19.5,10.5,23.3,33.8,12,6.6,4.6,68.9,4,0.53,0.49,140.7,32.9,69,51.5,49.7,18.7,9.4,12.1,1.3,45.2,97.8,95.2,2.6,2537.2,69.8,1,24,5,0,0,0,0,7,90,1.8,14,1.5,0.8,0.4,0.28,26,10,0.72,-0.96
North Carolina A&T,2012,Mid-Eastern Athletic Conference,3,32,40.5,24.3,57.9,0.42,7,20.8,0.34,14.2,21.8,0.65,15.7,19.3,10.3,23.3,33.6,12.8,7.3,3.4,69.9,8,0.52,0.48,140.5,29.6,64.2,47.3,52.6,18.8,10,9.9,1.2,43.7,95.1,98.9,-3.8,2351.9,72.6,12,7,0,0,0,0,1,1,108,-2.8,6,1.53,0.8,0.5,0.25,12,20,0.38,0.51
North Carolina Central,2012,Mid-Eastern Athletic Conference,2,32,40,24.1,51.4,0.47,6,16.8,0.36,16.5,23.3,0.71,15.2,18.4,8.9,21.7,30.6,14.1,8.2,3.8,70.7,1,0.57,0.53,153.2,31,68,50.5,58.3,19.8,11.9,10.9,1.4,50.2,102.8,91.7,11,2201.7,68.8,4,15,1,0,0,0,3,0,115,7.6,2,1.58,0.9,0.5,0.32,17,15,0.53,-0.13
Savannah State,2012,Mid-Eastern Athletic Conference,11,33,40.1,22.6,54.2,0.42,5.8,17.7,0.33,12.2,20.8,0.59,14.8,18.8,12.4,21.2,33.7,12.8,6.9,3.4,63.3,2,0.5,0.47,133.4,37,72.4,53.5,56.4,18.9,10.4,9.4,1.2,42,95.3,88.9,6.4,2191.5,66.2,11,9,0,0,0,0,3,3,86,4.2,2,1.56,0.9,0.5,0.23,21,12,0.64,-0.56
South Carolina State,2012,Mid-Eastern Athletic Conference,10,31,40.3,23.3,58.9,0.4,4.6,16,0.29,13.5,20.7,0.65,15.8,18.2,12.9,22,34.9,10.5,6.2,4.2,64.5,13,0.47,0.43,133.3,35.1,64.5,49.2,45.4,18.9,8.7,10.2,1.1,37.8,90.5,108.2,-17.6,2210.8,70.7,7,12,1,0,0,0,1,1,104,-12.6,5,1.45,0.7,0.4,0.23,5,26,0.16,1.64
Bethune-Cookman,2013,Mid-Eastern Athletic Conference,2,34,40.3,24,57.6,0.42,5.6,18.2,0.31,13.6,21.8,0.62,12.4,20.4,11.9,21.4,33.2,12.9,7.2,3.7,67.1,6,0.5,0.47,134.7,32.2,69,49.1,53.9,15.5,10.6,10.3,1.2,44.6,98.3,99.8,-1.5,2323.4,67.8,2,19,2,0,0,0,3,2,102,-1,10,1.54,1,0.6,0.24,14,20,0.41,0.35
Coppin State,2013,Mid-Eastern Athletic Conference,6,32,40.6,21.5,58.7,0.37,7.6,24,0.32,13.1,18.8,0.7,14.8,18,10.8,20.9,31.8,10.2,7.8,1.8,63.6,10,0.48,0.43,137.8,28.5,61.4,44,47.7,18.1,11.1,4.9,1.1,34.6,89.5,100.1,-10.6,2273.7,70,3,16,0,0,0,0,4,0,98,-7.6,7,1.48,0.7,0.5,0.22,8,24,0.25,1.09
Delaware State,2013,Mid-Eastern Athletic Conference,9,33,40.8,21.5,52.5,0.41,5.5,18.8,0.3,12,17.4,0.69,13.7,15.5,10.3,20.2,30.5,9.9,6.9,5.6,60.5,8,0.5,0.46,139.4,32.2,64.3,48.1,46,18.6,10.7,14.6,1.2,40.2,94.2,98.8,-4.6,2120.2,63.1,8,11,2,0,0,0,1,8,95,-2.9,3,1.46,0.7,0.5,0.23,15,18,0.46,0.18
Florida A&M,2013,Mid-Eastern Athletic Conference,5,31,40.6,23.6,59.6,0.4,5.5,18.1,0.31,12.3,19.5,0.63,15.6,19.5,11.8,21.9,33.7,11,8.3,3.3,65,9,0.48,0.44,132.8,31,63.4,46.4,46.4,18.6,11.6,8.3,1.1,37.7,90.3,100.2,-9.9,2230.6,70.8,9,10,0,0,0,0,4,1,109,-7.1,3,1.46,0.7,0.5,0.21,8,23,0.26,1.05
Hampton,2013,Mid-Eastern Athletic Conference,7,31,40.6,21.9,55.8,0.39,4.4,16.5,0.26,14.4,21.5,0.67,17,20.5,11.9,25.3,37.2,11.4,7.5,4.7,62.5,7,0.48,0.43,132.1,33.2,68,50.9,51.9,20.7,10.6,12.4,1.1,39,88.2,90.4,-2.1,2194.8,69.7,1,21,0,0,0,0,4,3,85,-1.5,6,1.52,0.7,0.4,0.26,14,17,0.45,0.19
Howard,2013,Mid-Eastern Athletic Conference,13,31,40,18.5,50.5,0.37,3.3,13.2,0.25,11.9,18,0.66,14.9,17.3,11.8,21.1,32.9,8.9,6.3,3.3,52.1,11,0.45,0.4,127.6,35,66,50.1,48.1,20.3,10.1,10,1,30,83.4,96.4,-13.1,1936.8,62.5,12,6,0,0,0,0,2,2,70,-8.2,2,1.48,0.6,0.4,0.24,7,24,0.23,1.23
Maryland-Eastern Shore,2013,Mid-Eastern Athletic Conference,12,28,40.4,19.2,53.8,0.36,4.4,16.1,0.27,12,19,0.63,15.2,16.5,12.2,20.1,32.3,9.3,6.7,2.6,54.8,13,0.44,0.4,126.1,33.9,66.6,48.8,48.5,19.7,10.2,7.4,1,29.4,83.5,105.5,-22.1,1839.1,65.1,5,12,0,0,0,0,4,1,68,-14.5,4,1.49,0.6,0.4,0.22,2,26,0.07,2.56
Morgan State,2013,Mid-Eastern Athletic Conference,1,32,40.6,25.2,56.1,0.45,4.2,14.2,0.29,13,22.1,0.59,15.2,17.7,13.3,22.6,35.9,12.8,6.4,5.3,67.6,2,0.51,0.49,132.9,37.8,64.9,51.2,50.9,18.8,9.3,13.6,1.2,47.2,98.2,95.1,3.1,2201.6,67.7,4,13,0,0,0,0,2,3,87,2.1,1,1.51,0.8,0.4,0.23,17,15,0.53,-0.13
Norfolk State,2013,Mid-Eastern Athletic Conference,4,33,40.2,23.3,56.1,0.42,5.2,16,0.33,14.5,22.4,0.65,14.6,18.7,11.2,23.1,34.3,11.9,7.3,4.6,66.3,4,0.5,0.46,138.7,32.1,64.7,48.6,51,18.1,10.5,11.7,1.2,44,94.8,93.7,1.1,2307,69.6,6,11,0,0,0,0,1,1,85,0.8,3,1.51,0.8,0.5,0.26,21,12,0.64,-0.56
North Carolina A&T,2013,Mid-Eastern Athletic Conference,8,37,40.1,21,52.1,0.4,5.8,19.1,0.3,14.4,21.9,0.66,15.2,19.4,9.8,23.6,33.4,10.9,7.1,4.4,62.1,5,0.5,0.46,136.4,29.2,67.4,48.7,52.2,19.8,10.4,13.4,1.2,39.8,91.6,91.2,0.3,2511.1,67.6,11,7,0,0,0,0,0,7,90,0.2,3,1.52,0.7,0.5,0.28,20,17,0.54,-0.17
North Carolina Central,2013,Mid-Eastern Athletic Conference,3,31,40,22.8,49.5,0.46,5.4,15.6,0.35,16.1,21.9,0.73,14.3,17.7,8.8,22.8,31.6,14.1,7.6,2.9,67.1,1,0.57,0.51,154.1,30.9,69.9,51.7,61.8,19.5,11.7,9,1.4,49,102.5,86.7,15.8,2028.3,65.4,13,6,0,0,0,0,2,0,109,10.4,1,1.62,1,0.5,0.33,22,9,0.71,-0.9
Savannah State,2013,Mid-Eastern Athletic Conference,11,34,40.6,20.9,49.7,0.42,3.9,13.1,0.29,11.2,18.1,0.62,17.3,18.5,10.6,21.8,32.3,10.2,9,4.1,56.8,3,0.49,0.46,133.2,33.8,68.7,51.4,49,23,13.9,11.7,1.1,35.9,87.3,85.3,2,2211.9,64.1,10,9,0,1,0,0,1,3,84,1.3,4,1.49,0.6,0.5,0.23,19,15,0.56,-0.24
South Carolina State,2013,Mid-Eastern Athletic Conference,10,30,40.5,22.6,57.7,0.39,4.6,16.2,0.28,10.5,16.2,0.65,15,17.3,13,21.9,34.9,12.1,6,4,60.3,12,0.47,0.43,132.1,35.5,63.5,49.1,53.5,18.8,8.9,10.3,1,38.4,89.4,105.6,-16.2,2022,66.6,7,11,0,0,0,0,0,1,86,-10.9,2,1.54,0.8,0.4,0.18,6,24,0.2,1.38
Bethune-Cookman,2014,Mid-Eastern Athletic Conference,9,32,40.3,21.4,53.5,0.4,6.8,19.2,0.36,13.8,19.2,0.72,12.7,21.2,10.9,19.6,30.5,9.9,6.2,2.5,63.5,9,0.51,0.46,147.5,32.2,64.2,47.4,46.1,17,9.6,7.5,1.2,36.7,98.5,109.1,-10.7,2063.9,64,13,5,0,0,0,0,1,0,98,-6.9,5,1.46,0.8,0.5,0.26,7,25,0.22,1.27
Coppin State,2014,Mid-Eastern Athletic Conference,6,32,40.2,22.6,57.5,0.39,7.3,22.7,0.32,17.2,23.6,0.73,11.9,17.1,10.7,21.4,32.2,11.5,6,2.2,69.7,8,0.51,0.46,144.7,29.3,63.5,45.7,51.1,14.9,8.7,6,1.2,43.6,100.5,108.2,-7.7,2220.8,69.1,5,11,1,0,0,0,3,1,96,-5.4,3,1.51,1,0.5,0.3,12,20,0.38,0.51
Delaware State,2014,Mid-Eastern Athletic Conference,11,30,40.5,21.5,51,0.42,5.2,16.2,0.32,13.3,19.3,0.69,11.8,18,9.2,21.1,30.3,12.2,5.1,3.5,61.6,7,0.52,0.47,143.3,29.3,66.6,48.1,56.8,16.6,8.2,10.7,1.2,40.6,98.4,103.7,-5.3,1876.6,61.8,3,14,1,0,0,0,1,4,107,-3.3,2,1.57,1,0.4,0.26,9,21,0.3,0.84
Florida A&M,2014,Mid-Eastern Athletic Conference,5,32,40.3,25.3,62.8,0.4,6.7,19.9,0.33,14.1,21.5,0.65,14.6,24,14.2,23.8,38,11.2,7.4,4.1,71.3,5,0.49,0.46,139.1,35.3,64.8,49.4,44.5,16.8,10.1,10.2,1.1,44,97.4,101.2,-3.8,2342.5,72.6,10,6,0,0,0,0,0,0,104,-2.8,1,1.45,0.8,0.5,0.22,14,18,0.44,0.25
Hampton,2014,Mid-Eastern Athletic Conference,2,31,41.1,24.1,57.5,0.42,5.5,17.2,0.32,19.3,29.3,0.66,14.7,23.7,11.8,24.6,36.4,11.8,7.5,5.9,73,2,0.52,0.47,139.6,31.9,66.1,49.1,49.1,17.3,10.3,15.4,1.3,46.5,98.8,95,3.7,2290.5,71.9,2,14,3,0,0,0,2,10,104,2.7,13,1.49,0.8,0.5,0.34,18,13,0.58,-0.33
Howard,2014,Mid-Eastern Athletic Conference,13,33,40.5,19.4,51.2,0.38,5.3,15.7,0.34,17.2,25.3,0.68,16.3,22,10.8,21,31.8,7.9,6.3,4,61.2,12,0.49,0.43,139.4,31.4,64.3,47.4,40.8,20.8,9.1,12.3,1.2,30.3,89.1,103.4,-14.3,2265.8,67.9,11,6,0,1,0,0,3,2,88,-9.8,3,1.41,0.5,0.4,0.34,8,25,0.24,1.14
Maryland-Eastern Shore,2014,Mid-Eastern Athletic Conference,7,30,40,21.9,54.6,0.4,6,18.6,0.32,16.8,23.3,0.72,12.6,19.5,11.1,20,31.1,11.3,6.5,2.1,66.5,11,0.51,0.46,144.4,32,65.3,47.7,51.7,16.3,9.6,5.6,1.2,40.5,98.5,111.1,-12.6,2026.2,67.5,8,7,0,0,0,0,0,0,95,-8.5,6,1.52,0.9,0.5,0.31,6,24,0.2,1.38
Morgan State,2014,Mid-Eastern Athletic Conference,3,31,40.8,25.8,60.3,0.43,4.5,17.3,0.26,15.3,25,0.61,13,20.9,14.2,23.7,37.9,12.7,6.2,5.1,71.5,4,0.5,0.47,130.1,36.4,66.8,50.9,49.2,15.4,8.7,12.6,1.2,48.3,100.6,101.6,-1,2202.7,69.7,1,19,2,0,0,0,4,6,94,-0.7,6,1.49,1,0.5,0.25,15,16,0.48,0.06
Norfolk State,2014,Mid-Eastern Athletic Conference,4,34,40.3,25.5,54.8,0.47,5.5,15.6,0.35,15,21.6,0.69,13.4,19.7,11.4,22.3,33.7,13.7,6.1,4,71.4,3,0.56,0.52,151,36.2,68.2,52.5,53.7,17.2,9,11.9,1.3,50.4,106.1,104.8,1.3,2289,66.8,7,10,2,0,0,0,0,6,115,0.9,7,1.54,1,0.5,0.27,19,15,0.56,-0.24
North Carolina A&T,2014,Mid-Eastern Athletic Conference,8,32,40.5,19.4,50.9,0.38,5.3,17.7,0.3,21.1,30.1,0.7,15.2,23.2,11.5,23.6,35.1,9.3,4.7,4,65.3,10,0.51,0.43,138.4,33.1,68.4,50.7,47.7,19.2,6.8,11.8,1.3,35.7,94.8,106.3,-11.5,2202.8,68,12,6,0,0,0,0,0,2,91,-7.9,9,1.48,0.6,0.3,0.41,9,23,0.28,0.93
North Carolina Central,2014,Mid-Eastern Athletic Conference,1,34,40.6,24.9,53.8,0.46,5.4,16,0.34,18.7,25.6,0.73,11.5,19.4,10.8,22.5,33.4,14.6,7.7,4,73.9,1,0.57,0.51,152.9,34.8,69,52.4,58.8,15,11.5,12.4,1.4,56.1,110.8,89.2,21.6,2267.9,65.7,4,11,0,0,0,0,4,0,101,14.4,2,1.59,1.3,0.7,0.35,28,6,0.82,-1.55
Savannah State,2014,Mid-Eastern Athletic Conference,12,32,40.5,21.7,51.7,0.42,4.9,15.7,0.31,13.3,20.4,0.65,15.7,20.9,10.2,21.7,31.9,10.4,7,4.9,61.5,6,0.51,0.47,138.4,31,65.4,48.3,48.2,20.6,10.5,13.4,1.2,37.3,92.3,96.4,-4.2,2133.2,65.9,6,11,4,0,1,0,1,8,87,-2.8,4,1.48,0.7,0.4,0.26,13,19,0.41,0.38
South Carolina State,2014,Mid-Eastern Athletic Conference,10,30,40.7,22.5,57,0.4,4.9,17.5,0.28,12.8,19.6,0.65,15.1,19.2,12.3,22.4,34.8,12.1,5.6,3.3,62.8,13,0.47,0.44,133,33.8,65.9,49.3,53.9,18.5,8.2,9,1.1,37.6,91.6,106.1,-14.4,2055.6,67.4,9,7,1,0,0,0,0,2,88,-9.9,7,1.54,0.8,0.4,0.22,9,21,0.3,0.84
Bethune-Cookman,2015,Mid-Eastern Athletic Conference,10,32,40,19.6,49,0.4,5.1,16.9,0.3,15.1,21,0.72,14,19.5,10.9,20.7,31.6,8.2,5.4,2.6,59.3,7,0.51,0.45,141.8,34.6,68,51,42.1,19.4,8.8,8.1,1.2,33.6,95.6,100.9,-5.3,1986.2,62.1,7,10,0,0,0,0,0,1,97,-3.3,3,1.42,0.6,0.4,0.31,11,21,0.34,0.64
Coppin State,2015,Mid-Eastern Athletic Conference,1,31,40,24.5,61.5,0.4,9.5,26.6,0.36,13.2,19,0.69,13.5,20.4,9.7,21.2,30.9,12.6,6.7,3.2,71.6,11,0.51,0.48,144.6,25.1,62.8,42.7,51.5,16.2,9,7.6,1.2,42.7,96.5,111.3,-14.7,2299.1,74.2,10,8,1,0,0,0,3,0,103,-10.9,1,1.52,0.9,0.5,0.21,8,23,0.26,1.05
Delaware State,2015,Mid-Eastern Athletic Conference,2,36,40.1,24.7,58.9,0.42,7.8,22.2,0.35,13.2,18.7,0.71,13.4,17.1,10.6,25.6,36.2,11.9,5,3.9,70.4,6,0.52,0.49,147.9,30.1,69.7,50.3,48.4,16.7,7.1,10.3,1.2,47.7,99.9,102.8,-2.9,2535.3,70.2,3,22,3,2,3,0,0,7,104,-2.1,3,1.48,0.9,0.4,0.22,18,18,0.5,0
Florida A&M,2015,Mid-Eastern Athletic Conference,13,29,40,19.3,51.7,0.37,4.1,14.5,0.28,12.7,19.6,0.65,14.2,17.9,8.9,21.4,30.3,8.3,4.9,2.1,55.4,13,0.45,0.41,130.5,25.5,65.2,44.7,43,18.9,7.4,6.1,1.1,26.5,83.6,110,-26.4,1923,66.3,11,6,0,0,0,0,0,0,75,-17.5,4,1.43,0.6,0.3,0.25,2,27,0.07,2.59
Hampton,2015,Mid-Eastern Athletic Conference,6,35,40.2,22.7,56,0.41,5.5,18.2,0.3,16,24.5,0.65,14.2,21.5,11.3,24.7,36,10.6,6.7,4,67,5,0.5,0.46,136.2,31.2,70.8,50.6,46.7,17.5,9.5,10.5,1.2,41.9,95,96.5,-1.6,2470.6,70.3,4,12,0,0,0,0,2,1,93,-1.1,11,1.47,0.8,0.5,0.29,17,18,0.49,0.05
Howard,2015,Mid-Eastern Athletic Conference,7,32,40.7,21.7,50.7,0.43,4.7,15.7,0.3,15.4,22,0.7,16.1,18.6,10.3,22.9,33.2,8.4,7.6,4.1,63.5,3,0.52,0.48,142.5,33.3,66.8,50.9,38.8,20.9,11.5,12.6,1.3,38.7,95.6,94.3,1.3,2126.2,65.3,5,11,0,0,0,0,2,1,101,0.9,2,1.39,0.5,0.5,0.3,16,16,0.5,0
Maryland-Eastern Shore,2015,Mid-Eastern Athletic Conference,5,33,40.2,22.8,50.3,0.45,6.5,16.9,0.38,15.5,23.7,0.66,15.2,19.9,10.8,21.1,31.9,13.5,7.5,1.4,67.5,4,0.56,0.52,149.1,35.1,68.7,51.8,59.4,20.1,11.4,4.5,1.3,44.7,102.4,101.8,0.6,2177.7,65.7,6,11,0,0,0,0,0,0,92,0.4,7,1.59,0.9,0.5,0.31,18,15,0.55,-0.18
Morgan State,2015,Mid-Eastern Athletic Conference,8,31,40.2,21.7,60.5,0.36,5.3,18.5,0.28,12.5,20.1,0.63,10.7,18.7,14,19.5,33.4,10.1,5.6,2.9,61.2,10,0.44,0.4,126.8,33.8,65.9,47.2,46.5,13.2,8.5,8,1,35.3,91.9,106.4,-14.6,2066.3,66.4,8,10,1,0,0,0,1,2,77,-9.7,2,1.47,0.9,0.5,0.21,7,24,0.23,1.23
Norfolk State,2015,Mid-Eastern Athletic Conference,3,34,40.6,25,53,0.47,5.6,16.1,0.35,14.6,22.1,0.66,13.5,19.6,10.2,24.7,34.9,13.5,5.1,4.9,70.1,2,0.56,0.53,147.7,34.2,70.9,53.9,54,17.7,7.6,15,1.3,50.3,104.7,98.9,5.7,2278.3,66,1,24,0,0,0,0,0,2,99,3.9,3,1.54,1,0.4,0.28,20,14,0.59,-0.36
North Carolina A&T,2015,Mid-Eastern Athletic Conference,11,32,40.2,20.2,50.7,0.4,4.9,17.3,0.28,13.5,19.8,0.68,15.1,18.6,10.7,21,31.7,9.3,5.3,4,58.9,9,0.49,0.45,136.3,33.3,65.2,49.2,45.8,20.1,8.3,11.8,1.2,33.9,91.8,102.9,-11.1,2053.1,63.9,9,9,0,0,0,0,2,4,91,-7.1,4,1.46,0.6,0.4,0.27,9,23,0.28,0.93
North Carolina Central,2015,Mid-Eastern Athletic Conference,4,33,40.2,24.6,50.5,0.49,6.6,18,0.37,13.1,19.2,0.69,12.5,19.2,8.8,24,32.9,14,6.6,4.1,69,1,0.58,0.55,154.2,31.5,71.4,53.3,56.7,17.3,10.4,12.5,1.4,53.2,108.8,87,21.8,2093.4,63.2,2,22,0,0,0,0,2,1,123,13.8,5,1.57,1.1,0.5,0.26,25,8,0.76,-1.14
Savannah State,2015,Mid-Eastern Athletic Conference,12,31,40.2,21.3,52,0.41,3.4,13.3,0.25,10.7,18.6,0.58,16.5,19.7,9.8,19.5,29.3,9.3,8.9,2.4,56.7,12,0.47,0.44,123.9,29,66.8,46.5,43.4,21.4,13.3,7,1.1,29.2,84.3,99.4,-15.1,2084.9,67,12,5,0,0,0,0,2,0,87,-10.1,1,1.43,0.6,0.5,0.21,9,22,0.29,0.89
South Carolina State,2015,Mid-Eastern Athletic Conference,9,33,40.2,21.4,55.9,0.38,5.6,18.4,0.3,11.2,18.5,0.6,12.5,17.5,11.2,22,33.2,10.9,6.1,3.1,59.5,8,0.46,0.43,128.8,30.4,67.9,47.9,51,16.2,9.2,9,1.1,37,90.4,101.3,-10.9,2173.8,65.6,13,4,1,0,0,0,0,2,92,-7.2,2,1.51,0.9,0.5,0.2,11,22,0.33,0.69
Bethune-Cookman,2016,Mid-Eastern Athletic Conference,6,32,40.5,25,60.4,0.41,7.8,24.6,0.32,12.8,18.7,0.69,13,18.8,12.1,23.6,35.8,11.6,6.2,6,70.6,5,0.51,0.48,141.8,32.7,65.3,48.8,46.6,15.8,8.8,15.3,1.2,48.9,100.5,103.7,-3.2,2246.9,69.4,3,21,3,0,0,0,2,11,108,-2.2,4,1.47,0.9,0.5,0.21,14,18,0.44,0.25
Coppin State,2016,Mid-Eastern Athletic Conference,4,31,41.3,23.9,62.4,0.38,7.7,23.1,0.33,16.8,23.8,0.71,13.2,21.5,12.4,23.3,35.7,11.2,5.6,2.9,72.3,10,0.49,0.45,142.2,30.8,65,46.9,47,15.2,7.6,7.2,1.2,41,97.3,108.5,-11.2,2301.8,71.9,6,10,0,0,0,0,0,0,98,-8.3,1,1.47,0.9,0.4,0.27,9,22,0.29,0.89
Delaware State,2016,Mid-Eastern Athletic Conference,13,32,40.2,22.2,56.7,0.39,7.2,21.8,0.33,10.3,16.8,0.62,13.9,19.8,9.8,21.9,31.7,11.5,5.4,2.9,61.9,13,0.48,0.46,133.6,27,63.1,44.6,51.7,17.7,7.9,8.8,1.1,35.1,90.3,106.5,-16.2,2193.6,68.1,13,2,0,0,0,0,1,1,95,-11.1,3,1.52,0.8,0.4,0.18,7,25,0.22,1.27
Florida A&M,2016,Mid-Eastern Athletic Conference,11,29,41,22.2,55.4,0.4,5.8,19.1,0.3,14,23.8,0.59,16.1,19.5,9.4,24.3,33.7,11,6.6,2.2,64.2,12,0.48,0.45,129.3,25.3,69.5,46.8,49.5,19.4,9,5.9,1.2,34.5,87.7,100.1,-12.5,2125.1,71.4,9,8,2,0,0,0,4,0,103,-9.1,2,1.5,0.7,0.4,0.25,8,21,0.28,0.96
Hampton,2016,Mid-Eastern Athletic Conference,1,32,40.8,25.3,61.5,0.41,6.4,21.2,0.3,16.8,25.5,0.66,13.8,20.3,13.4,26.9,40.3,11.9,5.3,3.7,73.8,3,0.5,0.46,137.5,34.4,73.9,53.5,47,15.7,7.2,9,1.2,47.8,100.2,100.5,-0.3,2359.4,72.3,2,21,1,0,1,0,1,1,98,-0.2,5,1.47,0.9,0.4,0.27,21,11,0.66,-0.65
Howard,2016,Mid-Eastern Athletic Conference,5,32,40.6,23.4,57.7,0.41,4.5,15.2,0.3,20.8,28.6,0.73,14.9,19.8,11.8,24.8,36.5,8.6,6.2,3.2,72.2,6,0.51,0.45,143.2,32.5,66.3,49.7,36.7,17.3,8.3,8.1,1.3,41.1,97.1,102.2,-5.1,2379.6,73.2,1,23,1,0,0,0,3,2,106,-3.8,3,1.37,0.6,0.4,0.36,12,20,0.38,0.51
Maryland-Eastern Shore,2016,Mid-Eastern Athletic Conference,8,32,40.5,23.7,53.6,0.44,6.3,19.1,0.33,14.3,20.2,0.71,16,21.6,9.7,22.3,32,12.6,5.9,2.2,68.1,9,0.54,0.5,148,30.7,71.1,50.9,53.1,20.2,8.4,6.8,1.3,40.1,97.7,107.6,-9.9,2229.2,68.9,4,13,0,0,0,0,1,0,115,-6.9,2,1.53,0.8,0.4,0.27,10,22,0.31,0.79
Morgan State,2016,Mid-Eastern Athletic Conference,10,31,40.3,23.7,59.8,0.4,5.2,17.3,0.3,14.8,21.7,0.69,11.8,18.5,11.7,22.6,34.3,11.3,6.1,2.2,67.4,7,0.48,0.44,138.1,30.7,66.6,47.7,47.5,14.4,8.7,5.7,1.1,41.2,96.1,102.2,-6.1,2172.9,69.5,7,9,0,0,0,0,0,0,89,-4.3,2,1.48,1,0.5,0.25,9,22,0.29,0.89
Norfolk State,2016,Mid-Eastern Athletic Conference,2,34,40.3,23.9,56.4,0.42,7.1,20.5,0.35,18.4,23.8,0.78,12.4,20.9,10.4,23,33.5,12.1,5.6,5.1,73.4,2,0.54,0.49,154.6,31.2,67.2,49.4,50.6,15.5,8,14.2,1.3,49.4,104.7,104.7,0,2382.2,69.6,8,9,1,0,0,0,0,4,99,0,3,1.51,1,0.5,0.33,17,17,0.5,0
North Carolina A&T,2016,Mid-Eastern Athletic Conference,9,32,40.8,23.3,57.4,0.41,6.2,19.8,0.31,15,21.1,0.71,13.7,22.4,11.1,24.3,35.3,10.6,5.1,2.4,67.8,11,0.5,0.46,143.1,30.6,69.9,49.9,45.5,16.9,7.1,7.4,1.2,38.5,96.2,107.9,-11.7,2255.7,69.1,10,8,0,0,0,0,0,0,93,-8.2,5,1.46,0.8,0.4,0.26,10,22,0.31,0.79
North Carolina Central,2016,Mid-Eastern Athletic Conference,7,32,40.2,24.3,56.4,0.43,6.2,18,0.35,14.4,21.8,0.66,13.8,19.8,11.6,23.5,35.1,12.7,5.8,1.7,69.4,4,0.52,0.49,144.2,33.6,69.6,51.4,52.1,17.2,8.4,4.8,1.2,44.4,100.7,101.4,-0.7,2204.4,68.6,5,11,0,0,0,0,2,0,107,-0.5,3,1.52,0.9,0.4,0.26,13,19,0.41,0.38
Savannah State,2016,Mid-Eastern Athletic Conference,12,32,40.2,20.8,52.7,0.4,6.4,20.2,0.32,14.1,21.4,0.66,14.8,19.8,8.4,22.2,30.6,10.3,6.3,2.6,62.2,8,0.5,0.46,137,25,70.8,47,49.5,19,9.1,7.6,1.2,34.1,89.8,97.8,-8,2215.2,69,11,7,0,0,1,0,0,0,87,-5.5,0,1.5,0.7,0.4,0.27,16,16,0.5,0
