Team,Season,League,#.x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,#.y,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,MOV,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,ln1divwmin1
New Orleans,2015,Southland Conference,7,29,40.4,24.3,55.3,0.44,4.2,12.6,0.34,18.3,26.6,0.69,15.5,21,11.9,22,33.9,9.6,7.4,3.5,71.1,9,0.52,0.48,146.5,35.1,68.9,51.5,39.6,18.6,10.5,9.3,1.3,42.3,100,103.5,-3.4,2061.8,70.5,10,7,0,0,0,0,2,0,100,-2.4,4,1.4,0.6,0.5,0.33,11,18,0.38,0.49
Nicholls State,2015,Southland Conference,12,29,40.4,22.8,52.1,0.44,5.3,17.1,0.31,13.9,22.2,0.63,17,21.9,10.2,22.2,32.4,12.7,6.9,4.1,64.9,12,0.53,0.49,137.7,30.8,66.3,48.6,55.4,21.5,9.9,11.2,1.2,39.8,93.3,104.9,-11.6,2017.4,68.9,8,8,0,0,0,0,1,1,89,-8.1,4,1.55,0.7,0.4,0.27,10,19,0.35,0.64
Northwestern State,2015,Southland Conference,1,32,40,29.6,64.1,0.46,8.2,23.1,0.36,16.6,22.2,0.75,12.2,18.6,11,22.2,33.2,15.9,7.6,4.5,84,5,0.57,0.53,156.7,30.1,61.8,45.8,53.7,14.2,10,10.3,1.3,61.6,110.9,109.6,1.3,2422.9,75.7,4,15,2,0,0,0,4,1,110,1,3,1.54,1.3,0.6,0.26,19,13,0.59,-0.38
Sam Houston State,2015,Southland Conference,4,35,40.4,24.1,56.3,0.43,7.6,23.1,0.33,18.1,25.7,0.71,13,20.3,12.8,26.6,39.4,14.7,6.5,4.4,74,2,0.55,0.5,146.4,35.9,74.7,55.3,61.1,16.2,9.6,11.7,1.3,56.7,107.8,87.5,20.4,2401.9,67.9,6,14,0,0,0,0,0,4,111,14,2,1.61,1.1,0.5,0.32,26,9,0.74,-1.06
Southeastern Louisiana,2015,Southland Conference,9,32,40.5,25.2,55,0.46,5.8,18.5,0.31,12.1,18.2,0.67,15.4,18.4,9.3,23.2,32.5,12.2,6.1,3.5,68.3,10,0.54,0.51,143.6,28.6,67.9,48.7,48.2,19.6,8.7,9.5,1.2,43.6,98.2,104.2,-6.1,2226.5,68.8,7,12,0,0,0,0,0,2,108,-4.2,4,1.48,0.8,0.4,0.22,9,23,0.28,0.93
Stephen F. Austin,2015,Southland Conference,3,34,40.1,26.8,55,0.49,7.7,20.4,0.38,17.3,23.5,0.74,14,21.6,11.6,22,33.6,17.5,7.6,3.5,78.6,1,0.59,0.56,160.2,37.3,71.3,54.3,65.4,17.5,11.1,10,1.4,60.3,114.3,93.5,20.8,2336.8,68.5,9,8,0,0,0,0,0,1,109,14.3,1,1.65,1.3,0.5,0.31,29,5,0.85,-1.76
Texas A&M-CC,2015,Southland Conference,10,34,40.1,22,49.4,0.45,4.9,14.7,0.33,17.8,25.9,0.69,12.6,20.4,9.4,21.8,31.1,10.4,6.8,2.7,66.6,4,0.55,0.5,146.3,30.5,67.6,49.5,47.3,17.2,10.4,8.2,1.4,42.5,102.6,99.2,3.3,2209.1,64.7,3,16,1,0,0,0,3,1,88,2.2,4,1.47,0.8,0.5,0.36,20,14,0.59,-0.36
Abilene Christian,2016,Southland Conference,11,31,40.3,24.9,55,0.45,6.7,18.4,0.37,14.8,21.1,0.7,13.5,22,7.9,22.9,30.8,13.6,7.5,2.5,71.3,7,0.55,0.51,152.1,24.8,73.8,48.9,54.7,17.2,10.6,6.6,1.3,46.1,100.6,103.4,-2.9,2196.7,70.3,12,6,0,0,0,0,3,0,100,-2,1,1.55,1,0.6,0.27,13,18,0.42,0.32
Central Arkansas,2016,Southland Conference,5,28,40,26.2,59.1,0.44,6.6,17.8,0.37,16.3,24.8,0.66,14.8,20.5,11.3,25,36.3,13.2,5.4,3.7,75.4,12,0.53,0.5,147.4,30.9,70.9,50.5,50.4,17.2,7.3,9.4,1.3,49.1,101.3,112.5,-11.2,2083.2,74.4,11,7,0,0,0,0,1,0,112,-8.4,0,1.5,0.9,0.4,0.28,7,21,0.25,1.09
Houston Baptist,2016,Southland Conference,3,34,40,26.4,55.9,0.47,6,16.5,0.36,17.7,24.7,0.72,14.9,18.9,9.8,25.8,35.6,13.9,5.4,3.9,76.6,4,0.57,0.53,155.4,29.9,69.9,51.1,52.4,18,7.4,9.5,1.4,53.4,105.1,104.2,0.9,2477,72.9,5,10,1,0,0,0,0,4,110,0.6,5,1.52,0.9,0.4,0.32,17,17,0.5,0
Incarnate Word,2016,Southland Conference,8,29,40.2,24.8,57,0.43,8.1,21.4,0.38,16.4,21.4,0.77,12.7,18.6,7.6,24.9,32.5,14.8,6.9,2.6,74,5,0.55,0.51,157.7,22.3,72.8,47.6,59.6,15.9,9.6,6.8,1.3,51.5,102.6,102.4,0.2,2090,71.7,13,6,1,0,0,0,1,1,108,0.2,0,1.6,1.2,0.5,0.29,17,12,0.59,-0.35
Lamar,2016,Southland Conference,4,30,40,25.7,60.7,0.42,6.6,20.6,0.32,17.5,26,0.67,14.6,23.3,13,24.5,37.6,14.2,7.5,3.9,75.4,6,0.52,0.48,141.4,34.1,68.7,50.8,55.1,16.7,10.1,10.2,1.2,50.9,101.5,103.7,-2.1,2228.5,74.3,4,11,0,0,0,0,0,0,101,-1.6,0,1.55,1,0.5,0.29,11,19,0.37,0.54
McNeese State,2016,Southland Conference,10,29,40.9,24.8,60.4,0.41,7.1,21.3,0.33,15.2,21.7,0.7,12.8,20.1,10.4,24.4,34.8,11.4,5.9,4.3,71.8,11,0.51,0.47,144.2,27.8,67.5,47.3,46,15.3,8.1,10.2,1.2,45,98.8,109.1,-10.3,2109.1,71.2,9,9,0,0,0,0,0,0,90,-7.5,3,1.46,0.9,0.5,0.25,9,20,0.31,0.8
New Orleans,2016,Southland Conference,7,30,40.2,25.4,60.7,0.42,5.4,16,0.34,18.7,27.2,0.69,15.1,21.3,13.1,23.3,36.4,13.6,8.4,2.6,75,8,0.51,0.46,144.3,34.5,67.9,50.3,53.5,17,11.3,7,1.2,48.5,99.8,103.2,-3.4,2253.1,74.8,6,10,0,0,0,0,1,0,102,-2.5,5,1.54,0.9,0.6,0.31,10,20,0.33,0.69
Nicholls State,2016,Southland Conference,13,34,40.4,23.1,55.1,0.42,6.2,20.4,0.31,15.1,23,0.66,15.7,20.2,8.7,23.6,32.3,12.7,6.7,4.8,67.6,13,0.51,0.48,138,24.8,66.9,45.8,55,19.2,9.2,11.8,1.2,42,92.5,104.6,-12.1,2484.3,72.3,10,8,0,0,0,0,1,5,94,-8.8,4,1.55,0.8,0.4,0.27,11,23,0.32,0.73
Northwestern State,2016,Southland Conference,2,28,40,27.5,60.3,0.46,7.4,20.6,0.36,17,22.2,0.77,14.5,20,10,21.8,31.8,15.5,6.2,3.2,79.4,10,0.56,0.52,158,28.8,61.6,45.3,56.2,17,8.2,7.4,1.3,52.6,105.1,114.1,-8.9,2115.7,75.6,3,12,0,0,0,0,3,0,105,-6.8,5,1.56,1.1,0.4,0.28,8,20,0.29,0.91
Sam Houston State,2016,Southland Conference,6,34,40.3,25.8,59.2,0.44,7.8,22.8,0.34,15.7,22.6,0.7,11.8,21.8,10.6,25,35.6,16.9,5.5,1.7,75,2,0.54,0.5,147.3,29.3,77.2,51.8,65.6,14.4,7.9,5.2,1.3,52.6,106.1,100.9,5.2,2404.5,70.2,8,9,0,0,0,0,1,0,114,3.6,4,1.66,1.4,0.5,0.27,18,16,0.53,-0.12
Southeastern Louisiana,2016,Southland Conference,12,33,40.2,25.2,55.5,0.45,7.3,19.6,0.37,13.3,21,0.64,15.3,20.8,9.5,23.9,33.5,14.3,6.4,2.7,71,9,0.54,0.52,146.1,28.7,68.3,49,56.8,18.9,8.9,7.6,1.3,46.5,99.4,105.6,-6.1,2358,71.2,2,13,0,0,0,0,3,0,101,-4.4,5,1.57,0.9,0.4,0.24,12,21,0.36,0.55
Stephen F. Austin,2016,Southland Conference,1,34,40,28.6,59.8,0.48,7.9,21.8,0.36,15.1,20.6,0.74,12.1,20.6,11.3,22.6,33.9,18.7,9.1,3.6,80.2,1,0.58,0.55,157.6,34.3,71.2,52.3,65.3,14.8,13,10.2,1.3,64.9,114.1,90.1,24.1,2390,70.3,7,10,2,0,0,0,3,1,104,16.9,0,1.65,1.5,0.8,0.25,28,6,0.82,-1.55
Texas A&M-CC,2016,Southland Conference,9,33,40,25.4,58.1,0.44,6.5,19.1,0.34,16.3,22.1,0.74,12.7,21.2,10.6,23.1,33.8,12.8,9.3,4.5,73.6,3,0.54,0.49,151.5,30.9,68,49.3,50.2,15.6,13,13,1.3,52.9,103.7,98.5,5.1,2342.2,71,1,18,2,0,0,0,7,3,97,3.6,9,1.5,1,0.7,0.28,25,8,0.76,-1.14
Abilene Christian,2017,Southland Conference,13,29,40.7,24.9,53.6,0.46,7.1,19,0.38,12.4,18.8,0.66,14.2,21.8,7.2,22.8,30,14.1,7.2,2.9,69.3,8,0.55,0.53,150.1,22.9,70.3,46.9,56.6,18.6,10.4,8.5,1.3,44.6,99.5,102.6,-3.2,2019.6,68.5,11,9,0,0,0,0,0,0,90,-2.2,0,1.57,1,0.5,0.23,13,16,0.45,0.21
Central Arkansas,2017,Southland Conference,6,32,40.5,26.1,59.7,0.44,7.2,19.2,0.38,15.4,21.5,0.72,13.9,18.9,9.7,24.7,34.4,14.5,5.6,2.6,74.8,13,0.54,0.5,153.1,27.5,68.8,48.3,55.6,16.6,7.6,7.4,1.3,49,101.5,114.1,-12.6,2359,72.9,12,8,0,0,0,0,0,0,107,-9.3,0,1.56,1,0.4,0.26,8,24,0.25,1.09
Houston Baptist,2017,Southland Conference,1,31,40,28.1,62.1,0.45,6.3,18.5,0.34,16.3,23.2,0.7,13.2,19.3,13.1,24.5,37.6,14.7,6.3,2.6,78.7,6,0.54,0.5,149.2,36.5,73.4,54.3,52.5,15.3,8.6,7,1.3,55.8,107.3,105.4,1.9,2274.5,73.4,2,20,1,0,0,0,2,1,116,1.4,0,1.53,1.1,0.5,0.26,17,14,0.55,-0.2
Incarnate Word,2017,Southland Conference,3,29,40.2,25.4,55.8,0.46,8,20.7,0.39,17.5,25.2,0.69,13.5,20.1,7.7,24.3,31.9,12.5,5.8,4.7,76.3,10,0.56,0.53,153.6,22.5,68.5,46,49.2,16.6,7.8,10.4,1.4,50.1,103,108.1,-5,2147.1,73.7,13,7,0,0,0,0,1,5,93,-3.7,0,1.49,0.9,0.4,0.31,12,17,0.41,0.34
Lamar,2017,Southland Conference,2,34,40.4,26.7,58.1,0.46,7.8,21.5,0.36,16,23.9,0.67,13.4,21.6,11,22.8,33.8,14.1,8,2.8,77.1,1,0.56,0.53,148.9,31.4,71.2,50.5,53,16.1,11.1,7.5,1.3,52.8,107.3,99.5,7.7,2445.2,71.1,3,20,0,0,0,0,3,1,126,5.6,0,1.53,1.1,0.6,0.28,19,15,0.56,-0.24
McNeese State,2017,Southland Conference,11,29,40.2,24.7,58.5,0.42,6.7,20.3,0.33,14.4,21,0.69,13.9,19.8,9.1,23.3,32.4,10.4,5.5,3.1,70.4,12,0.51,0.48,143.8,24.9,64.6,44.7,42.2,16.9,7.5,7.5,1.2,40.3,96.2,107.9,-11.7,2123.6,72.9,10,9,0,0,0,0,2,0,96,-8.6,0,1.42,0.7,0.4,0.25,7,22,0.24,1.14
New Orleans,2017,Southland Conference,9,32,40.6,25.9,54.8,0.47,4.3,13.7,0.32,16.6,23.4,0.71,16.6,17.6,11.5,23,34.5,15.6,7.9,3,72.8,3,0.55,0.51,150.1,36.1,67.2,52.2,60.2,20.1,11.2,8.6,1.3,52.1,103.2,98,5.1,2259.7,69.5,4,17,1,0,0,0,2,1,103,3.6,0,1.6,0.9,0.5,0.3,20,12,0.63,-0.51
Nicholls State,2017,Southland Conference,7,31,40.5,24.9,58.3,0.43,9,26,0.35,16,21.6,0.74,14.5,19.3,8.9,22,30.9,13.9,7.5,6.1,74.7,11,0.55,0.5,151.1,25.3,64.7,44.7,55.8,17.5,10.2,15.4,1.3,51.1,100.9,107.3,-6.4,2295.6,73.2,5,16,3,1,0,0,2,14,106,-4.8,0,1.56,1,0.5,0.28,14,17,0.45,0.19
Northwestern State,2017,Southland Conference,4,29,40.2,25.9,58.6,0.44,7,19.1,0.37,17.2,24.9,0.69,15.1,19.6,10.9,23.8,34.7,14,6.8,2.7,76,9,0.54,0.5,149.8,30.5,68.9,49.4,54.1,17.7,9.1,6.8,1.3,49.7,101.8,106.3,-4.5,2164.7,74.2,9,9,0,0,0,0,1,0,97,-3.3,0,1.54,0.9,0.4,0.29,13,16,0.45,0.21
Sam Houston State,2017,Southland Conference,8,34,40.1,26.4,60.4,0.44,6.2,19.7,0.32,15.2,22.2,0.69,13.6,22.3,11.2,25.5,36.6,14.9,7,2.7,74.3,4,0.52,0.49,144,30.9,75,52.3,56.5,16.1,9.5,8,1.2,50.6,100.9,96.8,4.1,2503.3,73.4,8,11,0,0,0,0,1,0,119,3,0,1.57,1.1,0.5,0.25,21,13,0.62,-0.48
Southeastern Louisiana,2017,Southland Conference,10,32,40,24.9,55.3,0.45,6.7,18.5,0.36,14.4,21.1,0.68,16,19.3,11.2,23.5,34.8,14.2,6.8,3.3,70.9,5,0.54,0.51,149.5,34.3,71.5,52.9,57.2,19.7,9.7,9.2,1.3,49,100.8,97,3.8,2250,70.3,6,15,0,0,0,0,3,2,108,2.7,0,1.57,0.9,0.4,0.26,16,16,0.5,0
Stephen F. Austin,2017,Southland Conference,12,33,40.3,23.7,53.1,0.45,5.8,18.3,0.32,16.1,22.3,0.72,17.5,21.7,11,22.2,33.2,12.4,6.8,3,69.4,7,0.54,0.5,148.7,34.5,71.6,52.8,52.2,21.6,9.6,8.9,1.3,42.4,98.7,98,0.8,2318.3,69.8,7,14,0,0,0,0,1,1,93,0.5,0,1.52,0.7,0.4,0.3,18,15,0.55,-0.18
Texas A&M-CC,2017,Southland Conference,5,36,40.4,27.1,57.5,0.47,5.4,16.3,0.33,15.9,22,0.72,13.5,19.5,9.9,23.2,33,13.5,9.4,3.9,75.4,2,0.56,0.52,152.4,29.7,69.5,49.7,49.9,16.5,13,12.2,1.3,54.3,105.1,99.6,5.5,2583.7,71,1,27,3,0,0,0,11,3,115,3.9,0,1.5,1,0.7,0.28,24,12,0.67,-0.7
Abilene Christian,2018,Southland Conference,7,32,40.3,27.2,58.5,0.46,6.7,20.5,0.33,12.7,18.1,0.7,14.4,21,9,24,32.9,15,8.1,4,73.7,6,0.55,0.52,149,26.9,72.1,49.5,55.3,17.7,11.2,11.6,1.3,51.8,101.5,98,3.4,2325,72.1,7,16,0,0,1,0,3,3,112,2.5,0,1.55,1,0.6,0.22,16,16,0.5,0
Central Arkansas,2018,Southland Conference,2,35,40.7,28,61.8,0.45,8.2,23,0.36,16.4,22.3,0.74,13.7,19.7,9.6,25.1,34.7,16.1,6.7,5.1,80.5,7,0.56,0.52,154.4,26.9,67.4,47.6,57.7,15.9,8.7,12.1,1.3,57.7,105.6,103.6,2,2669.3,74.9,8,13,2,2,0,0,4,9,102,1.5,0,1.58,1.2,0.5,0.27,18,17,0.51,-0.06
Houston Baptist,2018,Southland Conference,4,31,40.3,27.7,66.4,0.42,7.1,21.8,0.32,14.3,22.9,0.62,14.1,19.5,14.5,23.6,38.1,13.9,6.6,2.9,76.8,12,0.5,0.47,136.5,35.2,70.4,50.9,50.2,15.5,8.7,7.4,1.2,49.9,100.2,110.1,-9.9,2377.3,76.1,3,17,2,0,0,0,4,1,109,-7.6,0,1.5,1,0.5,0.22,6,25,0.19,1.42
Incarnate Word,2018,Southland Conference,10,28,40,24,55.9,0.43,5.9,17.6,0.34,16.8,22.5,0.75,15.8,18.6,9.4,23.8,33.2,11.1,6,5.1,70.6,11,0.53,0.48,151,27.9,66.6,47.8,46.3,19.2,8.2,12.3,1.3,44.7,96.4,105.4,-9,2052.6,73.3,13,5,0,0,0,0,1,1,93,-6.6,0,1.46,0.7,0.4,0.3,7,21,0.25,1.09
Lamar,2018,Southland Conference,5,33,40.6,26.5,61.4,0.43,7.8,22.7,0.34,15.1,22.9,0.66,13,19.8,12.2,24.2,36.4,13.6,8.5,2.3,75.8,3,0.52,0.49,143,32.4,73.1,51.5,51.4,15.3,11.8,6.4,1.2,52.1,104.2,95.7,8.5,2399.7,71.6,1,24,0,0,0,0,5,0,112,6.2,0,1.51,1,0.7,0.25,19,14,0.58,-0.31
McNeese State,2018,Southland Conference,6,29,40.3,26.9,61.6,0.44,7.1,20.6,0.34,14.4,20.3,0.71,14.3,17.4,11.4,27.2,38.7,11.3,5.4,4.6,75.3,9,0.53,0.49,149,31,69.3,50.7,41.9,16.8,7.3,10.6,1.2,51.1,101.6,102.7,-1.2,2150.6,73.5,2,18,0,0,0,0,1,2,103,-0.9,0,1.42,0.8,0.4,0.23,12,17,0.41,0.34
New Orleans,2018,Southland Conference,11,33,40.2,24.7,54.5,0.45,4.8,13.5,0.36,15.4,22.9,0.67,15.1,18.8,10.7,22.4,33,14.6,7.2,3.5,69.6,8,0.53,0.5,148.4,32.7,71,51.5,59.3,18.8,10.4,9.9,1.3,48.3,100,101.1,-1.1,2297.5,69.3,12,5,0,0,0,0,1,2,107,-0.8,0,1.59,1,0.5,0.28,16,17,0.49,0.06
Nicholls State,2018,Southland Conference,1,32,40,29.4,62.3,0.47,8.1,22.8,0.36,15.6,21.8,0.72,15.3,22.2,10.1,25.3,35.4,14.8,9.6,3.9,82.5,2,0.57,0.54,154.6,29.2,71.5,50.6,50.4,17.4,12.3,10.1,1.3,58.6,106.1,96.9,9.2,2489.1,77.8,5,16,0,0,0,0,8,4,127,7.2,0,1.5,1,0.6,0.25,21,11,0.66,-0.65
Northwestern State,2018,Southland Conference,13,29,40,23.9,57.9,0.41,4.3,15.4,0.28,12.4,20.3,0.61,17.1,19.8,11.9,22.7,34.5,9.6,6.2,4.2,64.4,13,0.48,0.45,130.2,32.2,68.9,49.5,40.3,20.2,8.5,11.1,1.1,35.3,88.3,107.1,-18.7,2114.4,72.9,10,9,1,0,0,0,0,1,88,-13.7,0,1.4,0.6,0.4,0.21,4,25,0.14,1.82
Sam Houston State,2018,Southland Conference,9,36,40.1,25,58.8,0.43,7.1,21.2,0.34,14.3,20,0.72,13.1,19.6,11.1,24.5,35.7,14.6,6.1,1.7,71.4,4,0.52,0.49,147.8,31.7,74.5,52.4,58.6,16.1,8.7,5.6,1.2,48.7,101.7,98,3.7,2526.9,69.9,4,17,0,0,0,0,0,0,91,2.6,0,1.59,1.1,0.5,0.24,21,15,0.58,-0.34
Southeastern Louisiana,2018,Southland Conference,8,34,40,25.5,56.2,0.45,7.4,20.9,0.35,13.4,20.4,0.66,13.8,16.7,10.1,23,33.1,14.6,6.6,2.9,71.7,5,0.54,0.52,146.2,30.3,68.1,49.3,57.4,17.3,9.5,7.5,1.3,51.4,103.2,99.7,3.5,2363,69.5,9,11,0,0,0,0,2,0,106,2.4,0,1.57,1.1,0.5,0.24,22,12,0.65,-0.61
Stephen F. Austin,2018,Southland Conference,3,35,40,28.6,58.8,0.49,6.9,18.6,0.37,16.5,23.4,0.71,15.5,21.9,11.1,23.7,34.9,14.3,10.2,3,80.5,1,0.58,0.54,156.2,34,73.2,53.5,49.9,18.1,13.8,9.6,1.4,57.7,108.5,91.8,16.7,2598.5,74.2,6,16,2,0,0,0,7,1,118,12.4,0,1.5,0.9,0.7,0.28,28,7,0.8,-1.39
Texas A&M-CC,2018,Southland Conference,12,29,40.3,23.8,54.8,0.44,5.1,15.1,0.34,14.9,20.8,0.72,15.9,20.9,9.3,24.2,33.5,11.1,6.8,2.9,67.7,10,0.52,0.48,149.2,28.5,71.9,50.5,46.7,19.8,9.6,9.3,1.2,40.4,95.3,99.8,-4.6,2060.2,70.4,11,7,2,0,0,0,2,0,92,-3.2,0,1.47,0.7,0.4,0.27,11,18,0.38,0.49
Alabama A&M,2012,Southwestern Athletic Conference,2,28,40.4,22.5,54.9,0.41,5.2,16.8,0.31,12.8,19.8,0.65,16.5,22,10.4,21.5,31.9,11.2,6.4,4.2,63,7,0.5,0.46,136.9,30.6,67.4,48.4,49.8,20.6,9.1,10.7,1.1,34.8,89.6,99.8,-10.2,1968.1,69.7,5,9,1,0,0,0,2,1,100,-7.1,5,1.5,0.7,0.4,0.23,7,21,0.25,1.09
Alabama State,2012,Southwestern Athletic Conference,8,31,40.8,20.9,55.3,0.38,6.1,20,0.31,11.4,19.5,0.58,15.2,19.8,11.9,21,33,11.5,7.6,3.1,59.4,5,0.46,0.43,126.8,32.9,67.8,49,55.1,19.2,11.2,8.4,1.1,34.7,87.3,94.6,-7.4,2108,66.7,4,11,0,0,0,0,2,0,88,-5,0,1.55,0.8,0.5,0.21,12,19,0.39,0.46
Alcorn State,2012,Southwestern Athletic Conference,4,32,40.3,22.2,53.4,0.42,4.5,14.2,0.32,13.6,19.5,0.7,15.2,19.3,9,20.4,29.4,9.1,6.3,3.2,62.6,6,0.5,0.46,143,28,63.4,45.7,41,19.7,9.2,8.3,1.2,33.1,90.8,99.2,-8.4,2205.4,68.4,8,6,0,0,0,0,2,2,106,-5.8,1,1.41,0.6,0.4,0.25,10,22,0.31,0.79
Arkansas-Pine Bluff,2012,Southwestern Athletic Conference,6,33,40.1,21.4,51.7,0.41,4.4,14.6,0.3,13.9,21.8,0.64,14.9,18.2,10.1,21.4,31.5,11.1,7,4,61,8,0.5,0.46,135.1,31.1,66.1,48.6,52.1,19.5,10.2,11.3,1.2,38.2,90.2,102.7,-12.5,2231.8,67.4,2,16,0,0,0,0,3,2,81,-8.4,3,1.52,0.7,0.5,0.27,11,22,0.33,0.69
Grambling State,2012,Southwestern Athletic Conference,10,28,40.2,18.6,52,0.36,4.1,14.9,0.28,12.7,18.5,0.69,16,16.5,8.4,21.2,29.7,8.6,4.8,3.6,54,10,0.45,0.4,132.3,25.3,64.2,44.7,46.3,21,7.1,8.7,1,25.2,79.6,105.3,-25.7,1900.6,67.6,6,7,2,0,0,0,0,4,75,-17.4,0,1.46,0.5,0.3,0.25,4,24,0.14,1.78
Jackson State,2012,Southwestern Athletic Conference,9,31,40.6,19.9,52.3,0.38,4.3,13.1,0.33,11.9,17.5,0.68,15.4,19.2,10.6,20.3,30.9,8.3,7.2,3.3,56,9,0.47,0.42,138.7,32.8,64.6,48.5,41.7,20.4,11.1,9.1,1.1,29.5,85.8,100.9,-15.1,2023.8,64.2,9,5,0,0,0,0,5,0,80,-9.8,6,1.42,0.5,0.5,0.23,7,24,0.23,1.23
Mississippi Valley State,2012,Southwestern Athletic Conference,1,34,40.4,23.9,59.6,0.4,7.4,22.9,0.32,13.4,20.8,0.64,14.5,20.5,11.9,22.7,34.6,13.3,8.8,2.6,68.6,1,0.5,0.46,136.9,32.8,68.5,49.8,55.5,17.4,12.3,7,1.2,44.4,95.6,96.1,-0.5,2439.7,71,1,21,0,0,0,0,6,0,90,-0.4,6,1.56,0.9,0.6,0.23,21,13,0.62,-0.48
Prairie View A&M,2012,Southwestern Athletic Conference,3,32,40,23.6,60,0.39,5.2,16.6,0.31,10.6,19.7,0.54,16.1,19.4,12.9,22.8,35.7,10.8,7.8,3.2,63,3,0.46,0.44,124.5,34.4,69.5,50.8,45.9,19,11,8.8,1.1,36.8,87.6,91.3,-3.7,2300.7,71.9,10,4,0,0,0,0,1,0,93,-2.7,5,1.46,0.7,0.5,0.18,14,18,0.44,0.25
Southern,2012,Southwestern Athletic Conference,7,31,40.5,21.3,51.8,0.41,4.7,14.9,0.31,13.4,19.6,0.69,14,19.4,7.4,23.2,30.5,11,5.9,3.6,60.6,4,0.5,0.46,140.9,23.2,64.9,45.3,51.9,18.8,8.7,9,1.2,35.5,89.3,94.1,-4.8,2104.5,67.1,3,12,0,0,0,0,2,2,75,-3.3,2,1.52,0.8,0.4,0.26,17,14,0.55,-0.2
Texas Southern,2012,Southwestern Athletic Conference,5,33,40.3,20.7,50.2,0.41,5.5,16.8,0.33,14.2,22.6,0.63,17,17.9,9.7,22.8,32.5,10,8.4,4.2,61.2,2,0.51,0.47,137.3,31.8,67.1,50.4,48.4,22,12.3,12.5,1.2,38.4,89.8,92.1,-2.3,2251.3,67.7,7,6,0,0,0,0,3,1,87,-1.6,9,1.48,0.6,0.5,0.28,15,18,0.46,0.18
Alabama A&M,2013,Southwestern Athletic Conference,5,31,40.5,22.5,56.3,0.4,5,17,0.29,13.2,21,0.63,14.3,17.7,11.8,23.2,35,11.8,5.9,3.3,63.1,7,0.48,0.44,132.1,32.1,69,49.7,52.7,17.9,8.6,7.9,1.1,39.6,91.9,101.5,-9.6,2128.7,67.8,2,18,3,0,0,0,1,2,103,-6.6,1,1.53,0.8,0.4,0.23,11,20,0.36,0.59
Alabama State,2013,Southwestern Athletic Conference,8,32,40.3,22.9,56.2,0.41,5.2,17.4,0.3,10.7,18,0.6,15,18.7,11.7,22.7,34.4,11.6,6.3,3.2,61.8,8,0.48,0.45,130.6,33,66.5,49.4,50.5,18.9,9.2,8.7,1.1,38.1,90.5,102,-11.5,2187.8,67.8,6,9,1,0,0,0,3,1,77,-7.9,1,1.51,0.8,0.4,0.19,10,22,0.31,0.79
Alcorn State,2013,Southwestern Athletic Conference,9,34,40.1,21.4,55.5,0.39,4.9,16.5,0.29,12.9,20.8,0.62,15,19.9,9.9,22.2,32.1,9.1,6.5,3.8,60.4,6,0.47,0.43,129.8,29.3,64.5,47.1,42.4,18.9,9.6,10.3,1.1,31.8,87.2,95.4,-8.2,2356.9,69.1,7,4,0,0,0,0,4,0,85,-5.7,1,1.42,0.6,0.4,0.23,10,24,0.29,0.87
Arkansas-Pine Bluff,2013,Southwestern Athletic Conference,7,30,40.2,22.8,56.9,0.4,5.3,17.5,0.3,11.8,18.8,0.63,14.5,17.7,11.5,22.1,33.6,12.7,9.9,3.3,62.7,4,0.48,0.45,133.3,31.6,65.5,47.9,55.8,18.2,14.1,10,1.1,43.4,90.2,95.8,-5.7,2085.3,69.2,4,14,0,0,0,0,6,1,81,-3.9,9,1.56,0.9,0.7,0.21,16,14,0.53,-0.14
Grambling State,2013,Southwestern Athletic Conference,10,28,40,18.5,51.3,0.36,5.1,16.4,0.31,7.5,12.8,0.59,17.5,17.6,9.2,20.8,30,10.4,4.4,2.3,49.7,10,0.44,0.41,126,27.6,61.5,44.6,55.9,23.5,6.6,5.7,1,22,75.1,115.4,-40.3,1852.2,66.1,10,2,0,0,0,0,0,0,68,-26.7,4,1.56,0.6,0.3,0.15,0,28,0,6.91
Jackson State,2013,Southwestern Athletic Conference,3,29,40.5,22.3,57.2,0.39,6.2,20,0.31,15.3,22,0.7,12.7,19.6,9.9,21.4,31.3,9.5,8.3,2.2,66.2,5,0.5,0.45,140.1,27.1,65,45.1,42.5,16,11.8,5.8,1.2,38.1,93.9,101.4,-7.5,2044.5,69.6,9,3,0,1,0,0,2,1,91,-5.3,3,1.43,0.7,0.7,0.27,11,18,0.38,0.49
Mississippi Valley State,2013,Southwestern Athletic Conference,6,28,40.2,21.2,57.3,0.37,6,19.9,0.3,14.6,22.6,0.65,15.1,20.1,11.3,20.9,32.2,9.7,7.1,2.5,63,9,0.47,0.42,132.1,30,62.1,45.2,45.7,18.3,9.9,6.2,1.1,32.5,88.2,103.3,-15.2,2002,71.2,5,11,0,0,0,0,1,1,90,-10.9,1,1.46,0.6,0.5,0.26,5,23,0.18,1.52
