Home,HomeScore,RoadScore,Road,HomeOdds,DrawOdds,RoadOdds,Playoffs,Season,Date
FC Cincinnati,1,0,Orlando City,2.36,3.72,2.95,0,2022,6/24/2022
Real Salt Lake,0,0,Columbus Crew,1.83,3.8,5.4,0,2022,6/25/2022
Dynamo Houston,2,0,Chicago Fire,2.25,3.56,3.7,0,2022,6/25/2022
Toronto FC,2,1,Atlanta United FC,3,3.95,2.45,0,2022,6/25/2022
Miami FC,2,1,Minnesota United,2.55,3.72,2.75,0,2022,6/25/2022
Austin FC,2,2,FC Dallas,2.5,3.56,3.2,0,2022,6/25/2022
Portland Timbers,3,0,Colorado Rapids,2.2,3.7,4,0,2022,6/25/2022
Seattle Sounders,3,0,Sporting Kansas City,1.93,3.82,4.6,0,2022,6/25/2022
DC United,1,3,Nashville SC,2.6,3.35,3.1,0,2022,6/25/2022
Vancouver Whitecaps,0,0,New England Revolution,2.85,3.55,2.73,0,2022,6/26/2022
Philadelphia Union,2,1,New York City,2.74,3.46,2.76,0,2022,6/26/2022
Los Angeles FC,2,0,New York Red Bulls,2.02,3.94,3.82,0,2022,6/26/2022
CF MontrŽal,2,1,Charlotte,2.11,3.7,3.92,0,2022,6/26/2022
Chicago Fire,1,0,Philadelphia Union,2.62,3.44,3,0,2022,6/29/2022
Toronto FC,1,2,Columbus Crew,2.65,3.6,2.83,0,2022,6/29/2022
Portland Timbers,2,1,Dynamo Houston,1.91,4.1,4.75,0,2022,6/29/2022
Los Angeles Galaxy,2,3,Minnesota United,1.9,4.1,4.35,0,2022,6/29/2022
Los Angeles FC,3,1,FC Dallas,1.74,4.15,4.55,0,2022,6/29/2022
FC Cincinnati,4,4,New York City,3.5,3.8,2.35,0,2022,6/29/2022
Charlotte,0,1,Austin FC,2.2,3.6,3.56,0,2022,6/30/2022
New York Red Bulls,2,1,Atlanta United FC,1.75,4.5,6,0,2022,6/30/2022
Seattle Sounders,1,2,CF MontrŽal,1.91,3.84,4.56,0,2022,6/30/2022
Toronto FC,0,2,Seattle Sounders,2.65,3.8,3.05,0,2022,7/2/2022
Vancouver Whitecaps,1,0,Los Angeles FC,3.4,3.75,2.08,0,2022,7/2/2022
Columbus Crew,0,0,Philadelphia Union,2.29,3.34,3.5,0,2022,7/3/2022
Sporting Kansas City,0,1,New York Red Bulls,3.1,3.44,2.55,0,2022,7/3/2022
Dynamo Houston,1,2,Charlotte,1.98,3.58,4.05,0,2022,7/3/2022
San Jose Earthquakes,2,1,Chicago Fire,2.23,3.76,3.3,0,2022,7/3/2022
New England Revolution,2,2,FC Cincinnati,1.68,4.55,5.05,0,2022,7/3/2022
Nashville SC,2,2,Portland Timbers,1.77,3.8,5.1,0,2022,7/3/2022
Minnesota United,3,2,Real Salt Lake,2.16,3.74,4.2,0,2022,7/3/2022
New York City,2,2,Atlanta United FC,1.62,4.75,5.3,0,2022,7/3/2022
FC Dallas,1,1,Miami FC,1.55,4.5,6.5,0,2022,7/4/2022
Colorado Rapids,2,3,Austin FC,1.84,4,4.75,0,2022,7/4/2022
Orlando City,3,5,DC United,1.85,3.95,4.25,0,2022,7/4/2022
Los Angeles Galaxy,4,0,CF MontrŽal,1.96,4.14,4.34,0,2022,7/5/2022
Vancouver Whitecaps,1,3,Minnesota United,2.48,3.6,2.85,0,2022,7/8/2022
Los Angeles FC,3,2,Los Angeles Galaxy,1.85,4.05,4.35,0,2022,7/8/2022
Philadelphia Union,7,0,DC United,1.73,3.98,5,0,2022,7/8/2022
Atlanta United FC,0,3,Austin FC,1.78,4.4,4.25,0,2022,7/9/2022
FC Cincinnati,1,1,New York Red Bulls,2.75,3.65,2.63,0,2022,7/9/2022
Toronto FC,2,2,San Jose Earthquakes,2.27,3.85,2.99,0,2022,7/9/2022
Dynamo Houston,2,2,FC Dallas,2.4,3.5,3.05,0,2022,7/9/2022
Real Salt Lake,2,2,Colorado Rapids,2.12,3.52,3.6,0,2022,7/9/2022
Chicago Fire,2,3,Columbus Crew,2.4,3.48,3.15,0,2022,7/9/2022
Charlotte,4,1,Nashville SC,2.51,3.22,3.05,0,2022,7/9/2022
New York City,4,2,New England Revolution,1.72,4.33,4.6,0,2022,7/9/2022
Seattle Sounders,0,3,Portland Timbers,2,3.88,3.7,0,2022,7/9/2022
CF MontrŽal,1,2,Sporting Kansas City,1.85,3.88,4.55,0,2022,7/10/2022
Austin FC,3,1,Dynamo Houston,2.08,3.9,3.65,0,2022,7/12/2022
FC Dallas,0,1,New York City,2.44,3.66,2.89,0,2022,7/13/2022
Nashville SC,1,0,Seattle Sounders,2.05,3.55,4,0,2022,7/13/2022
Minnesota United,1,1,Sporting Kansas City,1.9,4.3,5.2,0,2022,7/13/2022
Colorado Rapids,1,1,Orlando City,1.93,3.85,4,0,2022,7/13/2022
Miami FC,1,2,Philadelphia Union,2.84,3.45,2.51,0,2022,7/13/2022
Chicago Fire,2,0,Toronto FC,1.78,4.4,4.5,0,2022,7/13/2022
Atlanta United FC,2,1,Real Salt Lake,2.05,4,3.9,0,2022,7/13/2022
DC United,2,2,Columbus Crew,2.58,3.5,2.8,0,2022,7/13/2022
FC Cincinnati,2,2,Vancouver Whitecaps,1.88,3.9,4.1,0,2022,7/13/2022
Los Angeles Galaxy,2,3,San Jose Earthquakes,1.68,4.5,4.65,0,2022,7/13/2022
Chicago Fire,1,0,Seattle Sounders,2.12,3.64,3.65,0,2022,7/16/2022
FC Dallas,1,1,Austin FC,2.2,3.7,3.4,0,2022,7/16/2022
Minnesota United,2,0,DC United,1.6,4.65,5.5,0,2022,7/16/2022
Colorado Rapids,2,0,Los Angeles Galaxy,2.06,3.95,3.6,0,2022,7/16/2022
Philadelphia Union,2,1,New England Revolution,2.15,3.74,3.35,0,2022,7/16/2022
Miami FC,3,2,Charlotte,2.42,3.5,3.1,0,2022,7/16/2022
Portland Timbers,1,1,Vancouver Whitecaps,1.68,4.25,4.8,0,2022,7/17/2022
Nashville SC,1,2,Los Angeles FC,2.6,3.48,2.9,0,2022,7/17/2022
San Jose Earthquakes,1,2,Dynamo Houston,2.28,3.9,3.2,0,2022,7/17/2022
Columbus Crew,2,0,FC Cincinnati,1.88,4,4.2,0,2022,7/17/2022
Real Salt Lake,3,0,Sporting Kansas City,1.87,3.8,4.8,0,2022,7/17/2022
Atlanta United FC,1,1,Orlando City,2.35,3.85,3.55,0,2022,7/17/2022
New York Red Bulls,0,1,New York City,2.3,3.6,3.15,0,2022,7/17/2022
CF MontrŽal,1,0,Toronto FC,1.63,4.33,5.6,0,2022,7/17/2022
Columbus Crew,0,0,New England Revolution,2.28,3.74,3.6,0,2022,7/23/2022
Orlando City,0,1,Philadelphia Union,2.55,3.52,2.85,0,2022,7/23/2022
Real Salt Lake,0,1,FC Dallas,2.11,3.58,3.85,0,2022,7/23/2022
Sporting Kansas City,0,2,Los Angeles FC,3.75,3.85,2.1,0,2022,7/23/2022
FC Cincinnati,1,1,Nashville SC,2.62,3.5,2.85,0,2022,7/23/2022
Dynamo Houston,1,2,Minnesota United,2.16,3.84,4.1,0,2022,7/23/2022
Vancouver Whitecaps,1,3,Chicago Fire,2.65,3.52,2.85,0,2022,7/23/2022
New York City,2,0,Miami FC,1.38,5.3,7.6,0,2022,7/23/2022
Seattle Sounders,2,1,Colorado Rapids,1.88,3.85,4.3,0,2022,7/23/2022
Portland Timbers,2,1,San Jose Earthquakes,1.89,4.5,4.3,0,2022,7/23/2022
Toronto FC,4,0,Charlotte,2.29,3.74,3.35,0,2022,7/23/2022
Los Angeles Galaxy,2,0,Atlanta United FC,1.89,4.4,4.65,0,2022,7/24/2022
Austin FC,3,4,New York Red Bulls,2.23,3.7,3.54,0,2022,7/24/2022
DC United,1,2,CF MontrŽal,3.1,3.6,2.51,0,2022,7/24/2022
Chicago Fire,0,0,Atlanta United FC,2.05,3.8,3.65,0,2022,7/30/2022
New England Revolution,0,0,Toronto FC,1.78,4.45,4.7,0,2022,7/30/2022
Sporting Kansas City,0,2,Austin FC,2.99,3.72,2.52,0,2022,7/30/2022
FC Dallas,1,0,Los Angeles Galaxy,2.21,3.75,3.15,0,2022,7/30/2022
Nashville SC,1,1,Vancouver Whitecaps,1.62,4.1,6,0,2022,7/30/2022
San Jose Earthquakes,2,2,Real Salt Lake,2.28,3.75,3.2,0,2022,7/30/2022
Minnesota United,4,4,Portland Timbers,1.99,3.94,3.8,0,2022,7/30/2022
Miami FC,4,4,FC Cincinnati,2.3,3.7,3.15,0,2022,7/30/2022
Philadelphia Union,6,0,Dynamo Houston,1.69,4.2,5.3,0,2022,7/30/2022
DC United,2,1,Orlando City,2.85,3.54,2.64,0,2022,7/31/2022
CF MontrŽal,0,0,New York City,2.41,3.8,2.96,0,2022,7/31/2022
Seattle Sounders,1,0,FC Dallas,1.97,4.1,4.8,0,2022,8/2/2022
New York Red Bulls,4,5,Colorado Rapids,1.66,4.4,5.3,0,2022,8/2/2022
San Jose Earthquakes,0,1,Miami FC,2,3.95,3.6,0,2022,8/3/2022
Portland Timbers,1,1,Nashville SC,2.28,3.7,3.22,0,2022,8/3/2022
Charlotte,3,0,DC United,1.85,4.05,4.1,0,2022,8/3/2022
Columbus Crew,1,2,CF MontrŽal,2.17,3.65,4.25,0,2022,8/4/2022
Vancouver Whitecaps,2,1,Dynamo Houston,2.14,3.62,3.45,0,2022,8/5/2022
DC United,0,0,New York Red Bulls,3.5,3.71,2.16,0,2022,8/6/2022
Orlando City,0,3,New England Revolution,2.14,3.85,3.93,0,2022,8/6/2022
Portland Timbers,1,1,FC Dallas,2.14,3.89,3.45,0,2022,8/6/2022
Real Salt Lake,1,4,Los Angeles FC,2.87,3.6,2.65,0,2022,8/6/2022
Charlotte,2,3,Chicago Fire,2.31,3.88,3.47,0,2022,8/6/2022
FC Cincinnati,3,1,Philadelphia Union,3,3.68,2.68,0,2022,8/6/2022
Columbus Crew,3,2,New York City,2.47,3.69,3.15,0,2022,8/6/2022
Austin FC,3,3,San Jose Earthquakes,1.53,4.65,6,0,2022,8/6/2022
Nashville SC,3,4,Toronto FC,1.9,4.11,4.63,0,2022,8/6/2022
Sporting Kansas City,4,2,Los Angeles Galaxy,2.95,3.85,2.45,0,2022,8/6/2022
Colorado Rapids,4,3,Minnesota United,1.69,4.3,5,0,2022,8/6/2022
Atlanta United FC,2,1,Seattle Sounders,2.11,3.92,3.5,0,2022,8/6/2022
CF MontrŽal,2,2,Miami FC,1.58,4.33,5.85,0,2022,8/7/2022
New York Red Bulls,0,1,Orlando City,1.84,3.93,4.77,0,2022,8/13/2022
New England Revolution,1,0,DC United,1.73,4.15,5.3,0,2022,8/13/2022
Colorado Rapids,1,1,Columbus Crew,1.97,3.83,3.9,0,2022,8/13/2022
FC Cincinnati,2,2,Atlanta United FC,1.99,4.04,4.04,0,2022,8/13/2022
Toronto FC,3,1,Portland Timbers,2.16,4.1,3.54,0,2022,8/13/2022
Miami FC,3,2,New York City,2.88,3.75,2.55,0,2022,8/13/2022
Philadelphia Union,4,1,Chicago Fire,1.95,3.92,4.3,0,2022,8/13/2022
FC Dallas,4,1,San Jose Earthquakes,1.69,4.35,5.1,0,2022,8/13/2022
Austin FC,4,3,Sporting Kansas City,1.7,4.4,5.1,0,2022,8/13/2022
Los Angeles FC,5,0,Charlotte,1.37,5.6,8.1,0,2022,8/13/2022
Los Angeles Galaxy,5,2,Vancouver Whitecaps,1.56,4.8,6.13,0,2022,8/13/2022
Seattle Sounders,1,2,Real Salt Lake,1.79,3.9,4.9,0,2022,8/14/2022
Dynamo Houston,2,3,CF MontrŽal,2.53,3.65,2.93,0,2022,8/14/2022
Los Angeles FC,1,0,DC United,1.26,7.3,12,0,2022,8/16/2022
FC Dallas,1,0,Philadelphia Union,2.44,3.6,3.1,0,2022,8/17/2022
Atlanta United FC,1,2,New York Red Bulls,2.49,3.7,3.15,0,2022,8/17/2022
New York City,1,3,Charlotte,1.44,5.2,7.5,0,2022,8/17/2022
Vancouver Whitecaps,2,1,Colorado Rapids,2.39,3.65,2.95,0,2022,8/17/2022
Toronto FC,2,2,New England Revolution,1.88,4.42,4.55,0,2022,8/17/2022
Los Angeles Galaxy,3,3,Seattle Sounders,1.98,4.1,3.54,0,2022,8/19/2022
DC United,0,6,Philadelphia Union,3.85,3.85,2.14,0,2022,8/20/2022
New York Red Bulls,1,1,FC Cincinnati,2.1,4.05,4.5,0,2022,8/20/2022
Colorado Rapids,1,1,Dynamo Houston,1.82,4.29,4.45,0,2022,8/20/2022
Real Salt Lake,1,1,Vancouver Whitecaps,1.69,4.15,4.8,0,2022,8/20/2022
Miami FC,2,1,Toronto FC,2.4,3.9,3.05,0,2022,8/20/2022
Minnesota United,2,1,Austin FC,2.14,3.86,3.2,0,2022,8/20/2022
San Jose Earthquakes,2,1,Los Angeles FC,4.1,4.35,1.95,0,2022,8/20/2022
Chicago Fire,0,2,New York City,2.2,4.05,3.3,0,2022,8/21/2022
Charlotte,1,2,Orlando City,2.41,3.55,3.35,0,2022,8/21/2022
Nashville SC,4,0,FC Dallas,1.96,3.7,4.55,0,2022,8/21/2022
CF MontrŽal,4,0,New England Revolution,1.79,4.1,4.45,0,2022,8/21/2022
Austin FC,4,1,Los Angeles FC,2.85,3.82,2.38,0,2022,8/26/2022
Vancouver Whitecaps,0,3,Nashville SC,2.83,3.48,2.7,0,2022,8/27/2022
Sporting Kansas City,1,0,San Jose Earthquakes,1.84,4.29,4.1,0,2022,8/27/2022
FC Dallas,1,1,Real Salt Lake,1.94,3.9,4.15,0,2022,8/27/2022
FC Cincinnati,2,2,Columbus Crew,2.16,3.75,3.35,0,2022,8/27/2022
New York Red Bulls,3,1,Miami FC,1.73,4,4.9,0,2022,8/27/2022
Philadelphia Union,6,0,Colorado Rapids,1.58,5,6.35,0,2022,8/27/2022
New England Revolution,1,2,Los Angeles Galaxy,2.28,3.9,3.25,0,2022,8/28/2022
Atlanta United FC,3,2,DC United,1.56,5,6.1,0,2022,8/28/2022
Chicago Fire,0,2,CF MontrŽal,2.45,3.8,2.95,0,2022,8/28/2022
New England Revolution,0,0,Chicago Fire,1.93,4.2,5.17,0,2022,8/31/2022
Columbus Crew,1,0,Miami FC,1.84,4,4.55,0,2022,8/31/2022
New York City,1,2,DC United,1.5,5.2,6.3,0,2022,8/31/2022
Dynamo Houston,2,1,Los Angeles FC,4,4.2,1.9,0,2022,8/31/2022
Toronto FC,2,2,Los Angeles Galaxy,2.21,4.09,3.2,0,2022,8/31/2022
Real Salt Lake,3,0,Minnesota United,2.21,3.95,4,0,2022,8/31/2022
Philadelphia Union,4,1,Atlanta United FC,1.76,4.45,4.55,0,2022,8/31/2022
Nashville SC,4,1,Colorado Rapids,1.64,4.36,5.75,0,2022,8/31/2022
CF MontrŽal,0,1,New York Red Bulls,1.97,3.7,4.2,0,2022,9/1/2022
Columbus Crew,0,0,Chicago Fire,1.93,4.13,4.5,0,2022,9/3/2022
New York Red Bulls,0,2,Philadelphia Union,2.31,3.6,3.13,0,2022,9/3/2022
FC Cincinnati,2,0,Charlotte,1.71,4.75,6,0,2022,9/3/2022
Nashville SC,3,0,Austin FC,1.84,4.1,4.35,0,2022,9/3/2022
DC United,0,0,Colorado Rapids,2.36,3.95,2.94,0,2022,9/4/2022
San Jose Earthquakes,2,0,Vancouver Whitecaps,2.09,3.95,3.5,0,2022,9/4/2022
Los Angeles FC,2,0,Real Salt Lake,1.42,5.3,7,0,2022,9/4/2022
Seattle Sounders,2,1,Dynamo Houston,1.59,4.55,5.8,0,2022,9/4/2022
Los Angeles Galaxy,2,2,Sporting Kansas City,1.69,4.5,4.75,0,2022,9/4/2022
New England Revolution,3,0,New York City,2.08,3.95,3.48,0,2022,9/4/2022
Portland Timbers,2,1,Atlanta United FC,2.26,4.2,2.96,0,2022,9/4/2022
Toronto FC,3,4,CF MontrŽal,2.26,3.95,3.24,0,2022,9/5/2022
New York City,1,1,FC Cincinnati,1.73,4.25,4.75,0,2022,9/7/2022
Dynamo Houston,0,0,Sporting Kansas City,2.43,3.75,2.9,0,2022,9/10/2022
Real Salt Lake,0,0,DC United,1.53,4.75,6.11,0,2022,9/10/2022
Portland Timbers,1,0,Minnesota United,1.78,4.25,4.5,0,2022,9/10/2022
New York Red Bulls,2,1,New England Revolution,1.92,3.9,4.9,0,2022,9/10/2022
FC Dallas,2,1,Los Angeles FC,3.24,3.75,2.2,0,2022,9/10/2022
Seattle Sounders,3,0,Austin FC,1.82,4,4.1,0,2022,9/10/2022
Chicago Fire,3,1,Miami FC,2.12,3.75,3.58,0,2022,9/10/2022
Colorado Rapids,3,1,Vancouver Whitecaps,1.68,4.43,5,0,2022,9/10/2022
Atlanta United FC,4,2,Toronto FC,1.76,4.55,4.55,0,2022,9/10/2022
Philadelphia Union,5,1,Orlando City,1.61,4.89,6.57,0,2022,9/10/2022
FC Cincinnati,6,0,San Jose Earthquakes,1.58,4.7,6,0,2022,9/10/2022
Charlotte,1,0,New York City,2.63,3.55,3.15,0,2022,9/10/2022
CF MontrŽal,2,2,Columbus Crew,2.04,3.65,4.2,0,2022,9/10/2022
Minnesota United,1,1,Los Angeles FC,3.24,3.95,2.16,0,2022,9/13/2022
Miami FC,2,1,Columbus Crew,2.4,3.65,2.9,0,2022,9/13/2022
Sporting Kansas City,3,0,DC United,2.05,4.2,4.65,0,2022,9/13/2022
Dynamo Houston,3,1,New England Revolution,3.09,3.83,2.37,0,2022,9/13/2022
Orlando City,0,1,Atlanta United FC,2.22,3.8,3.25,0,2022,9/14/2022
Colorado Rapids,2,1,San Jose Earthquakes,1.62,4.8,5.3,0,2022,9/14/2022
Austin FC,3,0,Real Salt Lake,1.96,4.2,4.84,0,2022,9/14/2022
Vancouver Whitecaps,3,0,Los Angeles Galaxy,3.4,4.06,2.34,0,2022,9/14/2022
CF MontrŽal,3,2,Chicago Fire,1.7,4.7,6.1,0,2022,9/14/2022
Austin FC,1,1,Nashville SC,2.45,3.68,3.1,0,2022,9/17/2022
San Jose Earthquakes,1,1,FC Dallas,2.9,3.62,2.6,0,2022,9/17/2022
Real Salt Lake,1,2,FC Cincinnati,2.16,3.78,3.35,0,2022,9/17/2022
New York City,2,0,New York Red Bulls,2.45,3.32,3.12,0,2022,9/17/2022
Vancouver Whitecaps,2,1,Seattle Sounders,2.88,3.55,2.54,0,2022,9/17/2022
Chicago Fire,2,3,Charlotte,2.03,3.7,4.15,0,2022,9/17/2022
Orlando City,4,0,Toronto FC,1.82,4.1,4.65,0,2022,9/17/2022
Sporting Kansas City,4,1,Minnesota United,2.05,4.05,3.54,0,2022,9/17/2022
Los Angeles Galaxy,4,1,Colorado Rapids,1.58,4.85,5.34,0,2022,9/17/2022
Los Angeles FC,3,1,Dynamo Houston,1.25,7.4,11,0,2022,9/18/2022
Columbus Crew,1,1,Portland Timbers,1.93,4.09,3.88,0,2022,9/18/2022
DC United,2,3,Miami FC,2.49,3.62,2.89,0,2022,9/18/2022
New England Revolution,0,1,CF MontrŽal,2.47,3.83,2.95,0,2022,9/18/2022
San Jose Earthquakes,2,3,Los Angeles Galaxy,3.24,4.1,2.08,0,2022,9/24/2022
Seattle Sounders,1,1,FC Cincinnati,2.53,3.65,2.88,0,2022,9/27/2022
Toronto FC,0,1,Miami FC,2.13,4,3.32,0,2022,9/30/2022
Los Angeles Galaxy,1,1,Real Salt Lake,1.68,4.38,5.11,0,2022,10/1/2022
San Jose Earthquakes,2,0,Minnesota United,2.68,4,2.6,0,2022,10/1/2022
Vancouver Whitecaps,2,0,Austin FC,2.28,3.75,2.96,0,2022,10/1/2022
Columbus Crew,2,1,New York Red Bulls,2.44,3.29,3.54,0,2022,10/1/2022
FC Cincinnati,2,3,Chicago Fire,1.6,5.16,7,0,2022,10/1/2022
New England Revolution,2,1,Atlanta United FC,2.55,3.9,2.6,0,2022,10/1/2022
Charlotte,4,0,Philadelphia Union,3.43,3.62,2.33,0,2022,10/1/2022
Nashville SC,1,2,Dynamo Houston,1.57,4.9,6.6,0,2022,10/2/2022
New York City,2,1,Orlando City,1.93,3.6,4.3,0,2022,10/2/2022
Portland Timbers,1,2,Los Angeles FC,3.15,3.82,2.26,0,2022,10/2/2022
CF MontrŽal,1,0,DC United,1.51,4.95,7.06,0,2022,10/2/2022
Miami FC,4,1,Orlando City,2.58,3.4,3,0,2022,10/5/2022
Los Angeles Galaxy,1,0,Nashville SC,2,3.78,3.82,1,2022,10/15/2022
Los Angeles Galaxy,1,0,Nashville SC,1.92,3.87,3.93,1,2022,10/15/2022
New York Red Bulls,1,2,FC Cincinnati,2.11,3.6,3.55,1,2022,10/15/2022
New York Red Bulls,1,2,FC Cincinnati,2.22,3.35,3.6,1,2022,10/15/2022
Austin FC,(3)Ê2,2Ê(1),Real Salt Lake,2.03,3.65,3.6,1,2022,10/16/2022
Austin FC,(3)Ê2,2Ê(1),Real Salt Lake,2.05,3.65,3.65,1,2022,10/16/2022
FC Dallas,(5)Ê1,1Ê(4),Minnesota United,2.04,3.64,3.62,1,2022,10/17/2022
FC Dallas,(5)Ê1,1Ê(4),Minnesota United,1.97,3.8,3.75,1,2022,10/17/2022
New York City,3,0,Miami FC,1.76,4,4.85,1,2022,10/17/2022
New York City,3,0,Miami FC,1.78,3.8,4.8,1,2022,10/17/2022
CF MontrŽal,2,0,Orlando City,1.88,3.85,5,1,2022,10/17/2022
CF MontrŽal,2,0,Orlando City,1.95,3.65,4.32,1,2022,10/17/2022
Philadelphia Union,1,0,FC Cincinnati,1.87,3.95,4.25,1,2022,10/20/2022
Philadelphia Union,1,0,FC Cincinnati,1.88,4.09,4.56,1,2022,10/20/2022
Los Angeles FC,3,2,Los Angeles Galaxy,1.83,4.25,4.4,1,2022,10/20/2022
Los Angeles FC,3,2,Los Angeles Galaxy,1.77,4.35,4.33,1,2022,10/20/2022
Austin FC,2,1,FC Dallas,2.23,3.55,3.2,1,2022,10/23/2022
Austin FC,2,1,FC Dallas,2.25,3.7,3.5,1,2022,10/23/2022
CF MontrŽal,1,3,New York City,2.13,3.54,3.62,1,2022,10/24/2022
CF MontrŽal,1,3,New York City,2.1,3.44,3.79,1,2022,10/24/2022
Los Angeles FC,3,0,Austin FC,1.47,4.75,6,1,2022,10/30/2022
Philadelphia Union,3,1,New York City,1.95,3.65,4.32,1,2022,10/30/2022
Los Angeles FC,(3)Ê3,3Ê(0),Philadelphia Union,1.75,4.2,4.5,1,2022,11/5/2022
