NAME,AGE,YEAR,EARNINGS,CUP,EVNTS,RNDS,CUTS,TOP10,WINS,SCORE,DDIS,DACC,GIR,PUTTS,SAND,BIRDS
Troy Merritt,38,2021,1827790,700,33,98,20,4,0,70.8,289.9,62,64.6,1.773,53.3,3.459
Martin Laird,41,2021,1812120,734,27,80,15,1,1,71.1,295.9,68.8,69.4,1.803,46.6,3.575
Robert Streb,36,2021,1811604,925,28,82,15,1,1,70.7,292.3,58.3,64.6,1.758,52.6,3.451
Hudson Swafford,36,2021,1759907,1237,29,82,12,3,1,71,303.1,63.9,67.9,1.769,50.9,3.829
Tom Hoge,34,2021,1690223,997,34,96,17,2,0,70.7,289.2,63.7,62.6,1.73,47.4,3.875
Keith Mitchell,32,2021,1665249,874,28,84,16,4,0,70.7,307.2,56.5,64.6,1.759,44.9,3.833
J.T. Poston,30,2021,1663521,697,29,84,15,2,0,71.2,299.9,57,62.2,1.748,52.8,3.548
Ian Poulter,48,2021,1641459,707,21,72,17,3,0,70.5,285.2,66.3,60.9,1.734,61.6,3.625
Lanto Griffin,35,2021,1612446,607,29,90,20,2,0,70.7,302.9,57,65.1,1.761,46.9,3.656
Brandon Hagy,32,2021,1593365,660,28,74,13,3,0,71.3,311.6,50.8,63,1.771,57.8,3.541
Andrew Putnam,35,2021,1572704,669,32,89,17,4,0,70.5,283.8,61.6,66.1,1.763,56.8,3.584
Dylan Frittelli,33,2021,1564495,473,28,72,12,3,0,71.2,309.3,51.9,64,1.807,50.9,3.389
Séamus Power,37,2021,1547290,749,17,58,12,4,1,69.7,295.1,62.6,68.2,1.75,50,4
Adam Scott,43,2021,1517533,604,19,72,17,2,0,70.7,306,55.3,65.4,1.741,42.5,4
Adam Long,36,2021,1496681,636,30,84,14,2,0,71.2,288.6,67.4,63,1.757,48.3,3.571
Joel Dahmen,36,2021,1452347,725,27,82,18,3,1,70.8,292.3,67.6,65.2,1.745,47.7,3.951
Peter Malnati,36,2021,1429713,634,30,80,12,3,0,70.9,290.5,56.7,62.8,1.722,53.2,3.913
Garrick Higgo,24,2021,1378456,530,8,0,4,1,1,0,0,0,0,0,0,0
Henrik Norlander,36,2021,1377085,586,29,84,15,3,0,70.8,294.1,67.1,69.2,1.817,44.5,3.274
Matt Wallace,33,2021,1369595,502,18,53,13,2,0,71.3,298.4,59.8,63.9,1.764,47.4,3.585
Doc Redman,26,2021,1361633,580,27,76,15,4,0,70.7,294,64.9,65.9,1.782,56.4,3.434
Brendan Steele,40,2021,1358526,536,24,76,17,3,0,71.1,299.3,62,65.4,1.779,57,3.539
Brendon Todd,38,2021,1349804,544,28,86,19,3,0,70.5,275.2,75.2,64.9,1.738,55.6,3.616
Matt Kuchar,45,2021,1348917,456,25,66,12,1,0,70.7,287.8,66.1,65.5,1.746,60.6,3.576
Kramer Hickok,31,2021,1348745,595,24,69,13,2,0,70.8,290.8,68.6,68,1.794,53.8,3.638
Brandt Snedeker,43,2021,1347790,565,28,84,17,2,0,70.7,286.6,64,64.5,1.732,45.5,3.726
Brian Stuard,41,2021,1343197,592,35,104,20,3,0,70.4,277.8,73.3,66.7,1.752,46.3,3.74
Adam Hadwin,36,2021,1308758,540,29,88,16,4,0,71,293.4,63,62.4,1.764,54.8,3.466
Justin Rose,43,2021,1304180,439,17,54,13,3,0,70.7,297.5,60.5,65.9,1.738,48.1,3.87
Gary Woodland,39,2021,1294062,494,25,70,13,3,0,71.5,309.5,55,62.9,1.757,49.5,3.714
Jason Day,36,2021,1291234,489,22,65,12,3,0,70.7,300.3,61.3,66.7,1.783,46.3,3.477
Hank Lebioda,30,2021,1286430,564,24,72,14,3,0,70.1,295,61.2,69.1,1.761,53.3,3.778
Doug Ghim,27,2021,1283807,666,27,86,18,1,0,70,292.9,68.6,69.6,1.759,50.9,4.128
Luke List,39,2021,1243787,543,31,89,16,5,0,70.5,312.7,55.5,68.4,1.784,47.8,3.876
Zach Johnson,48,2021,1241402,517,24,84,18,3,0,70.3,289,62.5,66.9,1.769,59,3.667
C.T. Pan,32,2021,1227777,466,27,80,15,2,0,70.7,296.3,61.1,65.8,1.777,52.5,3.438
Denny McCarthy,31,2021,1212977,549,30,94,17,3,0,70.8,295.4,62.3,64,1.76,57.8,3.553
Pat Perez,48,2021,1200834,685,32,96,20,2,0,70.3,292.2,62,66.3,1.751,55.6,3.833
Wyndham Clark,30,2021,1198800,609,27,78,15,2,0,71,314.6,47.1,63.4,1.76,61.4,3.513
James Hahn,42,2021,1197328,519,25,70,13,5,0,70.1,297.1,66.9,68.8,1.761,51.1,3.957
Richy Werenski,32,2021,1180394,467,31,86,16,2,0,71.1,293.9,60.9,63.8,1.761,45.5,3.477
Tommy Fleetwood,33,2021,1149631,382,18,60,14,2,0,71.2,300.8,57.8,64.4,1.787,52.5,3.517
Sepp Straka,30,2021,1136615,533,31,96,19,3,0,70.3,303.2,57.6,66.8,1.742,48.1,3.958
Russell Knox,38,2021,1130467,507,32,92,17,2,0,70.4,291.2,66.2,70.4,1.78,51.8,3.565
Chez Reavie,42,2021,1126279,536,30,84,16,1,0,70.8,281.9,74.1,67.1,1.784,45.5,3.464
Matt NeSmith,30,2021,1111102,485,29,88,17,2,0,70.6,295.9,65.1,71.1,1.788,47.9,3.739
Roger Sloan,36,2021,1107623,565,27,82,18,2,0,70.2,295.8,61.8,68.8,1.772,55.3,3.793
Adam Schenk,32,2021,1101722,609,33,102,22,2,0,70.4,299.5,60.9,67.4,1.785,51.9,3.902
Rickie Fowler,35,2021,1089904,402,24,78,15,1,0,71.3,297,61.5,64,1.757,43.1,3.718
Sam Ryder,34,2021,1080154,499,32,86,15,4,0,70.7,297.2,61.8,68.1,1.767,37.4,3.733
Scott Piercy,45,2021,1071702,485,26,79,18,1,0,70.5,298.2,60,65.6,1.762,51.8,3.747
Kyle Stanley,36,2021,1061178,477,29,90,19,2,0,70.6,292.1,66.7,69.9,1.79,44.3,3.3
Scott Stallings,38,2021,1030868,447,27,76,15,2,0,70.4,297.4,59.3,68.2,1.786,46.3,3.474
Tyler McCumber,--,2021,1025909,551,25,68,11,2,0,71.2,309.4,58.3,64.7,1.795,44.8,3.574
Francesco Molinari,41,2021,996977,353,15,0,7,3,0,0,0,0,0,0,0,0
Rory Sabbatini,47,2021,968716,403,25,75,13,2,0,70.8,287.5,62.1,64.8,1.739,58.6,3.947
Patrick Rodgers,31,2021,968100,433,34,102,19,1,0,70.8,306.7,54.1,67.1,1.769,42.7,3.735
Ryan Armour,48,2021,962354,434,28,78,12,4,0,70.3,282,72.8,67,1.746,51.1,3.795
Anirban Lahiri,36,2021,952131,475,22,68,12,3,0,70.1,298.4,57.6,64.6,1.716,51.5,4.029
Charles Howell III,44,2021,947154,378,21,70,14,1,0,70.4,297.6,60.7,67.2,1.804,48.8,3.343
Camilo Villegas,42,2021,945774,412,26,77,15,2,0,70.6,292.5,56.4,65.6,1.765,59.2,3.597
Chesson Hadley,36,2021,940986,440,27,72,13,1,0,70.7,297.5,56.4,64.6,1.761,51.7,3.722
Brice Garnett,40,2021,926914,452,31,92,19,3,0,70.1,288.1,70.7,68.1,1.77,57,3.565
Bo Hoag,35,2021,916522,428,32,87,16,0,0,70.4,290.7,63.9,69.7,1.785,50,3.494
Brian Gay,52,2021,916158,579,27,70,9,1,1,71.8,286.8,59.7,60.7,1.778,51.9,3.186
Michael Thompson,38,2021,907001,403,24,74,17,1,0,70.8,288.1,68.4,65.5,1.773,50.4,3.568
Austin Cook,33,2021,898902,383,29,72,11,1,0,70.8,289.2,65.5,64.5,1.768,44.6,3.347
Nate Lashley,41,2021,879981,410,25,76,14,2,0,70.8,292.4,61.8,65.5,1.787,54.3,3.408
Nick Taylor,35,2021,862159,370,29,90,19,1,0,70.6,294,63.9,65.6,1.748,53.8,3.722
Chase Seiffert,32,2021,824736,380,28,78,15,1,0,70.6,290.9,65.2,66.7,1.772,38,3.615
Cameron Percy,49,2021,784607,400,27,77,17,2,0,70.4,286.7,63.7,72.6,1.772,50,3.662
Ryan Moore,41,2021,777994,332,16,0,8,1,0,0,0,0,0,0,0,0
Mark Hubbard,34,2021,762137,337,32,96,20,0,0,70.4,280.2,67.8,65,1.745,55.4,3.615
Bo Van Pelt,48,2021,752234,326,28,72,12,1,0,71.4,293.2,61,65,1.784,39.6,3.486
Joseph Bramlett,35,2021,735440,328,27,78,16,1,0,70.8,309.6,56.9,68.9,1.81,36.8,3.654
Vince Whaley,29,2021,692292,373,27,80,17,1,0,70.6,296.6,56.5,65.1,1.754,50.8,3.588
Satoshi Kodaira,34,2021,671889,287,27,76,13,0,0,70.6,286.2,69.6,65.2,1.769,46.5,3.75
Jimmy Walker,45,2021,661287,223,25,74,12,1,0,72.3,297.4,47.2,58,1.764,51.9,3.108
Beau Hossler,29,2021,660397,316,30,88,17,1,0,71,305.1,56.3,65.3,1.765,50,3.648
Robert MacIntyre,27,2021,655329,194,13,0,11,2,0,0,0,0,0,0,0,0
Vaughn Taylor,48,2021,648742,306,30,78,13,1,0,70.8,278.4,67.7,64.7,1.753,55.4,3.487
Padraig Harrington,52,2021,640513,210,16,0,8,1,0,0,0,0,0,0,0,0
Steve Stricker,57,2021,640311,252,11,0,7,1,0,0,0,0,0,0,0,0
Michael Gligic,34,2021,620442,330,29,80,15,1,0,70.9,299,58.8,66.5,1.789,49.5,3.475
Danny Willett,36,2021,618364,278,16,47,10,2,0,71.6,293.9,60,60.6,1.752,51.9,3.681
Andrew Landry,36,2021,594200,259,24,66,13,1,0,71.1,290.4,66.7,63.9,1.755,38.6,3.576
John Huh,33,2021,581646,274,20,58,11,0,0,70.8,290.5,65.6,65.5,1.791,54.5,3.414
Tom Lewis,33,2021,581245,256,28,80,16,1,0,71.3,302.5,57.4,65.6,1.806,53,3.413
Rafael Campos,35,2021,565186,285,25,60,8,2,0,71.4,299.9,57.6,63.5,1.787,45.6,3.817
Bronson Burgoon,36,2021,558656,246,26,72,13,0,0,70.8,298.8,60,68.4,1.782,47.8,3.625
Kris Ventura,29,2021,547615,224,29,70,10,2,0,71.8,304.7,57.6,62,1.763,42.3,3.5
Byeong Hun An,32,2021,540748,225,29,84,15,1,0,71.5,302.6,52,63.3,1.788,58.1,3.405
Scott Brown,40,2021,531728,240,30,80,13,1,0,71.1,294.5,62.4,64.7,1.767,58.7,3.688
Tyler Duncan,34,2021,509882,229,33,90,16,0,0,71.5,290,67.5,64.3,1.805,49.2,3.311
Jason Dufner,46,2021,505269,261,29,86,16,0,0,71,289.6,64.5,66,1.787,54.6,3.43
Will Gordon,27,2021,488887,241,31,88,16,0,0,71.1,315,55.1,67.4,1.768,48.5,3.886
Rafa Cabrera Bello,39,2021,486337,205,26,74,12,0,0,71.6,288,64.4,62.7,1.778,47.2,3.243
Robby Shelton,28,2021,463699,214,32,80,12,0,0,71.6,293.7,55.8,61.2,1.764,52.8,3.488
Rob Oppenheim,44,2021,448364,229,27,74,13,1,0,70.8,284.2,64.6,63.8,1.754,48,3.824
Sung Kang,36,2021,428931,169,31,86,15,0,0,72.3,292.7,55.5,62,1.788,48.4,3.256
Sean O'Hair,41,2021,427268,213,21,51,8,1,0,70.9,298.5,62.3,68,1.813,50.8,3.333
J.J. Spaun,33,2021,419752,178,26,72,13,1,0,71.2,285.7,69,67.4,1.798,45.3,3.458
Ben Martin,36,2021,411673,171,18,50,10,1,0,71,292.4,66.9,66.7,1.782,45.5,3.58
Jim Herman,46,2021,407995,199,22,66,11,0,0,71.3,292.5,66.8,66.7,1.801,45.5,3.606
David Hearn,44,2021,406435,227,24,64,10,1,0,70.9,274.7,70,66.3,1.759,44.3,3.547
Peter Uihlein,34,2021,399417,174,12,0,7,1,0,0,0,0,0,0,0,0
Scott Harrington,43,2021,370388,188,30,79,14,0,0,71.5,305.8,59.6,62.7,1.781,52.8,3.329
Mito Pereira,28,2021,370348,167,7,0,4,2,0,0,0,0,0,0,0,0
Mark Anderson,38,2021,360642,168,21,56,11,1,0,70.8,286.7,63.5,68.2,1.773,45.8,3.554
Ted Potter Jr.,40,2021,355877,157,25,68,9,1,0,71.6,288.4,57.1,62.5,1.766,41.2,3.691
Danny Lee,33,2021,347862,152,24,59,10,0,0,71.5,298.5,59.3,64.8,1.775,56.6,3.559
Xinjun Zhang,36,2021,343355,179,28,68,9,0,0,71.5,291.7,58.5,62.3,1.779,45.2,3.338
Luke Donald,46,2021,333336,149,23,56,6,0,0,71.2,286.1,57.6,67.1,1.794,46.5,3.161
Kevin Tway,35,2021,323098,172,24,62,11,0,0,70.4,307,53.2,67.1,1.776,49.3,3.629
Wesley Bryan,33,2021,320426,157,11,0,6,0,0,0,0,0,0,0,0,0
Kevin Chappell,37,2021,282510,129,12,0,7,0,0,0,0,0,0,0,0,0
Fabián Gómez,45,2021,258734,125,24,54,8,0,0,71.6,283.3,61.6,62.2,1.78,50,3.185
D.J. Trahan,43,2021,255177,122,24,66,12,0,0,71.2,291.9,57,65.6,1.801,51.9,3.333
Grayson Murray,30,2021,255130,122,22,49,6,1,0,72.7,305.5,50.9,62.6,1.801,40.5,3.327
Henrik Stenson,47,2021,245906,133,18,0,6,0,0,0,0,0,0,0,0,0
Chris Baker,--,2021,238627,94,22,54,9,0,0,71.2,291.9,66.1,65.7,1.814,32.9,3.148
Ryan Brehm,37,2021,238198,141,21,58,10,0,0,71.1,311.5,51.9,67.7,1.796,47.9,3.483
Ben Taylor,31,2021,232604,135,19,50,10,0,0,70.8,295.6,53,66.2,1.763,61.9,3.56
Josh Teater,44,2021,224952,109,17,48,10,0,0,70.7,290,68,66.9,1.758,47.2,3.813
Nelson Ledesma,--,2021,215567,115,19,48,9,0,0,71.5,288.2,59.3,65.4,1.761,36.2,3.646
Graeme McDowell,44,2021,212749,104,15,0,5,1,0,0,0,0,0,0,0,0
Michael Gellerman,--,2021,198087,89,19,47,8,0,0,71.5,292.1,66,70.8,1.816,37.9,3.362
Rhein Gibson,38,2021,195664,115,23,56,9,0,0,71.6,291.2,53.3,62.5,1.751,44.9,3.446
Jim Furyk,53,2021,184897,91,7,0,4,0,0,0,0,0,0,0,0,0
Sebastian Cappelen,--,2021,179289,98,23,54,8,0,0,72.1,299.3,51.9,60.9,1.767,47.1,3.389
David Lingmerth,36,2021,175817,97,11,0,5,0,0,0,0,0,0,0,0,0
Kiradech Aphibarnrat,34,2021,166496,99,17,0,6,0,0,0,0,0,0,0,0,0
Bill Haas,41,2021,161963,99,20,44,5,0,0,71.2,295.8,57,65.8,1.795,54.5,3.5
Aaron Baddeley,43,2021,160640,90,22,54,9,0,0,70.7,289.3,57.7,64,1.738,52.6,3.519
Nick Watney,42,2021,159576,89,25,54,6,0,0,72,299.3,51.6,65.3,1.824,32.4,2.981
Tim Wilkinson,45,2021,157744,85,16,0,8,0,0,0,0,0,0,0,0,0
Wes Roach,35,2021,156364,74,14,0,8,0,0,0,0,0,0,0,0,0
Kelly Kraft,35,2021,138616,80,17,0,6,0,0,0,0,0,0,0,0,0
J.B. Holmes,41,2021,136546,55,19,48,8,0,0,71.9,302.9,46.9,60.3,1.758,46.8,3.583
Jonathan Byrd,46,2021,135425,81,15,0,10,0,0,0,0,0,0,0,0,0
Michael Kim,30,2021,132613,44,30,69,9,0,0,72.1,293.2,49.1,61.1,1.829,49.5,3.072
K.J. Choi,53,2021,122319,45,21,52,7,0,0,71.6,269.2,66.9,62.8,1.793,61.9,3.135
Greg Chalmers,50,2021,112972,64,12,0,6,0,0,0,0,0,0,0,0,0
Bud Cauley,34,2021,100650,49,1,0,1,0,0,0,0,0,0,0,0,0
Martin Kaymer,39,2021,87941,35,5,0,1,0,0,0,0,0,0,0,0,0
Ricky Barnes,43,2021,86597,53,13,0,5,0,0,0,0,0,0,0,0,0
Jamie Lovemark,36,2021,77527,29,16,0,5,0,0,0,0,0,0,0,0,0
Johnson Wagner,43,2021,76464,35,16,0,5,0,0,0,0,0,0,0,0,0
Bernhard Langer,66,2021,74750,30,2,0,1,0,0,0,0,0,0,0,0,0
Erik Compton,44,2021,68438,35,2,0,1,0,0,0,0,0,0,0,0,0
Jonas Blixt,39,2021,64491,23,8,0,3,0,0,0,0,0,0,0,0,0
Tiger Woods,48,2021,64200,20,3,0,2,0,0,0,0,0,0,0,0,0
Martin Trainer,32,2021,60284,25,28,59,5,0,0,72.6,303.6,49.6,55.5,1.784,50,2.949
John Senden,52,2021,59700,28,14,0,4,0,0,0,0,0,0,0,0,0
Hunter Mahan,41,2021,58600,18,26,57,5,0,0,72.7,296.2,56,57.5,1.773,53.1,3.298
Roberto Castro,38,2021,52212,36,7,0,3,0,0,0,0,0,0,0,0,0
Zack Sucher,--,2021,46656,13,14,0,4,0,0,0,0,0,0,0,0,0
Mike Weir,53,2021,44906,16,3,0,2,0,0,0,0,0,0,0,0,0
William McGirt,44,2021,44290,11,11,0,3,0,0,0,0,0,0,0,0,0
Sangmoon Bae,37,2021,40945,32,11,0,4,0,0,0,0,0,0,0,0,0
Richard S. Johnson,47,2021,36899,13,7,0,4,0,0,0,0,0,0,0,0,0
Robert Garrigus,46,2021,36243,18,7,0,3,0,0,0,0,0,0,0,0,0
Kevin Stadler,44,2021,32191,8,21,0,3,0,0,0,0,0,0,0,0,0
J.J. Henry,48,2021,31125,9,10,0,3,0,0,0,0,0,0,0,0,0
José María Olazábal,58,2021,28635,9,2,0,1,0,0,0,0,0,0,0,0,0
D.A. Points,47,2021,26865,13,18,0,2,0,0,0,0,0,0,0,0,0
Dominic Bozzelli,32,2021,24035,15,13,0,3,0,0,0,0,0,0,0,0,0
Ryan Blaum,40,2021,22869,11,12,0,3,0,0,0,0,0,0,0,0,0
Shawn Stefani,42,2021,21235,7,12,0,2,0,0,0,0,0,0,0,0,0
George McNeill,48,2021,19012,13,10,0,4,0,0,0,0,0,0,0,0,0
Andres Romero,42,2021,18780,16,7,0,2,0,0,0,0,0,0,0,0,0
S.Y. Noh,32,2021,17941,6,6,0,1,0,0,0,0,0,0,0,0,0
Derek Ernst,33,2021,16625,11,4,0,1,0,0,0,0,0,0,0,0,0
Charlie Beljan,39,2021,15263,12,6,0,2,0,0,0,0,0,0,0,0,0
Jason Bohn,50,2021,15230,8,4,0,2,0,0,0,0,0,0,0,0,0
Tommy Gainey,48,2021,14070,5,4,0,2,0,0,0,0,0,0,0,0,0
Jerry Kelly,57,2021,13134,3,3,0,1,0,0,0,0,0,0,0,0,0
Alex Cejka,53,2021,10050,7,5,0,1,0,0,0,0,0,0,0,0,0
Fred Funk,67,2021,9000,5,1,0,1,0,0,0,0,0,0,0,0,0
Arjun Atwal,50,2021,8120,3,8,0,2,0,0,0,0,0,0,0,0,0
Zac Blair,33,2021,8120,3,4,0,1,0,0,0,0,0,0,0,0,0
Retief Goosen,55,2021,6810,3,1,0,1,0,0,0,0,0,0,0,0,0
Parker McLachlin,44,2021,6090,2,9,0,1,0,0,0,0,0,0,0,0,0
Justin Thomas,30,2020,7344040,2570,18,66,15,10,3,68.8,304.2,57.3,69.6,1.722,62.5,4.545
Jon Rahm,29,2020,5959819,3080,15,58,14,8,2,68.8,307.6,63.1,70.3,1.717,58.8,4.224
Dustin Johnson,39,2020,5837267,3471,14,49,11,7,3,68.9,311,59.1,69.3,1.704,54.2,4.347
Collin Morikawa,27,2020,5250868,2025,21,80,19,7,2,69.6,297.3,65.5,69,1.749,54,4.05
Webb Simpson,38,2020,5097742,2163,14,52,12,8,2,68.1,296.2,67.3,70.8,1.691,56.3,4.673
Bryson DeChambeau,30,2020,4998495,1682,17,62,14,9,1,68.8,322.1,57.4,68.5,1.726,62.9,4.419
Daniel Berger,30,2020,4439420,2007,17,64,15,7,1,68.8,300.2,63.9,66.9,1.728,59.8,4.375
Rory McIlroy,34,2020,4408415,1516,15,60,15,7,1,69.1,314,56.3,67.8,1.738,45.2,4.2
Sungjae Im,25,2020,4337811,1650,26,94,21,7,1,69.6,300.5,64.5,67.1,1.734,58.8,4.149
Patrick Reed,33,2020,4250060,1485,20,74,17,8,1,69.4,296,56.1,65.3,1.7,60.6,4.23
Xander Schauffele,30,2020,3813636,1449,18,70,17,7,0,69,305.4,60.3,70.9,1.737,56.4,4.243
Hideki Matsuyama,32,2020,3665825,1587,20,74,17,5,0,69.4,304.4,57,68.5,1.755,55,4.041
Tyrrell Hatton,32,2020,3434867,1275,11,42,10,6,1,69.1,301.6,61.7,69.3,1.704,43.2,4.548
Brendon Todd,38,2020,3390258,1576,25,86,18,4,2,69.7,282.7,71.4,65.5,1.736,61.6,3.907
Harris English,34,2020,3299366,1805,20,76,18,6,0,69.1,300.9,61.7,70.9,1.749,51.3,4.026
Lanto Griffin,35,2020,3188586,1392,27,92,21,4,1,70.1,302.5,57.2,65.5,1.753,54.5,3.87
Marc Leishman,40,2020,3109752,1096,18,61,13,3,1,71.2,295.8,51.9,61.5,1.77,42.1,3.393
Tony Finau,34,2020,2932286,1237,20,72,16,7,0,69.4,309.8,51.8,68.8,1.73,47.7,4.194
Joaquin Niemann,25,2020,2914136,1366,23,76,15,4,1,69.9,301.7,56.5,69.3,1.767,51.4,3.921
Abraham Ancer,33,2020,2903306,1159,20,74,17,4,0,69.6,297.5,64.4,67,1.743,49.2,3.797
Sebastián Muñoz,31,2020,2864142,1421,26,84,16,5,1,69.9,302.3,60.4,66.3,1.748,50,4.048
Scottie Scheffler,27,2020,2833438,1391,23,82,18,7,0,69.3,308.9,61.2,69,1.737,49,4.354
Kevin Na,40,2020,2794402,1102,21,71,15,4,1,70.1,286.9,62.7,63.2,1.733,55.6,3.803
Ryan Palmer,47,2020,2724926,1116,19,68,15,5,0,70,299.3,60.1,65.9,1.742,50,3.985
Kevin Streelman,45,2020,2520845,944,23,73,13,4,0,70.4,293.9,65.9,67.7,1.763,52.9,3.822
Billy Horschel,37,2020,2383908,953,22,79,17,6,0,70,299.3,62.8,66.2,1.738,50,3.924
Cameron Smith,30,2020,2372487,1059,19,64,13,2,1,70.3,299.8,54.5,64.1,1.736,57.5,3.859
Cameron Champ,28,2020,2290839,963,20,70,15,2,1,70.4,322,56.4,67.7,1.775,48.2,4.043
Byeong Hun An,32,2020,2283951,943,22,75,15,5,0,70.3,305.7,54.3,65.8,1.756,50.7,3.827
Adam Scott,43,2020,2272434,832,10,38,9,1,1,69.7,308.1,55.5,68.1,1.74,55.1,3.789
Kevin Kisner,40,2020,2266752,1169,21,73,15,4,0,69.8,289.2,65.2,65.4,1.743,50.9,3.795
Matthew Wolff,24,2020,2224348,921,21,74,16,2,0,70.4,311.6,59,66.8,1.772,43.5,3.865
Gary Woodland,39,2020,2195131,801,17,62,14,6,0,69.6,305.4,60,68.2,1.753,47.6,4.065
Adam Long,36,2020,2186913,950,25,88,18,3,0,70,292,62.5,67.7,1.756,45.2,3.784
Joel Dahmen,36,2020,2120973,843,22,79,18,5,0,70.2,295.4,64.6,63.9,1.747,50.7,3.684
Patrick Cantlay,32,2020,2118336,922,12,46,11,3,0,69.6,303.1,59.4,68.4,1.723,55.4,4.152
Matt Fitzpatrick,29,2020,2109709,887,15,54,12,5,0,70.2,294.7,64.6,66,1.734,47.2,3.667
Tiger Woods,48,2020,2083038,641,7,32,0,2,1,61.8,0,0,0,0,0,0
Mackenzie Hughes,33,2020,2079951,980,22,70,12,4,0,70.3,298.7,55.8,63.4,1.735,54.4,3.714
Danny Lee,33,2020,2043764,777,22,69,13,3,0,70.2,302,57.1,65.6,1.75,53.1,4.058
Viktor Hovland,26,2020,1982275,1009,20,74,17,3,1,69.7,299.3,63.2,68.5,1.726,45.5,3.973
Jason Day,36,2020,1943898,666,17,53,10,5,0,70.1,299.7,55.9,64.8,1.746,65.5,3.755
Nick Taylor,35,2020,1897539,741,18,59,11,2,1,70.3,296.6,64.2,66.9,1.757,46.3,3.559
Paul Casey,46,2020,1868952,730,15,56,13,1,0,69.9,307.2,63.6,70.6,1.774,47.5,3.643
Tom Hoge,34,2020,1857073,728,24,74,13,3,0,70.3,290.4,60.6,65.6,1.768,43.3,3.77
Mark Hubbard,34,2020,1840473,792,24,86,19,3,0,69.8,290.1,62.8,66.7,1.734,47.3,3.744
Tyler Duncan,34,2020,1799855,834,25,83,16,1,1,70.3,286.3,69.9,67.5,1.763,43,3.699
Brendan Steele,40,2020,1739131,761,20,64,14,3,0,70,303.6,59.9,68.1,1.762,49.5,3.859
Richy Werenski,32,2020,1716407,836,17,56,12,3,1,70.1,298.1,58,66.7,1.729,50.9,3.893
Adam Hadwin,36,2020,1710808,692,17,65,15,3,0,70.1,294,64.5,68.3,1.755,65,3.646
Carlos Ortiz,32,2020,1631474,721,22,72,14,3,0,70.1,300.3,55.4,66.7,1.76,48.7,3.708
Michael Thompson,38,2020,1577832,662,20,62,10,2,1,70.5,288.4,65.4,65,1.772,57.1,3.435
Bubba Watson,45,2020,1565323,768,20,66,13,3,0,70,311,57.9,67.7,1.766,45.4,3.667
Sung Kang,36,2020,1560024,512,22,73,14,2,0,71.2,303.4,55.6,65.3,1.786,44.4,3.644
Matt Kuchar,45,2020,1515585,646,16,56,12,1,0,70.1,282.9,65.8,65,1.734,58.4,3.786
Andrew Landry,36,2020,1510275,647,21,63,10,1,1,70.7,289.7,65.7,64.1,1.765,46.2,3.635
Dylan Frittelli,33,2020,1507497,664,24,82,17,3,0,70.4,291.3,60.8,65.8,1.775,50.7,3.756
Corey Conners,32,2020,1498121,695,22,74,15,1,0,70.1,298.7,67.1,71.5,1.8,44.4,3.73
Jason Kokrak,38,2020,1494604,827,20,62,11,3,0,70.2,312.4,57.6,68.6,1.803,43.8,3.661
Phil Mickelson,53,2020,1493908,488,16,51,0,2,0,70.6,301.5,54,63.5,1.748,56.6,3.765
Brian Harman,37,2020,1482583,860,22,78,17,1,0,69.4,293,63.3,65.7,1.717,61,3.974
Max Homa,33,2020,1453056,540,21,70,14,4,0,70.6,300.6,58.9,64.6,1.764,49,3.657
Talor Gooch,32,2020,1398171,648,24,83,18,2,0,70.1,298.2,58.3,67.1,1.745,51,3.831
Jim Herman,46,2020,1390275,619,21,60,9,1,1,71.8,285.6,69.3,64.2,1.824,42,3.2
Charles Howell III,44,2020,1371807,551,20,69,14,3,0,70.2,301.1,54.6,68.8,1.768,50.5,3.667
Louis Oosthuizen,41,2020,1312138,611,13,48,11,2,0,70.4,300.1,60.6,65.3,1.757,43.2,3.583
Maverick McNealy,28,2020,1293984,575,23,76,17,3,0,70.1,296.6,58.2,65.9,1.736,61.4,4.053
J.T. Poston,30,2020,1282929,576,23,78,16,2,0,69.9,290.2,63.7,64.7,1.711,57.2,3.885
Alex Noren,41,2020,1274003,706,17,56,13,4,0,69.6,296,58.1,64.8,1.74,58.6,3.875
Harry Higgs,32,2020,1251570,684,25,83,16,2,0,70.4,301,62.2,66.1,1.752,48.6,3.663
Xinjun Zhang,36,2020,1232376,474,25,77,13,3,0,70.6,293.8,59.5,66,1.755,50,4.104
Robby Shelton,28,2020,1232306,597,24,71,13,3,0,70.8,296.6,61.2,66.9,1.773,46.5,3.732
Russell Henley,34,2020,1195378,682,20,63,13,4,0,69.6,290.1,65.6,71.7,1.781,55.7,3.603
Denny McCarthy,31,2020,1178557,511,23,77,18,4,0,69.8,293.8,61.6,67.5,1.719,49.6,4.221
Henrik Norlander,36,2020,1175431,483,23,74,14,3,0,70.1,292.1,69.6,70.6,1.765,44,3.838
Vaughn Taylor,48,2020,1148779,442,19,61,11,2,0,70.5,281.6,67.8,63.8,1.72,47,3.885
Sepp Straka,30,2020,1140441,466,25,70,10,3,0,70.6,302.7,60.2,67,1.777,51.8,3.7
Jordan Spieth,30,2020,1138146,354,17,62,14,3,0,70.4,301.6,52.1,62.4,1.724,49.1,3.871
Doc Redman,26,2020,1129549,514,24,82,17,1,0,69.8,297.4,68.3,70.8,1.752,55,3.939
